"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PCSK5",3.22870779570411e-165,-5.62824325634168,0.17,0.983,5.59276764371866e-161
"ARHGEF38",1.74294801804181e-163,-6.60827304985623,0.056,0.949,3.01913455685202e-159
"NPNT",2.94694449772746e-159,-7.49070897835834,0.016,0.913,5.10469725896351e-155
"FAM83B",1.07026504649057e-154,-7.01942039972264,0.01,0.873,1.85391311353096e-150
"PROM1",1.37062520623764e-153,-4.27338584080635,0.227,0.99,2.37419698224483e-149
"PLAU",6.48167386941131e-152,-6.71919621524225,0.064,0.924,1.12275554765943e-147
"NIBAN1",1.44315383821749e-150,-4.78712348185956,0.185,0.959,2.49983107856033e-146
"CACNA2D3",2.09587273043443e-150,-4.03040338114566,0.292,0.976,3.63047074365853e-146
"LAMC2",4.74505492399918e-149,-5.46407162325797,0.173,0.952,8.21938413935139e-145
"ADGRF1",6.04575874826453e-149,-6.18209999840091,0.059,0.908,1.04724633037438e-144
"GDA",5.16818441588444e-148,-5.21601351660934,0.217,0.946,8.95232904519503e-144
"MAL2",9.10754648487442e-148,-5.12987459886174,0.083,0.92,1.57760920210995e-143
"KITLG",1.09944883412788e-146,-4.87338541157651,0.184,0.947,1.90446527047631e-142
"SPON1",1.59647717900087e-146,-4.53386043253445,0.224,0.954,2.76541776946531e-142
"AIF1L",2.98824005702177e-143,-4.69171549996936,0.069,0.894,5.17622942677312e-139
"MMP7",1.23581025135094e-142,-5.91568110780698,0.131,0.936,2.14067051739009e-138
"SLC34A2",2.02107180682514e-142,-7.3560667142443,0.012,0.863,3.50090058378251e-138
"DAPP1",9.3233060329022e-142,-8.47946895064195,0.011,0.855,1.61498307101932e-137
"LCN2",1.13671429064884e-139,-9.33514360038128,0.014,0.827,1.96901649426193e-135
"MECOM",6.60949736970164e-138,-3.18146397765612,0.578,0.989,1.14489713437972e-133
"PKHD1",3.17460674371521e-137,-3.14789406944669,0.409,0.994,5.49905380146349e-133
"GPC6",1.05268384630831e-136,3.90451706239347,0.963,0.481,1.82345895857526e-132
"RYR3",2.23026567934807e-135,-3.95361978586563,0.122,0.888,3.86326620976673e-131
"HS3ST1",1.4776578494947e-134,-5.53534863376186,0.059,0.848,2.55959892689471e-130
"NALF1",8.60371396011624e-134,-3.41931464838489,0.342,0.981,1.49033533217134e-129
"CDH2",1.57396598367028e-132,5.65883969732466,0.876,0.103,2.72642387691365e-128
"SAA1",2.70245649394167e-131,-8.09037730748732,0.012,0.795,4.68119513880576e-127
"SGPP2",3.02661754222305e-131,-3.21040139497345,0.401,0.968,5.24270690663877e-127
"LAMC1",7.63366505994928e-131,-2.0925909527097,0.853,0.997,1.32230346168442e-126
"ZEB2",8.87767819531624e-131,4.72889169611171,0.872,0.197,1.53779141699268e-126
"ADAMTS9",2.4971970999808e-130,-3.25783054793635,0.332,0.968,4.32564481658674e-126
"RBM47",5.25993171120573e-130,-3.08418770399519,0.351,0.965,9.11125371015057e-126
"FRAS1",1.28928214142845e-129,-2.89716104531905,0.226,0.942,2.23329452538236e-125
"EHF",1.12848711231204e-128,-5.43186203125668,0.074,0.846,1.95476537594691e-124
"KCNQ3",5.02592724652085e-127,-3.92776691604463,0.207,0.918,8.70591117642341e-123
"ERBB4",1.24181124929293e-126,-5.02700419718441,0.197,0.889,2.15106544602522e-122
"C3",4.37424200185743e-126,-4.16477559235519,0.376,0.928,7.57706199561745e-122
"TCIM",1.14311359951778e-125,-5.60901430570555,0.023,0.782,1.9801013770847e-121
"TMEM154",5.84106116017134e-125,-4.05693462518173,0.083,0.857,1.01178861416488e-120
"CFAP221",9.17224625448707e-125,-4.22379234451153,0.081,0.835,1.58881649620225e-120
"COL4A2",2.35487908151504e-124,-2.25685532970591,0.567,0.991,4.07912154500036e-120
"COBLL1",3.18796107760336e-124,-2.46053172075571,0.641,0.996,5.52218617862453e-120
"CAB39",1.44265661080146e-123,-2.44313163529591,0.656,0.987,2.49896978123029e-119
"SAT1",2.69320531643294e-123,-3.07567648228471,0.448,0.96,4.66517024912513e-119
"TJP2",6.68885534579492e-123,-2.46530897048786,0.603,0.981,1.1586435229986e-118
"COL4A4",1.13345311910636e-121,-3.80886053928339,0.169,0.876,1.96336749291603e-117
"SCN2A",1.44662900192287e-121,-6.16076386139047,0.094,0.819,2.50585075713079e-117
"PIGR",5.56325572878246e-121,-7.49686716005981,0.032,0.77,9.63667157339697e-117
"SPECC1",1.12388943206432e-120,-2.83664650379321,0.341,0.942,1.94680127422181e-116
"MYO3B",2.80231043134189e-120,-5.85756112435761,0.044,0.803,4.85416212917042e-116
"S100A9",2.87821306392949e-120,-10.1094630533388,0.007,0.742,4.98564066933866e-116
"MYO5B",7.59409494952693e-120,-3.75678418964382,0.261,0.938,1.31544912715706e-115
"LIPG",1.03318478732155e-118,-3.40079636240128,0.266,0.887,1.78968268859838e-114
"MALT1",1.14859730979389e-118,-2.7135762288902,0.716,0.988,1.98960026002497e-114
"HSPG2",1.23802745569561e-118,-2.70628967727697,0.5,0.955,2.14451115875593e-114
"XKR4",1.31754215380267e-117,-5.3454870059369,0.169,0.842,2.28224651881699e-113
"ITGB6",4.23992684108303e-117,-4.36182987716918,0.231,0.926,7.34440127412403e-113
"COL4A1",1.17309053653572e-116,-2.94287413811759,0.421,0.962,2.03202742738718e-112
"SAA2",2.47966762454508e-116,-6.44005235210229,0.02,0.757,4.29528025923698e-112
"SCNN1A",2.51465120301236e-116,-4.73828906680039,0.083,0.82,4.35587881385801e-112
"SCN9A",7.1349813683505e-116,6.47715990320471,0.755,0.055,1.23592147262567e-111
"GRIN2B",1.96621125683444e-115,-3.13421430422992,0.168,0.899,3.40587113908862e-111
"EPCAM",3.21351838598341e-114,-3.52646472693866,0.195,0.881,5.56645654820047e-110
"PHACTR3",5.49747666021319e-114,-6.13471307434449,0.021,0.747,9.52272907082129e-110
"CFTR",1.21558646190383e-113,-6.25386216429354,0.043,0.758,2.10563886930981e-109
"SYNE2",7.51339871285207e-113,-1.56677190217714,0.877,0.999,1.30147092504024e-108
"JAK1",4.9741069650289e-112,-1.74723517687839,0.748,0.989,8.61614808482306e-108
"XDH",4.03895110027884e-111,-6.12193157625236,0.112,0.776,6.996271095903e-107
"MEGF11",4.43060522527308e-111,-2.86357757205655,0.31,0.946,7.67469437121803e-107
"SCIN",1.87745967618204e-110,-4.07532611504547,0.073,0.797,3.25213565108254e-106
"CDH3",8.58442195383314e-110,-5.13354194443589,0.042,0.722,1.48699357084298e-105
"MCU",1.16446493862659e-109,-2.14495579265123,0.628,0.972,2.01708616668898e-105
"C4orf19",2.52909535897616e-109,-3.05544822249704,0.301,0.905,4.3808989808185e-105
"TENM3",2.85634305682323e-109,6.62997888523105,0.738,0.079,4.9477574430292e-105
"KLF6",7.22703803956554e-109,-2.18835780211749,0.638,0.975,1.25186752921354e-104
"DNER",7.17187952945763e-108,-4.33072542891177,0.081,0.758,1.24231297209265e-103
"SPINT1",2.51775094142612e-107,-3.81147435510553,0.117,0.798,4.36124818073832e-103
"GPC4",5.29177871955564e-107,-4.57486261565006,0.076,0.791,9.16641909801428e-103
"CPD",4.81485702861819e-106,-2.31978953580846,0.523,0.954,8.34029534497242e-102
"KIAA1217",5.06622429672784e-106,-1.93154531942004,0.715,0.991,8.77571372679196e-102
"CD44",7.57944376696989e-106,-2.11610597727848,0.781,0.996,1.31291124931452e-101
"KIF26B",1.49962346270928e-105,-2.11099294986283,0.201,0.892,2.59764776210501e-101
"KLF5",2.39516699332973e-105,-3.13506102734996,0.296,0.89,4.14890826584576e-101
"SLC15A1",2.29602413835298e-104,-7.2081101512051,0.009,0.691,3.97717301245504e-100
"SOD2",2.43604089570253e-104,-2.29458511078066,0.724,0.991,4.21971003953592e-100
"PELI2",2.83470330700212e-104,-3.40100507892699,0.09,0.774,4.91027306838907e-100
"DENND2B",2.83807107404648e-104,-2.74312214847526,0.417,0.909,4.91610671446331e-100
"PAX8",1.27809901642169e-103,-1.64940883359632,0.646,0.999,2.21392311624565e-99
"ST14",3.71653144836938e-103,-7.11816207124952,0.014,0.7,6.43777577486544e-99
"SLC16A5",1.20920028694849e-102,-5.20925185668427,0.034,0.709,2.09457673705217e-98
"PSD3",1.84969616368627e-102,-1.78409579511039,0.759,0.996,3.20404369473737e-98
"COBL",5.9602080885911e-102,-3.23193870219693,0.206,0.838,1.03242724510575e-97
"FUT8",8.21827113380406e-102,-2.13753231620213,0.674,0.976,1.42356892579754e-97
"TNC",9.47689683383079e-102,-2.89059260464082,0.588,0.974,1.64158806955617e-97
"PTK2B",1.83664315568967e-101,-3.89885374266007,0.088,0.761,3.18143327428564e-97
"GLS",2.91851858604943e-100,-1.67024394187534,0.875,0.998,5.05545789475483e-96
"NCMAP",4.31529385416678e-100,-7.96449686429274,0.006,0.645,7.47495201418769e-96
"TNFRSF11B",4.40941124350656e-100,-2.70790873184342,0.311,0.922,7.63798215600206e-96
"F11R",5.32323016952105e-100,-2.39123630232445,0.332,0.884,9.22089929964437e-96
"FRMD4B",2.34557202765596e-99,-2.67892396360561,0.242,0.855,4.06299986630566e-95
"NOS1AP",9.74801266507105e-99,-2.47257725776484,0.367,0.926,1.68855075384361e-94
"SMAD3",1.05258403566271e-98,-1.5623790908062,0.841,0.995,1.82328606657494e-94
"L1CAM",1.15045665325999e-98,-2.64112989069073,0.289,0.889,1.99282101477696e-94
"RAB11FIP1",1.26843365315058e-98,-2.85569489686228,0.401,0.928,2.19718077398743e-94
"MYO1E",1.5212122219599e-98,-1.48817446715938,0.885,0.998,2.63504381087894e-94
"SLC2A3",7.87128643269921e-98,7.68759997292914,0.646,0.025,1.36346423587216e-93
"KCNJ16",1.13944615775551e-97,-2.58098663033821,0.355,0.923,1.97374863446409e-93
"PDE7B",1.43903714416729e-96,-3.09061581574936,0.101,0.769,2.49270014112658e-92
"EDIL3",2.31863482607541e-96,4.74688819772518,0.813,0.308,4.01633924572782e-92
"FGFR1",4.35581265699587e-96,-2.392270066035,0.431,0.916,7.54513868444824e-92
"HIF1A",9.53900536264431e-96,-1.64798760662218,0.843,0.984,1.65234650891725e-91
"DSP",1.29253655355744e-95,-2.2295399216188,0.378,0.952,2.23893181807219e-91
"SPARC",1.52488251028766e-95,3.67926707865465,0.778,0.22,2.64140148432028e-91
"SERINC5",3.22637690842426e-95,-2.58891373114118,0.421,0.905,5.5887300807725e-91
"OCLN",4.58220443142499e-95,-3.22823602220458,0.157,0.77,7.93729451611436e-91
"MYO6",5.86957110886848e-95,-1.98970158392156,0.635,0.976,1.0167271074782e-90
"AKT3",1.23921979301646e-94,2.56523712859907,0.906,0.764,2.14657652546311e-90
"PRICKLE2",3.35462978098458e-94,-1.75508583647578,0.388,0.95,5.8108897066215e-90
"PATJ",3.62325965080933e-94,-1.32210570225593,0.816,0.994,6.27621036713192e-90
"COL4A3",3.70394532529735e-94,-2.81691166976345,0.291,0.882,6.41597409248007e-90
"CHN2",3.7385681848801e-94,-3.43950379047837,0.127,0.803,6.47594780984932e-90
"SHROOM3",5.95859648540032e-94,-1.98726295187746,0.599,0.965,1.03214808320104e-89
"PTPRG",7.7752990748936e-93,-1.65107582814483,0.839,0.989,1.34683730575307e-88
"TSPAN1",8.45756077425862e-93,-4.77429355576649,0.045,0.688,1.46501867731708e-88
"KIF13B",1.03516917852158e-92,-2.32980818029283,0.411,0.922,1.79312005103508e-88
"MYO10",8.98837651755442e-92,-1.80146941440088,0.565,0.978,1.55696658037078e-87
"TJP1",1.73106035963686e-91,-1.860994229351,0.689,0.972,2.99854275496297e-87
"FBLIM1",5.40567828578633e-91,-3.91365618118174,0.039,0.707,9.36371592663908e-87
"NTM",6.73184835068135e-91,4.92742102588111,0.78,0.185,1.16609077130502e-86
"GBP2",1.19963043915362e-90,-2.99816267428563,0.185,0.801,2.0779998467019e-86
"TMPRSS4",1.35231742269351e-90,-5.49853282236209,0.033,0.661,2.34248423958969e-86
"IRAK3",2.75248561069387e-90,-5.65914730699233,0.015,0.618,4.76785557484392e-86
"MSRB3",3.02008667366728e-90,3.65588216908596,0.765,0.165,5.23139413612646e-86
"CYS1",3.16074432157041e-90,-4.99736536290542,0.028,0.668,5.47504131382427e-86
"DPP4",5.58982811122951e-90,-2.19801750874071,0.407,0.965,9.68270025427175e-86
"MFHAS1",6.11122834552663e-90,-2.09738498600314,0.485,0.96,1.05858697401212e-85
"ARHGAP29",1.09750645812989e-89,-1.46617995301577,0.83,0.995,1.9011006867726e-85
"MAP3K5",3.20432840368977e-89,-1.9077690565281,0.606,0.968,5.55053766087142e-85
"CPM",8.76859757323825e-89,-3.39058134370982,0.181,0.749,1.51889647163633e-84
"PDZK1IP1",2.06946432282041e-88,-3.48554684533394,0.079,0.682,3.58472609998951e-84
"GAREM1",6.29935754301936e-88,-1.9615086211629,0.632,0.963,1.09117471360181e-83
"RAPGEF3",6.44783976823823e-88,-3.65213998437169,0.137,0.746,1.11689480465423e-83
"ALPK2",1.3674541496084e-87,3.56626211660259,0.864,0.401,2.36870407795167e-83
"PDE10A",1.75821742718035e-87,4.63578493583781,0.721,0.203,3.0455842273618e-83
"LAD1",1.94239099622219e-87,-5.29507820944161,0.02,0.621,3.36460968365609e-83
"ARID5B",2.02729381325019e-87,-1.58915290596812,0.794,0.979,3.51167834331198e-83
"ERMP1",3.76216071159778e-87,-2.1225609799867,0.413,0.923,6.51681478462967e-83
"LTF",6.01763673644639e-87,-8.89599305684394,0.009,0.605,1.04237503548724e-82
"ZFAND5",6.07176242671046e-87,-1.76347435507995,0.591,0.952,1.05175068755479e-82
"FAM110B",8.79326801267357e-87,-2.03377625379445,0.527,0.936,1.52316988515532e-82
"SPP1",1.23805961728632e-86,-1.7546123500631,0.6,0.994,2.14456686906337e-82
"UBE2H",1.80152803218489e-86,-1.31415198383333,0.789,0.989,3.12060685735067e-82
"DNM3",1.87523604885061e-86,-2.25742977380557,0.368,0.904,3.24828388381903e-82
"TMEM163",2.1503008608376e-86,-3.12946495163987,0.19,0.8,3.7247511511429e-82
"JUP",2.78144721783743e-86,-2.06359878905084,0.399,0.906,4.818022870738e-82
"ITGB1",3.32707332031995e-86,-1.264531825357,0.883,0.998,5.76315640545821e-82
"SLCO3A1",5.40191506560425e-86,-2.24451632631239,0.485,0.934,9.35719727663969e-82
"PLXNB1",6.11149669597033e-86,-2.2218483146734,0.299,0.873,1.05863345767598e-81
"PALM2AKAP2",1.35657762100765e-85,-1.68742699228687,0.843,0.995,2.34986375510946e-81
"TFCP2L1",2.21399660422645e-85,-6.60106073709809,0.008,0.606,3.83508491784105e-81
"ZNF385D",3.09514636296934e-85,-2.07335973014829,0.336,0.919,5.3614125299355e-81
"GALNT9",3.7177907789284e-85,-3.83289806863641,0.033,0.631,6.43995718725978e-81
"MAL",4.91488463536623e-85,-4.93654489015472,0.033,0.629,8.51356316538139e-81
"EXPH5",6.7234372945969e-85,-2.7905203157138,0.193,0.774,1.16463380817008e-80
"SESTD1",8.26087068296224e-85,-2.00387570019969,0.652,0.956,1.43094801970272e-80
"ANXA11",1.00418537526809e-84,-2.11817132244694,0.525,0.931,1.73944990703939e-80
"RBMS3",1.2557310122693e-84,2.80796153376864,0.84,0.322,2.17517725945288e-80
"CPVL",1.43002517654107e-84,-3.55126290091553,0.089,0.715,2.47708961080444e-80
"DCDC2",1.94436442611944e-84,-1.50728341572936,0.86,0.999,3.36802805892409e-80
"MACC1",3.32747854376131e-84,-2.55699286650367,0.453,0.934,5.76385833350333e-80
"CPAMD8",3.7431001933911e-84,-6.61125367859527,0.015,0.595,6.48379815499207e-80
"ACSL4",2.68045142058221e-83,-2.2396549544463,0.651,0.957,4.6430779507325e-79
"XKR6",4.39247367233797e-83,-1.7006779537176,0.37,0.918,7.60864289522383e-79
"IRAK2",6.52495853703801e-83,-2.37825745064012,0.29,0.859,1.13025331778572e-78
"ANXA3",1.01260837123993e-82,-1.99901104169988,0.327,0.919,1.7540402206618e-78
"ENPEP",1.18010129777117e-82,5.04570757110516,0.675,0.074,2.04417146799923e-78
"MPZL2",3.82765875624848e-82,-4.11629310724186,0.073,0.644,6.63027049757361e-78
"MAP7",6.87766549412716e-82,-1.67292479004054,0.388,0.938,1.19134921689271e-77
"COL18A1",8.30461874776177e-82,-1.76825765784149,0.461,0.925,1.43852605948729e-77
"LRRN4",1.02987151925233e-81,-3.36785299223879,0.103,0.715,1.78394344564888e-77
"CTSB",1.60310587433499e-81,-2.0104609421964,0.436,0.916,2.77689999552307e-77
"RAPGEF5",4.6185383687172e-81,-1.92690725445785,0.512,0.955,8.00023216229194e-77
"SORL1",5.18838420817215e-81,-2.19102987348113,0.267,0.855,8.9873191253958e-77
"CLDN1",5.94779242100701e-81,-1.95718673030978,0.557,0.963,1.03027660316683e-76
"TACSTD2",8.88958861435977e-81,-6.08055474411209,0.009,0.593,1.5398545397794e-76
"CD47",9.36984068619008e-81,-2.07530689880499,0.491,0.92,1.62304380366185e-76
"AKR1B1",3.46305276093045e-80,-2.70126122384765,0.323,0.878,5.99869999248373e-76
"USP53",3.96055109231112e-80,-2.04719721113357,0.58,0.947,6.86046660210132e-76
"FOSL2",5.89601325934074e-79,-1.36913163097137,0.633,0.952,1.021307416783e-74
"ANKS1B",9.8449093930478e-79,3.48266365676306,0.813,0.384,1.70533520506374e-74
"SLC6A20",1.45697771733226e-78,-6.48108189294057,0.008,0.561,2.52377680196294e-74
"ERC2",1.5158327806578e-78,-3.33046840945615,0.16,0.735,2.62572554265545e-74
"LYN",2.01682107860051e-78,-2.25410665438476,0.403,0.88,3.4935374723518e-74
"MSR1",2.65356662069319e-78,6.56649157538086,0.547,0.064,4.59650810036475e-74
"NCEH1",3.34722590938789e-78,-1.9557445897133,0.605,0.963,5.79806472024171e-74
"RETREG1",3.68121884312416e-78,-1.49372664597208,0.456,0.96,6.37660728005967e-74
"KIAA0040",4.36827614256195e-78,-3.71610739668888,0.067,0.644,7.56672793414581e-74
"SORT1",6.79723281052469e-78,-2.33505454927765,0.289,0.882,1.17741666743909e-73
"CD109",9.36137166899627e-78,3.1637505999143,0.797,0.45,1.62157680050353e-73
"WDR1",3.63065420364718e-77,-1.41891089040857,0.655,0.97,6.28901921155764e-73
"RYR2",4.88864205418141e-77,7.0667235848063,0.597,0.062,8.46810576625304e-73
"CD9",1.78943969506754e-76,-1.77336615685111,0.381,0.929,3.09966743979599e-72
"PTAFR",2.42820006816758e-76,-3.17658904179933,0.066,0.641,4.20612815807989e-72
"AFAP1L2",2.64387414051011e-76,-3.83148449605526,0.06,0.64,4.57971878619162e-72
"ARHGAP8",3.17196673035486e-76,-1.84152548256606,0.204,0.809,5.49448077032068e-72
"SPNS2",5.02392071704821e-76,-2.86109448349922,0.177,0.769,8.70243546607091e-72
"CXCL1",6.34996704243686e-76,-2.28310489224484,0.268,0.824,1.09994129109091e-71
"VEGFC",7.15613803417946e-76,7.05456554196641,0.512,0.021,1.23958623028057e-71
"ARHGAP26",8.13866874274177e-76,-1.32863175514557,0.839,0.986,1.40978019961773e-71
"NCALD",1.11466988539186e-75,-2.70123352578824,0.36,0.881,1.93083117547577e-71
"GALNT6",3.27952293515195e-75,-5.74752678548813,0.011,0.543,5.6807896282702e-71
"TRIM55",4.42735754361908e-75,-2.60844004448491,0.349,0.906,7.66906873705698e-71
"JAKMIP2",5.13636619019882e-75,6.90456627510724,0.542,0.014,8.8972135146624e-71
"KCNQ1",5.14266653934039e-75,-2.50479046909935,0.24,0.754,8.90812697944543e-71
"EZR",9.07679665370708e-75,-1.36470132060083,0.845,0.994,1.57228271635514e-70
"PTCHD4",9.43709653385643e-75,3.34048296403693,0.781,0.384,1.63469386159461e-70
"WARS1",1.72004899191078e-74,-2.06100693462534,0.288,0.808,2.97946886378785e-70
"ICA1",2.04264063609174e-74,-3.01602367495901,0.133,0.765,3.53826210983811e-70
"CFLAR",2.16701087606187e-74,-1.35973933910532,0.765,0.984,3.75369623951436e-70
"MT-CO1",2.20760866900028e-74,-1.17637756494481,0.957,0.996,3.82401973644228e-70
"MTCP1",3.61131863854639e-74,7.38124285535863,0.615,0.075,6.25552614569005e-70
"RGL3",3.61921551459108e-74,-2.89745392194524,0.069,0.619,6.26920511437466e-70
"DGKH",6.56872734234124e-74,-1.29140365277098,0.617,0.967,1.13783495024035e-69
"JMY",9.0123414938576e-74,-2.94549210216124,0.197,0.752,1.56111779356601e-69
"STC2",2.25362993382595e-73,4.57251046561,0.635,0.118,3.90373777137331e-69
"EMX2",2.60868027283183e-73,-2.62969559275448,0.066,0.664,4.51875596859929e-69
"ADGRB3",2.62345549739516e-73,8.05759020739583,0.546,0.022,4.5443496125879e-69
"SAMD12",2.94303181061754e-73,-1.72164163778432,0.57,0.965,5.0979197023517e-69
"TNF",3.73381220434853e-73,-6.87416873876576,0.009,0.495,6.46770950037252e-69
"PMP22",7.64649490973397e-73,5.04292180200973,0.578,0.068,1.32452584826412e-68
"VCL",9.2472303603906e-73,-1.63140576997047,0.789,0.994,1.60180524302686e-68
"LAMB3",1.46860853225631e-72,-2.73270428159916,0.335,0.877,2.54392369957438e-68
"NTNG1",1.65262270819119e-72,-2.11235211254321,0.357,0.882,2.86267305512878e-68
"SGK1",1.90671496330839e-72,-2.54219325228993,0.17,0.691,3.3028116594428e-68
"PPP1R13B",2.47596355713935e-72,-1.89449958762962,0.303,0.826,4.28886407367678e-68
"MUC1",2.7811455610741e-72,-2.6208148794317,0.197,0.725,4.81750034089256e-68
"PLXNB2",2.84732384182616e-72,-1.41653108254567,0.61,0.952,4.93213435881128e-68
"LARGE1",2.98785490205574e-72,-1.61863299896881,0.453,0.933,5.17556226134096e-68
"SMARCC1",3.32888648618736e-72,-1.228203004008,0.726,0.981,5.76629717137374e-68
"SAMD4A",3.39869117028961e-72,-1.37761521051058,0.839,0.979,5.88721284517567e-68
"HOXD10",7.38970363286661e-72,-3.02708525829398,0.088,0.62,1.28004446328515e-67
"FRK",8.24542131363342e-72,-2.10800810168132,0.379,0.894,1.42827187994758e-67
"SIK3",1.13607304620006e-71,-1.55769796172169,0.773,0.967,1.96790573062774e-67
"KCNT2",1.17481841808628e-71,5.06909549372955,0.592,0.068,2.03502046380905e-67
"F2RL1",1.25231967035924e-71,-2.80320926796284,0.14,0.685,2.16926813299627e-67
"MAP3K1",1.37585941178435e-71,-1.64246080759798,0.57,0.95,2.38326367309284e-67
"ACTN4",2.12726327042455e-71,-0.98804364530433,0.828,0.989,3.6848454370294e-67
"FHDC1",2.79199172187034e-71,-3.34511337425026,0.092,0.607,4.8362880606238e-67
"CA10",3.40661430438237e-71,-6.32761074077641,0.014,0.515,5.90093729805114e-67
"BICD1",6.08865764322421e-71,1.88046331375314,0.961,0.967,1.0546772769593e-66
"ENOX2",9.86982679584648e-71,-2.0252139361995,0.444,0.887,1.70965139757653e-66
"FAM3C",1.04222748756274e-70,-1.67950839653535,0.594,0.947,1.80534645395619e-66
"TNFAIP2",1.74346928933055e-70,-2.21186744397451,0.415,0.884,3.02003750297837e-66
"HLF",2.04505527319573e-70,-2.87153448411564,0.079,0.658,3.54244474422965e-66
"FBXO32",3.45380076644847e-70,-3.44683960873499,0.109,0.662,5.98267368764205e-66
"MT-ND5",5.1175591968542e-70,-0.964777506545617,0.939,0.996,8.86463604079084e-66
"CD2AP",9.81723173666643e-70,-1.08343644759803,0.819,0.981,1.70054088142536e-65
"PPP1R14C",9.82254349007902e-70,-2.45986780212674,0.226,0.761,1.70146098335149e-65
"NCOA7",1.29809502914256e-69,-1.84708066387513,0.594,0.929,2.24856020948073e-65
"DPYSL3",2.37013645393514e-69,4.00394553751232,0.627,0.13,4.10555036550645e-65
"SYNPO",2.37906631079368e-69,5.45134507098207,0.615,0.115,4.12101866355681e-65
"TNIP1",2.41551341059396e-69,-1.56318937855973,0.684,0.959,4.18415232983086e-65
"CDK14",2.42628810427444e-69,2.65532208139097,0.809,0.468,4.20281625422419e-65
"PLOD2",2.56152979994511e-69,2.16458615512555,0.919,0.891,4.43708191946491e-65
"SPDYA",2.8695244086543e-69,-1.49019348630982,0.605,0.943,4.97059018067097e-65
"TLE1",3.02016258806219e-69,-1.68425835334649,0.467,0.882,5.23152563504133e-65
"CARMIL1",3.75451420516036e-69,-0.984391768033154,0.801,0.976,6.50356950617877e-65
"NOVA1",4.21333424017436e-69,3.87865223071839,0.63,0.097,7.29833757083003e-65
"NALCN",4.62449892024464e-69,5.04904308928757,0.614,0.102,8.01055702964777e-65
"IGF1R",4.89630140027841e-69,-1.37160431921873,0.643,0.975,8.48137328556227e-65
"DMKN",5.14204523729886e-69,-4.71925091894988,0.019,0.531,8.90705076004909e-65
"FBXL7",6.2684971698951e-69,4.95116421656444,0.602,0.123,1.08582907976923e-64
"IGF2R",6.87154857303499e-69,-1.33082541503937,0.692,0.975,1.19028964382112e-64
"ARL17B",7.38879716433693e-69,-2.13885407736087,0.139,0.683,1.27988744480644e-64
"L3MBTL4",7.42812581231492e-69,4.51912914664146,0.537,0.072,1.28669995320919e-64
"TRPS1",1.00543317642007e-68,-1.38450691180511,0.702,0.975,1.74161134819484e-64
"EPHA6",1.89536467357286e-68,4.21519844441291,0.655,0.175,3.28315068756291e-64
"SGMS2",2.13201192656416e-68,-1.82663986914079,0.572,0.931,3.69307105919444e-64
"ME1",3.05397767718998e-68,3.33582929377386,0.825,0.672,5.29010013242849e-64
"HKDC1",3.32334284824228e-68,-1.86061454244224,0.296,0.87,5.75669448172528e-64
"SERPINA1",3.57554648629063e-68,-2.68229271563947,0.083,0.69,6.19356162355262e-64
"NFKB1",3.65846647796592e-68,-1.84425354214876,0.687,0.968,6.33719563313256e-64
"PTGFRN",6.10999001059951e-68,-1.75175349815378,0.286,0.83,1.05837246963605e-63
"GLDC",6.42714313946942e-68,-1.38979291047643,0.372,0.891,1.11330973461889e-63
"CTNNAL1",6.85290323497943e-68,-1.80898525669438,0.489,0.939,1.18705989836314e-63
"DNAH7",8.53830858919132e-68,-1.655795525806,0.482,0.915,1.47900581381972e-63
"STK33",1.16642617956446e-67,-2.61927927984377,0.108,0.604,2.02048342824156e-63
"ESRP1",1.71287243019953e-67,-5.62368840007465,0.008,0.522,2.96703762359162e-63
"SLFN11",1.81760426994886e-67,5.62441310755548,0.5,0.034,3.14845411640541e-63
"DOCK9",2.05696101083576e-67,-1.38910596901884,0.683,0.963,3.5630678629697e-63
"MARVELD2",2.80734286378089e-67,-3.02887562714583,0.098,0.628,4.86287930864125e-63
"GXYLT2",3.3949596510391e-67,4.38965639421716,0.557,0.08,5.88074910752993e-63
"FMN1",3.98867919690093e-67,-1.85073011386931,0.474,0.912,6.90919010487179e-63
"SLPI",4.83045315268108e-67,-5.7443765854118,0.017,0.485,8.36731095107417e-63
"SLMAP",6.25330285652134e-67,-1.19892242928919,0.698,0.976,1.08319712080663e-62
"STS",9.63086796400996e-67,-2.60491379151614,0.18,0.7,1.66825894872581e-62
"KCTD8",1.08787322670959e-66,-3.5683292521219,0.139,0.649,1.88441400330635e-62
"KALRN",1.36573695515835e-66,-2.34946593445324,0.41,0.868,2.3657295537253e-62
"SH3RF3",3.02092549550604e-66,4.1157997105797,0.638,0.155,5.23284714331556e-62
"IGSF3",3.69260090771149e-66,-1.96610114030121,0.192,0.735,6.39632329233784e-62
"PCOLCE2",7.26405342667111e-66,5.02577089777336,0.486,0.037,1.25827933456797e-61
"WNT7A",1.15608048053081e-65,-6.13396765796287,0.007,0.501,2.00256260837546e-61
"SNX9",1.2688147939079e-65,-1.61576364005111,0.749,0.957,2.19784098600727e-61
"SLC17A1",1.57752511222207e-65,-2.69249676626645,0.131,0.657,2.73258899939107e-61
"KLF4",2.35319280037291e-65,-3.41773497526147,0.091,0.6,4.07620056880595e-61
"CDH1",3.83784549279564e-65,-3.76934001882141,0.214,0.713,6.64791596262061e-61
