"","x"
"3985","EBNA1BP2"
"3986","CDC20"
"3987","IPO13"
"3988","ATP6V0B"
"3989","B4GALT2"
"3990","ERI3"
"3991","PTCH2"
"3992","AKR1A1"
"3993","PRDX1"
"3994","PIK3R3"
"3995","TSPAN1"
"3996","BLZF1"
"3997","CCDC181"
"3998","SLC19A2"
"3999","FAAH"
"4000","NSUN4"
"4001","TMED5"
"4002","DR1"
"4003","CNN3"
"4004","PRRC2C"
"4005","F3"
"4006","ABCD3"
"4007","VAMP4"
"4008","DPH5"
"4009","PTBP2"
"4010","TNFSF4"
"4011","PRDX6"
"4012","DARS2"
"4013","IRF6"
"4014","UTP25"
"4015","PLPPR5"
"4016","SERPINC1"
"4017","RCAN3"
"4018","SYF2"
"4019","RSRP1"
"4020","SLC35A3"
"4021","RCOR3"
"4022","STMN1"
"4023","MTFR1L"
"4024","MAN1C1"
"4025","NEK2"
"4026","RPS6KA1"
"4027","DHDDS"
"4028","NENF"
"4029","NSL1"
"4030","PROX1"
"4031","ARID1A"
"4032","CENPF"
"4033","RPA2"
"4034","PPP1R8"
"4035","STX12"
"4036","MTARC2"
"4037","SLC5A9"
"4038","OSBPL9"
"4039","TXNDC12"
"4040","ESYT2"
"4041","POLR1G"
"4042","MESD"
"4043","RCN2"
"4044","CHRNB4"
"4045","MUC5B"
"4046","CTSD"
"4047","COLEC11"
"4048","STAG1"
"4049","STK11"
"4050","KMT2A"
"4051","TREH"
"4052","IFT46"
"4053","SLC8A2"
"4054","KPTN"
"4055","RPS25"
"4056","KIF14"
"4057","TNNT2"
"4058","DDX59"
"4059","CAMSAP2"
"4060","ATF6"
"4061","MREG"
"4062","FASTKD2"
"4063","NRP2"
"4064","CREB1"
"4065","KLF7"
"4066","B4GALT6"
"4067","C1orf54"
"4068","DNAI7"
"4069","IRAG2"
"4070","ATP10B"
"4071","SPCS2"
"4072","USP35"
"4073","ELOVL4"
"4074","FILIP1"
"4075","CASP8AP2"
"4076","HMGN3"
"4077","UBE3D"
"4078","CNR1"
"4079","ANKRD13C"
"4080","SGIP1"
"4081","PHF3"
"4082","ZC2HC1B"
"4083","ADGB"
"4084","PLAGL1"
"4085","FBXO30"
"4086","TNFAIP3"
"4087","AKAP7"
"4088","RAB32"
"4089","ALDH8A1"
"4090","SGK1"
"4091","RNF146"
"4092","CCN2"
"4093","PMFBP1"
"4094","FBXL5"
"4095","MED28"
"4096","SLC16A7"
"4097","RXYLT1"
"4098","ZNF430"
"4099","VAMP8"
"4100","DCLRE1B"
"4101","MYL12B"
"4102","FOXO3"
"4103","ARMC2"
"4104","RPN2"
"4105","TGIF2"
"4106","PKD2"
"4107","ABCG2"
"4108","SPP1"
"4109","STBD1"
"4110","CCNI"
"4111","RARRES1"
"4112","MFSD1"
"4113","RAB3GAP2"
"4114","EEF2KMT"
"4115","PPL"
"4116","UBN1"
"4117","KLF12"
"4118","UCHL3"
"4119","PCDH17"
"4120","HS1BP3"
"4121","LDAH"
"4122","WDR35"
"4123","CCND2"
"4124","ELL2"
"4125","DNAH7"
"4126","CYP20A1"
"4127","NDUFB3"
"4128","GTF3C3"
"4129","SATB2"
"4130","UBE2B"
"4131","TRPM6"
"4132","GDA"
"4133","KLF9"
"4134","TJP2"
"4135","ITGB1BP1"
"4136","CPSF3"
"4137","PIGZ"
"4138","SENP5"
"4139","CCDC92"
"4140","C1orf198"
"4141","HEATR1"
"4142","PTBP3"
"4143","RAD23B"
"4144","FKBP15"
"4145","CTNNAL1"
"4146","ABITRAM"
"4147","DYNC2I2"
"4148","SET"
"4149","PTPA"
"4150","GLE1"
"4151","RAB14"
"4152","CNTRL"
"4153","TRIM32"
"4154","FBXW2"
"4155","PHF19"
"4156","NEK6"
"4157","BSPRY"
"4158","PPP6C"
"4159","NDUFA8"
"4160","HDHD3"
"4161","RBM18"
"4162","HSDL2"
"4163","MAPKAP1"
"4164","NR4A3"
"4165","INVS"
"4166","GALNT12"
"4167","DENND1A"
"4168","ALG2"
"4169","KDSR"
"4170","VPS4B"
"4171","ONECUT2"
"4172","C19orf25"
"4173","ZBTB45"
"4174","YLPM1"
"4175","DCAF4"
"4176","FCF1"
"4177","PGF"
"4178","IFI27L2"
"4179","BBOF1"
"4180","NEK9"
"4181","ACYP1"
"4182","IFT43"
"4183","NPC2"
"4184","DNAL1"
"4185","IRF2BPL"
"4186","ACOT2"
"4187","LTBP2"
"4188","AREL1"
"4189","MLH3"
"4190","TTLL5"
"4191","FLVCR2"
"4192","ABCD4"
"4193","DLST"
"4194","PPP4R4"
"4195","TGFB3"
"4196","ZC2HC1C"
"4197","SLIRP"
"4198","RBM25"
"4199","ALDH6A1"
"4200","GPR68"
"4201","ESRRB"
"4202","EIF2B2"
"4203","NRDE2"
"4204","COQ6"
"4205","ZNF410"
"4206","RHOQ"
"4207","GPR75"
"4208","SUPT7L"
"4209","KLHL29"
"4210","DNMT3A"
"4211","TMEM214"
"4212","ATAD2B"
"4213","FKBP1B"
"4214","ATL2"
"4215","YPEL5"
"4216","FAM98A"
"4217","YIPF4"
"4218","AFTPH"
"4219","LGALSL"
"4220","CNRIP1"
"4221","BCL11A"
"4222","CRIPT"
"4223","EPCAM"
"4224","SLC17A5"
"4225","OGFRL1"
"4226","SLF2"
"4227","IDE"
"4228","IFIT3"
"4229","IFIT2"
"4230","GPAM"
"4231","CUTC"
"4232","PPP1R3C"
"4233","PYROXD2"
"4234","CNNM1"
"4235","MXI1"
"4236","SMNDC1"
"4237","C10orf88"
"4238","HELLS"
"4239","TCTN3"
"4240","DENND10"
"4241","AVPI1"
"4242","WDR11"
"4243","ARMH3"
"4244","KCNIP2"
"4245","CFAP58"
"4246","GOT1"
"4247","GNA13"
"4248","HOXB8"
"4249","KANSL1"
"4250","HOXB5"
"4251","HOXB3"
"4252","DUSP1"
"4253","PANK3"
"4254","TEK"
"4255","RCL1"
"4256","CAAP1"
"4257","MOB3B"
"4258","INSL6"
"4259","MLANA"
"4260","CD274"
"4261","NUP43"
"4262","MTHFD1L"
"4263","LRP11"
"4264","CCDC170"
"4265","PCMT1"
"4266","PLEKHG1"
"4267","CYSTM1"
"4268","WDR55"
"4269","ARAP3"
"4270","SLC25A2"
"4271","MRPS14"
"4272","CENPL"
"4273","SEC16B"
"4274","GORAB"
"4275","ACAT2"
"4276","TCP1"
"4277","SNX19"
"4278","MSANTD2"
"4279","PDZD11"
"4280","SLC10A7"
"4281","NUDCD1"
"4282","ENY2"
"4283","MASTL"
"4284","KIAA1217"
"4285","PLXDC2"
"4286","EPC1"
"4287","CCDC77"
"4288","TAF12"
"4289","ENOX1"
"4290","TNFSF11"
"4291","MTRF1"
"4292","SOHLH2"
"4293","DNAJC15"
"4294","PROSER1"
"4295","UFM1"
"4296","WBP4"
"4297","ELF1"
"4298","SMAD9"
"4299","HSPH1"
"4300","KBTBD7"
"4301","ALG5"
"4302","EXOSC8"
"4303","ETF1"
"4304","TGFBI"
"4305","FAM53C"
"4306","SIL1"
"4307","PAIP2"
"4308","MYOT"
"4309","KDM3B"
"4310","EGR1"
"4311","SERP1"
"4312","PLS1"
"4313","ZFP30"
"4314","NR2C1"
"4315","UTP20"
"4316","TMPO"
"4317","ARL1"
"4318","GLT8D2"
"4319","MTERF2"
"4320","SOCS2"
"4321","NFYB"
"4322","WASHC3"
"4323","APAF1"
"4324","DUSP4"
"4325","CLU"
"4326","TNFRSF10B"
"4327","SORBS3"
"4328","PTK2B"
"4329","PPP3CC"
"4330","PDLIM2"
"4331","EPHX2"
"4332","RNF170"
"4333","UBIAD1"
"4334","TARDBP"
"4335","ZNF706"
"4336","LYPLA1"
"4337","CRISPLD1"
"4338","COPS5"
"4339","RDH10"
"4340","AKAP1"
"4341","COIL"
"4342","TRIM25"
"4343","SCPEP1"
"4344","SPOP"
"4345","TBX2"
"4346","SLC35B1"
"4347","TEX14"
"4348","FAM117A"
"4349","NCAPH"
"4350","LRAT"
"4351","TMEM131L"
"4352","MND1"
"4353","TRIM6"
"4354","ABCC11"
"4355","TENT4B"
"4356","ADCY7"
"4357","CEP89"
"4358","TSHZ3"
"4359","ECHDC2"
"4360","PLBD1"
"4361","TAS2R10"
"4362","PRB2"
"4363","PYROXD1"
"4364","BCL2L14"
"4365","PSPC1"
"4366","ZNF549"
"4367","A1BG"
"4368","ZSCAN18"
"4369","ZNF211"
"4370","PDZRN3"
"4371","LHX4"
"4372","RNF2"
"4373","TRMT1L"
"4374","SEC22A"
"4375","POPDC2"
"4376","B4GALT4"
"4377","NAA50"
"4378","KIF18A"
"4379","GJA8"
"4380","DESI2"
"4381","MAPK8IP1"
"4382","CRY2"
"4383","PEX16"
"4384","DEPDC7"
"4385","CAT"
"4386","PILRB"
"4387","ZMYM2"
"4388","GJA3"
"4389","TBC1D15"
"4390","ADGRB2"
"4391","ZCCHC17"
"4392","FABP3"
"4393","KHDRBS1"
"4394","TMEM39B"
"4395","POLR3GL"
"4396","TNFSF10"
"4397","ZNF639"
"4398","PIK3CA"
"4399","PDS5A"
"4400","TMEM156"
"4401","LIAS"
"4402","CPXM2"
"4403","TMEM54"
"4404","ZSCAN20"
"4405","CSMD2"
"4406","HPCA"
"4407","LRIF1"
"4408","CLCC1"
"4409","GPSM2"
"4410","GTDC1"
"4411","CXCR4"
"4412","ZRANB3"
"4413","ACVR2A"
"4414","POLK"
"4415","SV2C"
"4416","RPL21"
"4417","MTIF3"
"4418","GTF3A"
"4419","RASL11A"
"4420","UBL3"
"4421","FYTTD1"
"4422","MTERF4"
"4423","OCRL"
"4424","MRPS2"
"4425","FMOD"
"4426","KIAA1191"
"4427","COPA"
"4428","HS3ST2"
"4429","RBBP6"
"4430","ZC3H7A"
"4431","SERAC1"
"4432","ANXA11"
"4433","SHLD2"
"4434","PRXL2A"
"4435","ZNF205"
"4436","NAA60"
"4437","RPL5"
"4438","ODF2L"
"4439","PTGFR"
"4440","SPATA1"
"4441","TRMT13"
"4442","LRRC39"
"4443","RWDD3"
"4444","ZNF644"
"4445","CCDC18"
"4446","RPAP2"
"4447","SLC66A2"
"4448","BBS9"
"4449","PMS2"
"4450","ZMIZ2"
"4451","SEPTIN7"
"4452","EEPD1"
"4453","KLHL7"
"4454","HERPUD2"
"4455","CBX3"
"4456","HNRNPA2B1"
"4457","WIPF3"
"4458","HYCC1"
"4459","HOXA7"
"4460","INHBA"
"4461","FKBP9"
"4462","NT5C3A"
"4463","ARL4A"
"4464","CCZ1"
"4465","POLM"
"4466","MRM2"
"4467","SMU1"
"4468","GLIPR2"
"4469","SLC25A51"
"4470","CLTA"
"4471","RECK"
"4472","ACO1"
"4473","DNAI1"
"4474","DCAF10"
"4475","KIAA1549"
"4476","TRIM24"
"4477","CYREN"
"4478","CALD1"
"4479","AKR1D1"
"4480","PLAU"
"4481","CHST3"
"4482","BICC1"
"4483","CISD1"
"4484","EGR2"
"4485","ECD"
"4486","P4HA1"
"4487","SLC25A16"
"4488","ZWINT"
"4489","VPS26A"
"4490","RBM19"
"4491","CIT"
"4492","IFT81"
"4493","ACADS"
"4494","HVCN1"
"4495","DDX54"
"4496","MED13L"
"4497","CDKN2C"
"4498","RNF11"
"4499","RASSF8"
"4500","BHLHE41"
"4501","SSPN"
"4502","ITPR2"
"4503","CCDC91"
"4504","NECAB1"
"4505","WWP1"
"4506","ACOT9"
"4507","PRDX4"
"4508","DDX39A"
"4509","PKN1"
"4510","TRIR"
"4511","ADGRE5"
"4512","WDR83"
"4513","GIPC1"
"4514","SPRYD7"
"4515","EBPL"
"4516","ATP7B"
"4517","ZC3H13"
"4518","NLN"
"4519","CENPK"
"4520","OPTN"
"4521","ITIH5"
"4522","ATF1"
"4523","TSFM"
"4524","ARHGAP9"
"4525","MMP19"
"4526","PFDN5"
"4527","SPATS2"
"4528","ORMDL2"
"4529","NR4A1"
"4530","PDE1B"
"4531","CDK2"
"4532","LRP1"
"4533","HOXC11"
"4534","ATG101"
"4535","IKZF4"
"4536","SMUG1"
"4537","TUBA1B"
"4538","EEF1AKMT3"
"4539","KBTBD4"
"4540","SARDH"
"4541","ATPAF1"
"4542","STIL"
"4543","HJURP"
"4544","IL13RA2"
"4545","COL10A1"
"4546","AMD1"
"4547","NDUFAF4"
"4548","USP45"
"4549","MORF4L2"
"4550","RAB9B"
"4551","NRK"
"4552","FAM199X"
"4553","RAB9A"
"4554","METTL8"
"4555","TTC21B"
"4556","NMI"
"4557","TNFAIP6"
"4558","ACVR1C"
"4559","BAZ2B"
"4560","SLC36A1"
"4561","LPGAT1"
"4562","BATF3"
"4563","G0S2"
"4564","KCNJ2"
"4565","RAP2C"
"4566","EXOSC9"
"4567","PLA2G12A"
"4568","B9D2"
"4569","COQ8B"
"4570","PFKFB2"
"4571","C4BPA"
"4572","RAB38"
"4573","GPR83"
"4574","AGO2"
"4575","MXD4"
"4576","CKS2"
"4577","DAW1"
"4578","ACSL3"
"4579","CHPF"
"4580","DNPEP"
"4581","INHA"
"4582","MOGAT1"
"4583","OBSL1"
"4584","SLC12A4"
"4585","ENKD1"
"4586","GCNT7"
"4587","FAM210B"
"4588","PI3"
"4589","FAM209A"
"4590","SNX21"
"4591","SLPI"
"4592","WFDC3"
"4593","TTPAL"
"4594","PREX1"
"4595","KCNS1"
"4596","ARHGAP40"
"4597","SDC4"
"4598","NCOA3"
"4599","PIGT"
"4600","MATN4"
"4601","NCOA5"
"4602","VAPB"
"4603","PARD6B"
"4604","ATP5F1E"
"4605","CHD6"
"4606","PLCG1"
"4607","SRSF6"
"4608","ARFGEF2"
"4609","ZNFX1"
"4610","CSE1L"
"4611","RAB22A"
"4612","PTGIS"
"4613","STAU1"
"4614","CDH26"
"4615","MOCS3"
"4616","STX16"
"4617","PMEPA1"
"4618","RNF114"
"4619","DDX27"
"4620","BCAS4"
"4621","TP53TG5"
"4622","MTRR"
"4623","FASTKD3"
"4624","PEPD"
"4625","IQSEC2"
"4626","VAMP7"
"4627","IL9R"
"4628","XG"
"4629","STAMBP"
"4630","NAGK"
"4631","MCEE"
"4632","PAIP2B"
"4633","SNRNP27"
"4634","MPHOSPH10"
"4635","ATP8A1"
"4636","USP22"
"4637","POF1B"
"4638","ZNF576"
"4639","ZNF45"
"4640","USP9X"
"4641","TRERF1"
"4642","BTN2A2"
"4643","SIRT5"
"4644","MRS2"
"4645","WRNIP1"
"4646","RRP36"
"4647","SNRPC"
"4648","SLC17A3"
"4649","SLC17A1"
"4650","SERPINB6"
"4651","XPO5"
"4652","ABCC10"
"4653","H1-3"
"4654","PEX6"
"4655","NQO2"
"4656","OARD1"
"4657","UNC5CL"
"4658","AARS2"
"4659","H1-1"
"4660","ZNF391"
"4661","RPS10"
"4662","MOCS1"
"4663","H2BC11"
"4664","MED20"
"4665","TBCC"
"4666","MAD2L1BP"
"4667","KLHDC3"
"4668","GNMT"
"4669","DNAH8"
"4670","MEA1"
"4671","KLHL31"
"4672","COL21A1"
"4673","CDKN1A"
"4674","SOX4"
"4675","GLO1"
"4676","CPNE5"
"4677","RREB1"
"4678","SSR1"
"4679","RIOK1"
"4680","NRN1"
"4681","SLC35B3"
"4682","RPP40"
"4683","ATXN1"
"4684","NUP153"
"4685","DEK"
"4686","EEF1E1"
"4687","RUNX2"
"4688","OPN5"
"4689","LRRFIP1"
"4690","RAB17"
"4691","CXCL6"
"4692","EREG"
"4693","MYRF"
"4694","AHNAK"
"4695","EMC3"
"4696","SSUH2"
"4697","SH3TC1"
"4698","CNOT1"
"4699","BBS2"
"4700","MT2A"
"4701","PHAF1"
"4702","GOT2"
"4703","DOK4"
"4704","GPR18"
"4705","CLYBL"
"4706","TMTC4"
"4707","RAP2A"
"4708","SLC10A2"
"4709","ABCC4"
"4710","EFNB2"
"4711","TM9SF2"
"4712","HROB"
"4713","KIF25"
"4714","IRF1"
"4715","UPF3B"
"4716","RNF113A"
"4717","SEPTIN6"
"4718","TMEM255A"
"4719","NDUFA1"
"4720","DMAC2L"
"4721","BMP4"
"4722","PTGER2"
"4723","FAM193A"
"4724","GRK4"
"4725","SOX9"
"4726","TEKT3"
"4727","HS3ST3B1"
"4728","SLC25A35"
"4729","MRPS7"
"4730","GGA3"
"4731","ARMC7"
"4732","NUP85"
"4733","SLC25A19"
"4734","MIF4GD"
"4735","NT5C"
"4736","MSTO1"
"4737","TTF1"
"4738","GTF3C4"
"4739","DDX31"
"4740","PPP1R12C"
"4741","MBOAT7"
"4742","SLC2A4RG"
"4743","PPDPF"
"4744","IL1B"
"4745","PLGLB2"
"4746","CHCHD5"
"4747","PAX8"
"4748","INSIG2"
"4749","POLR1B"
"4750","CCDC93"
"4751","PSD4"
"4752","SLC25A23"
"4753","PSPN"
"4754","GTF2F1"
"4755","ALKBH7"
"4756","CLPP"
"4757","TNFSF9"
"4758","GRIA3"
"4759","THOC2"
"4760","MED1"
"4761","RPL23"
"4762","ATG4C"
"4763","CD70"
"4764","C3"
"4765","SH2D3A"
"4766","TRIP10"
"4767","GPR108"
"4768","TNFSF14"
"4769","FOSB"
"4770","OPA3"
"4771","SNRPD2"
"4772","RTN2"
"4773","EML2"
"4774","VASP"
"4775","SYMPK"
"4776","GPCPD1"
"4777","SDCBP2"
"4778","PANK2"
"4779","FOXA2"
"4780","GZF1"
"4781","NAPB"
"4782","CENPB"
"4783","PSMF1"
"4784","DTD1"
"4785","RBCK1"
"4786","TMX4"
"4787","STK35"
"4788","SNRPB"
"4789","NRSN2"
"4790","AP5S1"
"4791","RRBP1"
"4792","BMP2"
"4793","ZNF133"
"4794","FLRT3"
"4795","OVOL2"
"4796","MKKS"
"4797","BFSP1"
"4798","DSTN"
"4799","LAMP5"
"4800","SNRPB2"
"4801","MGME1"
"4802","LRRN4"
"4803","TBC1D20"
"4804","ITPA"
"4805","MCM8"
"4806","BANF2"
"4807","TMEM74B"
"4808","FAM110A"
"4809","SIRPD"
"4810","MRPS26"
"4811","NCLN"
"4812","HNRNPR"
"4813","ZNF436"
"4814","MAX"
"4815","ARMCX5"
"4816","GDF5"
"4817","MMP24"
"4818","NECAB3"
"4819","ID1"
"4820","RALY"
"4821","DYNLRB1"
"4822","EIF2S2"
"4823","ERGIC3"
"4824","ROMO1"
"4825","CEP250"
"4826","PLAGL2"
"4827","MMP24OS"
"4828","GRPR"
"4829","KDM5C"
"4830","AMOT"
"4831","TMEM115"
"4832","PSMB2"
"4833","AGO3"
"4834","UROD"
"4835","ST3GAL3"
"4836","TMEM53"
"4837","HECTD3"
"4838","KLC1"
"4839","XRCC3"
"4840","TUBGCP3"
"4841","MCF2L"
"4842","PCID2"
"4843","LRFN3"
"4844","IGFLR1"
"4845","CAPNS1"
"4846","PDCD2L"
"4847","RBM42"
"4848","UBA2"
"4849","COX6B1"
"4850","THRA"
"4851","NR1D1"
"4852","FRMD8"
"4853","PRDX5"
"4854","BCL2L12"
"4855","IRF3"
"4856","PRMT1"
"4857","RRAS"
"4858","PRRG2"
"4859","SCAF1"
"4860","PRR12"
"4861","FLRT1"
"4862","ASL"
"4863","SBDS"
"4864","STAT5A"
"4865","WNK4"
"4866","BECN1"
"4867","PRKCG"
"4868","TRAP1"
"4869","GLIS2"
"4870","NSRP1"
"4871","DNAJC8"
"4872","AHDC1"
"4873","IFI6"
"4874","DACH2"
"4875","ZNF384"
"4876","EMG1"
"4877","UXT"
"4878","CFP"
"4879","ELK1"
"4880","TIMM17B"
"4881","PCNX4"
"4882","ATG14"
"4883","KTN1"
"4884","SIX1"
"4885","RHOJ"
"4886","DLGAP5"
"4887","L3HYPDH"
"4888","HSPA2"
"4889","ZBTB1"
"4890","TRMT5"
"4891","SGPP1"
"4892","PLEKHG3"
"4893","RHOT1"
"4894","EVI2A"
"4895","OMG"
"4896","DYNC2I1"
"4897","AIF1L"
"4898","NUP214"
"4899","SLC10A3"
"4900","MAP2K2"
"4901","HNRNPH2"
"4902","ARMCX1"
"4903","TIMM8A"
"4904","ZC4H2"
"4905","CANX"
"4906","INTS11"
"4907","IPPK"
"4908","ZNF484"
"4909","OMD"
"4910","HIVEP3"
"4911","PPCS"
"4912","EDN2"
"4913","BCL11B"
"4914","COX7C"
"4915","TRAF2"
"4916","ABHD8"
"4917","MASP1"
"4918","ATP13A4"
"4919","PLAAT1"
"4920","HELB"
"4921","RAP1B"
"4922","TSPAN8"
"4923","BEST3"
"4924","RAB3IP"
"4925","PTPRB"
"4926","DYRK2"
"4927","YEATS4"
"4928","TAS2R3"
"4929","TAS2R4"
"4930","TAS2R5"
"4931","LRRC61"
"4932","IDUA"
"4933","FGFRL1"
"4934","TMEM175"
"4935","AUNIP"
"4936","PIN1"
"4937","FBXL12"
"4938","EMC1"
"4939","UBR4"
"4940","HP1BP3"
"4941","SIN3B"
"4942","SLC35E1"
"4943","EPS15L1"
"4944","KLF2"
"4945","UQCR11"
"4946","GFER"
"4947","PKMYT1"
"4948","WDR24"
"4949","FBXL16"
"4950","CHTF18"
"4951","MACF1"
"4952","SMARCA4"
"4953","KDM4B"
"4954","TICAM1"
"4955","METTL25"
"4956","EMC6"
"4957","METTL16"
"4958","TUBA4A"
"4959","VIL1"
"4960","AAMP"
"4961","PNKD"
"4962","TNFRSF19"
"4963","RNF6"
"4964","ECHS1"
"4965","AKAP9"
"4966","GNG11"
"4967","SEM1"
"4968","GNGT1"
"4969","HIP1"
"4970","PTPN12"
"4971","POR"
"4972","FGL2"
"4973","STYXL1"
"4974","STEAP4"
"4975","GNAI1"
"4976","PEX1"
"4977","MTERF1"
"4978","SGCE"
"4979","RBM48"
"4980","CASD1"
"4981","ZNF780B"
"4982","ZFP36"
"4983","SRD5A3"
"4984","PAICS"
"4985","PPAT"
"4986","TUBGCP6"
"4987","ADM2"
"4988","DGCR6L"
"4989","DGCR8"
"4990","ASPHD2"
"4991","SDF2L1"
"4992","GAL3ST1"
"4993","YWHAH"
"4994","RFPL2"
"4995","GNAZ"
"4996","MGAT3"
"4997","ADORA2A"
"4998","ATF4"
"4999","A4GALT"
"5000","CDC42EP1"
"5001","APOL3"
"5002","MCHR1"
"5003","TPST2"
"5004","BAIAP2L2"
"5005","MPST"
"5006","TST"
"5007","APOL2"
"5008","RAC2"
"5009","LIF"
"5010","C22orf23"
"5011","APOBEC3A"
"5012","APOBEC3F"
"5013","RIBC2"
"5014","KRT17"
"5015","EMC4"
"5016","SPECC1"
"5017","CPA4"
"5018","DOCK4"
"5019","POT1"
"5020","ATP6V1F"
"5021","LSM8"
"5022","CDHR3"
"5023","PRKRIP1"
"5024","VGF"
"5025","PODXL"
"5026","FOXP2"
"5027","STRIP2"
"5028","IFT22"
"5029","MKLN1"
"5030","DNAJB9"
"5031","FLNC"
"5032","CALU"
"5033","CCDC136"
"5034","SMO"
"5035","IRF5"
"5036","LRRC17"
"5037","KLHDC10"
"5038","NDUFA5"
"5039","MRPS12"
"5040","MYO1B"
"5041","HOXD1"
"5042","HOXD3"
"5043","MTX2"
"5044","PDE11A"
"5045","CHN1"
"5046","GAD1"
"5047","OSGEPL1"
"5048","ORMDL1"
"5049","HAT1"
"5050","HOXD9"
"5051","HOXD10"
"5052","HERC2"
"5053","SNRPN"
"5054","PSMG2"
"5055","TWSG1"
"5056","ARHGAP22"
"5057","EIF2AK4"
"5058","MYO5C"
"5059","CGNL1"
"5060","TMOD2"
"5061","TTBK2"
"5062","ELL3"
"5063","CCDC32"
"5064","INO80"
"5065","ICE2"
"5066","ALDH1A2"
"5067","MINDY2"
"5068","IVD"
"5069","KNSTRN"
"5070","DUT"
"5071","CHAC1"
"5072","CLN6"
"5073","ARPP19"
"5074","VPS13C"
"5075","CALML4"
"5076","THAP10"
"5077","LOXL1"
"5078","ACKR4"
"5079","ANAPC13"
"5080","MBD4"
"5081","COPB1"
"5082","PSMA1"
"5083","SUMF2"
"5084","PALLD"
"5085","SPCS3"
"5086","BBOX1"
"5087","SERGEF"
"5088","KCNC1"
"5089","TPH1"
"5090","E2F8"
"5091","DCTD"
"5092","SOX15"
"5093","PIMREG"
"5094","RPAIN"
"5095","USP6"
"5096","SHBG"
"5097","PLD2"
"5098","CD68"
"5099","TXNDC17"
"5100","FXR2"
"5101","KIF1C"
"5102","MPDU1"
"5103","PHF20L1"
"5104","DNAAF11"
"5105","CCNT1"
"5106","PUS7L"
"5107","KRI1"
"5108","ILF3"
"5109","SLC44A2"
"5110","AP1M2"
"5111","CDKN2D"
"5112","MTUS1"
"5113","NGDN"
"5114","RIPK3"
"5115","RAB2B"
"5116","BCL2L2"
"5117","AJUBA"
"5118","DTD2"
"5119","PARP2"
"5120","HEATR5A"
"5121","FOXA1"
"5122","SNX6"
"5123","EAPP"
"5124","EGLN3"
"5125","MIS18BP1"
"5126","NRL"
"5127","NEDD8"
"5128","DAD1"
"5129","TEP1"
"5130","EPB41L4A"
"5131","REEP5"
"5132","ITFG1"
"5133","QRICH2"
"5134","FOXJ1"
"5135","SEC14L1"
"5136","RHBDF2"
"5137","AANAT"
"5138","ARHGEF6"
"5139","MAP7D3"
"5140","FGF13"
"5141","ASH2L"
"5142","TTI2"
"5143","CHRNA10"
"5144","CDKN1C"
"5145","SGO1"
"5146","KLF16"
"5147","PGAP6"
"5148","DOHH"
"5149","MAU2"
"5150","SHC2"
"5151","PLPPR3"
"5152","ABHD17A"
"5153","SYT5"
"5154","GAMT"
"5155","PUDP"
"5156","ERMARD"
"5157","PHF10"
"5158","GALNT8"
"5159","KCNA5"
"5160","CRACR2A"
"5161","NXNL2"
"5162","STARD8"
"5163","NALF2"
"5164","SAT1"
"5165","GNL3L"
"5166","SH3BP4"
"5167","MOSPD2"
"5168","DOCK6"
"5169","ECSIT"
"5170","LDLR"
"5171","ELOF1"
"5172","TSPAN16"
"5173","PRKCSH"
"5174","CNN1"
"5175","CDC16"
"5176","THEM6"
"5177","NECTIN2"
"5178","TOMM40"
"5179","GADD45G"
"5180","LRCH2"
"5181","DPP6"
"5182","XPO7"
"5183","ACE2"
"5184","FAM98C"
"5185","SAFB2"
"5186","RPL36"
"5187","ATP8B3"
"5188","GTPBP3"
"5189","BST2"
"5190","SLC27A1"
"5191","NSUN5"
"5192","USHBP1"
"5193","COLGALT1"
"5194","DDA1"
"5195","MRPL34"
"5196","PGLS"
"5197","LSM7"
"5198","TULP4"
"5199","SNX9"
"5200","RTN4IP1"
"5201","QRSL1"
"5202","MTRES1"
"5203","RSPH3"
"5204","ACSBG2"
"5205","MLLT1"
"5206","AFDN"
"5207","ACTN4"
"5208","STK33"
"5209","NDUFA10"
"5210","EPO"
"5211","ARPC1B"
"5212","CACNG6"
"5213","ZSWIM6"
"5214","FCHO1"
"5215","UNC13A"
"5216","MAP1S"
"5217","PXDN"
"5218","SSBP4"
"5219","GDF15"
"5220","PGPEP1"
"5221","IQCN"
"5222","LSM4"
"5223","JUND"
"5224","TRPM4"
"5225","SULT4A1"
"5226","ZNF557"
"5227","CRB3"
"5228","CAMSAP1"
"5229","UBAC1"
"5230","ZBTB46"
"5231","HELZ2"
"5232","SAMD10"
"5233","COL5A1"
"5234","ATXN10"
"5235","TUBGCP2"
"5236","CYP2E1"
"5237","PNPLA7"
"5238","PAK4"
"5239","MNX1"
"5240","ZNF337"
"5241","CEP85"
"5242","TAF4"
"5243","LAMA5"
"5244","OSBPL2"
"5245","ADRM1"
"5246","ASS1"
"5247","EXOSC2"
"5248","POMT1"
"5249","UCK1"
"5250","FIBCD1"
"5251","CHMP2A"
"5252","UBE2M"
"5253","TRIM28"
"5254","METTL26"
"5255","YIPF2"
"5256","ATG4D"
"5257","EIF2S3"
"5258","TMEM160"
"5259","ZC3H4"
"5260","NPAS1"
"5261","MAP3K10"
"5262","ARHGEF16"
"5263","LRRC47"
"5264","SESN2"
"5265","SMPDL3B"
"5266","ATP5IF1"
"5267","MED18"
"5268","THEMIS2"
"5269","CLIP1"
"5270","CCDC62"
