"","x"
"13776","IQCJ"
"13777","C17orf67"
"13778","FIS1"
"13779","ANG"
"13780","SCART1"
"13781","SPDYE3"
"13782","MBLAC1"
"13783","NEURL1B"
"13784","HAUS3"
"13785","VSTM5"
"13786","BBIP1"
"13787","AS3MT"
"13788","PLIN5"
"13789","SEC14L6"
"13790","SPINK13"
"13791","HIGD1C"
"13792","PPME1"
"13793","STARD10"
"13794","ZC3H11C"
"13795","NUTM2D"
"13796","CPEB1"
"13797","EML6"
"13798","ZNF727"
"13799","B3GALT9"
"13800","ZSWIM8"
"13801","ARHGEF33"
"13802","IFRD2"
"13803","CAPN14"
"13804","ZBED1"
"13805","HNRNPUL2"
"13806","CSKMT"
"13807","FER1L6"
"13808","MTCP1"
"13809","NPIPA8"
"13810","ZSWIM7"
"13811","ARHGEF28"
"13812","LRRC69"
"13813","CRPPA"
"13814","RTL10"
"13815","COL28A1"
"13816","PHB2"
"13817","NEURL4"
"13818","GRID2IP"
"13819","UBXN2B"
"13820","ZNG1F"
"13821","MSMP"
"13822","PEX26"
"13823","FASTKD5"
"13824","GOLGA8B"
"13825","GAGE10"
"13826","DDX3X"
"13827","VPS16"
"13828","MYL5"
"13829","ZNF407"
"13830","NPEPL1"
"13831","EFCAB8"
"13832","RSC1A1"
"13833","TMEM242"
"13834","TMEM167B"
"13835","FAM72D"
"13836","TNFRSF25"
"13837","TSTD1"
"13838","CYB5RL"
"13839","C1orf167"
"13840","TTC34"
"13841","ATAD3C"
"13842","IFI30"
"13843","IGSF23"
"13844","CCDC7"
"13845","FNIP1"
"13846","CKLF"
"13847","PAM16"
"13848","TENM3"
"13849","CEBPZOS"
"13850","ZNF579"
"13851","RNASEK"
"13852","NBPF1"
"13853","UMAD1"
"13854","PPP1R3G"
"13855","FAM228B"
"13856","ZGLP1"
"13857","VAMP2"
"13858","C6orf226"
"13859","PPP3R1"
"13860","FANCG"
"13861","AP4M1"
"13862","PLXNA4"
"13863","CEBPD"
"13864","NPTXR"
"13865","FAM200A"
"13866","PPP2R2A"
"13867","ZNF880"
"13868","TRIM16"
"13869","TIGD1"
"13870","XKR9"
"13871","SLC12A8"
"13872","APOL6"
"13873","FADS3"
"13874","CCNL2"
"13875","UBA52"
"13876","MYBPHL"
"13877","PPT2"
"13878","ZNF630"
"13879","BTBD19"
"13880","FAM185A"
"13881","DCDC2B"
"13882","EXOSC6"
"13883","VPS52"
"13884","ZNF844"
"13885","TINCR"
"13886","C1GALT1C1L"
"13887","HLA-DPB1"
"13888","C1QTNF5"
"13889","CPTP"
"13890","PRR29"
"13891","C4B"
"13892","ATXN1L"
"13893","SMIM13"
"13894","HNRNPA1L3"
"13895","NDUFAF8"
"13896","TMEM233"
"13897","PLEKHM1"
"13898","MKRN2OS"
"13899","ZNF469"
"13900","MCRIP1"
"13901","SLC26A6"
"13902","DEFB131B"
"13903","FAM229A"
"13904","ERCC6"
"13905","NOL7"
"13906","PIGBOS1"
"13907","FTCDNL1"
"13908","TEX22"
"13909","TMEM185B"
"13910","HSBP1L1"
"13911","TAS2R46"
"13912","SRRM5"
"13913","ERVMER34-1"
"13914","C14orf132"
"13915","WDR46"
"13916","ZNF717"
"13917","KLLN"
"13918","PARG"
"13919","SCAMP4"
"13920","LTB"
"13921","MRLN"
"13922","MT-ATP8"
"13923","FAM174C"
"13924","OST4"
"13925","C2orf92"
"13926","NUTM2E"
"13927","FNDC10"
"13928","ZNF883"
"13929","PROB1"
"13930","ARL17B"
"13931","DHFR"
"13932","SAPCD1"
"13933","RPL41"
"13934","PATL2"
"13935","ZNF492"
"13936","ZNF688"
"13937","PET100"
"13938","ACBD6"
"13939","SPDYE21"
"13940","ANKRD18B"
"13941","CCDC192"
"13942","YY2"
"13943","HSBP1"
"13944","HLA-DPA1"
"13945","RPS18"
"13946","TSPAN19"
"13947","PRH1"
"13948","TAPBP"
"13949","TMEM253"
"13950","TMA7"
"13951","MCTS1"
"13952","SMIM26"
"13953","AJM1"
"13954","KANTR"
"13955","HLA-DQB2"
"13956","GOLGA8N"
"13957","TNF"
"13958","PET117"
"13959","LYRM9"
"13960","GPX1"
"13961","BTBD18"
"13962","TMEM238"
"13963","TWIST2"
"13964","H2BC15"
"13965","RPS28"
"13966","TRIM26"
"13967","ZNF879"
"13968","ZNF736"
"13969","PINLYP"
"13970","FAM133B"
"13971","MCIDAS"
"13972","JRK"
"13973","NPIPB2"
"13974","HLA-B"
"13975","IQCM"
"13976","BRD3OS"
"13977","ZSCAN31"
"13978","C12orf75"
"13979","SMIM1"
"13980","HGH1"
"13981","PPP1R3E"
"13982","RAMACL"
"13983","SMIM27"
"13984","NFAM1"
"13985","KIAA0040"
"13986","B3GALT4"
"13987","ZBTB22"
"13988","ZBED5"
"13989","CCDC200"
"13990","UBE2L5"
"13991","ZNF853"
"13992","ARHGEF38"
"13993","C4orf51"
"13994","B3GNT9"
"13995","CDKN2AIPNL"
"13996","ZNF737"
"13997","RGL2"
"13998","C10orf143"
"13999","SHISA9"
"14000","KIFC1"
"14001","C2orf74"
"14002","IRGM"
"14003","FAM200B"
"14004","LRRC37A2"
"14005","TMEM250"
"14006","TXNDC5"
"14007","CASTOR1"
"14008","RNF103"
"14009","RBM14"
"14010","ALKBH6"
"14011","ASB14"
"14012","KLHL41"
"14013","STPG4"
"14014","NME1"
"14015","TNFSF12"
"14016","CDRT4"
"14017","APOBEC3G"
"14018","WBP1"
"14019","MRPS17"
"14020","GET4"
"14021","C1orf226"
"14022","ADSL"
"14023","TEX35"
"14024","AMY2B"
"14025","STRIT1"
"14026","LY6G5B"
"14027","PSMB9"
"14028","COX19"
"14029","ACAD11"
"14030","PPIL3"
"14031","FOXO3B"
"14032","AQP1"
"14033","C1QTNF9"
"14034","ISY1"
"14035","PNMA2"
"14036","LRRD1"
"14037","KRBOX1"
"14038","ARHGEF25"
"14039","PEDS1"
"14040","RDH14"
"14041","PLCXD2"
"14042","MIF"
"14043","NSUN6"
"14044","YAE1"
"14045","CRCP"
"14046","FBXW10B"
"14047","RPL36A"
"14048","PDXP"
"14049","RPP21"
"14050","CD302"
"14051","EGFL8"
"14052","ATP5MF"
"14053","ARHGAP8"
"14054","ARPC4"
"14055","ARPC1A"
"14056","TMEFF1"
"14057","ATP5PO"
"14058","PLEKHO2"
"14059","C8orf58"
"14060","PISD"
"14061","HOGA1"
"14062","PWP2"
"14063","PI4KA"
"14064","HYPK"
"14065","AMACR"
"14066","MTFP1"
"14067","TCP10L"
"14068","ARFGAP3"
"14069","BGLAP"
"14070","C22orf39"
"14071","PEG10"
"14072","EIF6"
"14073","GTF2A1L"
"14074","MRPL20"
"14075","ARPIN"
"14076","HLA-DMB"
"14077","DECR2"
"14078","GNG10"
"14079","CNTF"
"14080","CCDC169"
"14081","RTL5"
"14082","AP5Z1"
"14083","ZNF709"
"14084","EIF4EBP3"
"14085","PSG4"
"14086","MRPL33"
"14087","MICAL3"
"14088","STON1"
"14089","PRAF2"
"14090","VSIG8"
"14091","STMP1"
"14092","KCTD7"
"14093","EFNA4"
"14094","TICAM2"
"14095","NAA80"
"14096","TNFRSF6B"
"14097","IL10RB"
"14098","CFB"
"14099","ZNF487"
"14100","DNAAF10"
"14101","NME2"
"14102","PLA2G4B"
"14103","LEFTY1"
"14104","CFAP57"
"14105","NPIPB5"
"14106","TTC4"
"14107","OR5V1"
"14108","TMEM35B"
"14109","JMJD7"
"14110","APOBEC3D"
"14111","OR2A7"
"14112","MRPS6"
"14113","ZNF512"
"14114","GSTA1"
"14115","ACY1"
"14116","NFS1"
"14117","DDOST"
"14118","TMEM199"
"14119","GSTA2"
"14120","P2RY11"
"14121","TMEM141"
"14122","TMEM225B"
"14123","IFITM10"
"14124","DBNDD2"
"14125","ETV5"
"14126","RBM12"
"14127","ERVFRD-1"
"14128","SCARF2"
"14129","APOBEC3C"
"14130","RAD21L1"
"14131","CCDC13"
"14132","UBE2V1"
"14133","PTCHD4"
"14134","C4A"
"14135","CRYBB2"
"14136","N4BP2L2"
"14137","ZNF585B"
"14138","H2AJ"
"14139","UBAP1L"
"14140","PGAM5"
"14141","ZCCHC3"
"14142","TWF2"
"14143","MARS2"
"14144","USP51"
"14145","BCKDHA"
"14146","CDK11B"
"14147","POU5F2"
"14148","PCP4L1"
"14149","ABHD14A"
"14150","SMIM31"
"14151","FMN1"
"14152","HAUS5"
"14153","TMEM150C"
"14154","NAIP"
"14155","ZNF324B"
"14156","ZNF564"
"14157","FER1L5"
"14158","HS3ST5"
"14159","PDCD6"
"14160","GOLGA8K"
"14161","GBA3"
"14162","TERB1"
"14163","TMEM158"
"14164","YJEFN3"
"14165","TRMT9B"
"14166","ZNF718"
"14167","SMIM20"
"14168","CHCHD10"
"14169","CDK3"
"14170","ATP6V1E2"
"14171","GLI4"
"14172","REELD1"
"14173","SELENOP"
"14174","ZNF674"
"14175","ZNF345"
"14176","ALG1L2"
"14177","SHANK3"
"14178","ZNF550"
"14179","FOXD1"
"14180","OR12D1"
"14181","C8orf88"
"14182","CCDC71L"
"14183","HOXA10"
"14184","SERPINE3"
"14185","TUG1"
"14186","TRNP1"
"14187","SLC10A5"
"14188","EIF5AL1"
"14189","ALG11"
"14190","ATXN7L3B"
"14191","PRKDC"
"14192","CLDN23"
"14193","ZNF260"
"14194","LYN"
"14195","PINX1"
"14196","NPIPB11"
"14197","LRRC24"
"14198","XNDC1N"
"14199","AP5B1"
"14200","CHMP4A"
"14201","PABPC4L"
"14202","CSNK2A3"
"14203","ARMS2"
"14204","FPGT"
"14205","MEX3A"
"14206","EEF1G"
"14207","MPV17L2"
"14208","BORCS8"
"14209","DPP3"
"14210","BRK1"
"14211","CHMP1B"
"14212","EID3"
"14213","HTD2"
"14214","SMIM35"
"14215","EID1"
"14216","EBLN2"
"14217","CARD18"
"14218","NPIPB8"
"14219","POLR2M"
"14220","FDXACB1"
"14221","RAB44"
"14222","TRIL"
"14223","TAS2R20"
"14224","CTSO"
"14225","COA8"
"14226","TRAPPC2B"
"14227","DNAAF4"
"14228","ZNF432"
"14229","TAS2R30"
"14230","ZNF10"
"14231","ZNF486"
"14232","SMIM3"
"14233","HMBS"
"14234","ZNF225"
"14235","TAS2R31"
"14236","POLG2"
"14237","SMIM10L1"
"14238","ZNF350"
"14239","STH"
"14240","ZNF253"
"14241","C17orf100"
"14242","DENND11"
"14243","LSM14A"
"14244","GATC"
"14245","ZBED6"
"14246","MGAM"
"14247","FNTB"
"14248","ZNF878"
"14249","ZNF625"
"14250","GALNT4"
"14251","INAFM1"
"14252","CNPY2"
"14253","MGAM2"
"14254","CUX1"
"14255","TEN1"
"14256","OR9A4"
"14257","MAP1LC3B2"
"14258","CHURC1"
"14259","C17orf49"
"14260","RTEL1"
"14261","ZNF578"
"14262","PDF"
"14263","SPESP1"
"14264","TRIM34"
"14265","RNASE4"
"14266","MC1R"
"14267","CEP95"
"14268","TUBB3"
"14269","TMEM179"
"14270","SMIM6"
"14271","ITGB3"
"14272","INAFM2"
"14273","THTPA"
"14274","MRPL46"
"14275","BLID"
"14276","AQP7B"
"14277","RBM15B"
"14278","HOXB7"
"14279","SPDYE6"
"14280","CCDC187"
"14281","SCX"
"14282","C16orf95"
"14283","ANKRD20A1"
"14284","SERTM2"
"14285","XKR7"
"14286","CCPG1"
"14287","SULT1A3"
"14288","TMEM178B"
"14289","EPPK1"
"14290","ZNF865"
"14291","BOP1"
"14292","GOLGA8T"
"14293","FIGNL2"
"14294","PECAM1"
"14295","GAN"
"14296","PIERCE2"
"14297","GOLGA8H"
"14298","CORO7"
"14299","CCER2"
"14300","SPON1"
"14301","MRPL12"
"14302","CCNQ"
"14303","GTF2I"
"14304","ZNF234"
"14305","SRSF8"
"14306","IKBKE"
"14307","NBPF11"
"14308","RHEX"
"14309","AKR1C8"
"14310","NOTCH2NLA"
"14311","DYNLL2"
"14312","OTUD7B"
"14313","RBM8A"
"14314","TIMM23"
"14315","RNF115"
"14316","RPL17"
"14317","SEC22B"
"14318","FSBP"
"14319","TXNIP"
"14320","SRGAP2"
"14321","BAHCC1"
"14322","RASSF5"
"14323","STRADA"
"14324","NBPF15"
"14325","NCOA4"
"14326","MRPS21"
"14327","MYO15B"
"14328","AARSD1"
"14329","ZNF850"
"14330","PTGES3L"
"14331","C17orf113"
"14332","UPK3BL1"
"14333","ZNF285"
"14334","S1PR2"
"14335","FDX2"
"14336","ZNF224"
"14337","EDDM13"
"14338","LIN37"
"14339","NDUFA7"
"14340","ERFL"
"14341","NBPF12"
"14342","SMIM17"
"14343","ARL14EPL"
"14344","FAM156A"
"14345","NFILZ"
"14346","TRABD2B"
"14347","FBXO17"
"14348","MAGIX"
"14349","IKBKG"
"14350","ZNF587B"
"14351","TMEM185A"
"14352","NBPF9"
"14353","SLC25A53"
"14354","EGLN2"
"14355","MEI4"
"14356","NCBP2AS2"
"14357","NBPF8"
"14358","HEATR9"
"14359","NBPF14"
"14360","TAF15"
"14361","RASL10B"
"14362","SRXN1"
"14363","CTAGE6"
"14364","NBPF19"
"14365","NBPF10"
"14366","LIX1L"
"14367","MILR1"
"14368","ANKRD34A"
"14369","GTF2H5"
"14370","NUDT3"
"14371","KMT2B"
"14372","POM121C"
"14373","CD24"
"14374","CFAP206"
"14375","ZNF595"
"14376","DOC2B"
"14377","DCP1A"
"14378","C2orf15"
"14379","GRIN2B"
"14380","NBPF26"
"14381","H3-7"
"14382","AGBL1"
"14383","CWC25"
"14384","EPOP"
"14385","ZNHIT3"
"14386","H2BC14"
"14387","LHX1"
"14388","CYFIP1"
"14389","H2BC8"
"14390","USP27X"
"14391","TAF9"
"14392","NOL12"
"14393","CASTOR2"
"14394","NATD1"
"14395","SOCS7"
"14396","H2BC6"
"14397","ZNF658"
"14398","TMEM269"
"14399","C8orf89"
"14400","TBC1D3L"
"14401","RCC1L"
"14402","SPDYE10"
"14403","H2BC17"
"14404","H3C6"
"14405","TBC1D3B"
"14406","H2AC12"
"14407","ZNF280B"
"14408","MLLT6"
"14409","PPP4R3B"
"14410","SYNRG"
"14411","NUDT18"
"14412","ZNF2"
"14413","LENG9"
"14414","H2AC15"
"14415","PRAG1"
"14416","FCGBP"
"14417","HNF1B"
"14418","AATF"
"14419","H3C1"
"14420","ARHGAP23"
"14421","TUBGCP5"
"14422","DUSP14"
"14423","UHRF1"
"14424","ORAI1"
"14425","TADA2A"
"14426","PIP4K2B"
"14427","H2AC14"
"14428","H2BC3"
"14429","DACH1"
"14430","H2AC16"
"14431","H4C5"
"14432","H2AC8"
"14433","TYW1B"
"14434","PIGW"
"14435","H2BC7"
"14436","PCGF2"
"14437","SRCIN1"
"14438","MARCKS"
"14439","ZNF670"
"14440","PKD1L3"
"14441","PNMA8C"
"14442","NEFL"
"14443","PSMB3"
"14444","SRD5A2"
"14445","CISD3"
"14446","DDX52"
"14447","ZNF8"
"14448","PRICKLE4"
"14449","MYO19"
"14450","GGNBP2"
"14451","ZNF229"
"14452","H2AC4"
"14453","C17orf78"
"14454","DHRS11"
"14455","ACACA"
"14456","NR2E3"
"14457","H2BC10"
"14458","C11orf98"
"14459","MRM1"
"14460","H4C1"
"14461","GOLGA6L10"
"14462","H2AC17"
"14463","H4C2"
"14464","MRPL45"
"14465","TSTD3"
"14466","CCDC163"
"14467","PAGR1"
"14468","TMEM272"
"14469","BLACAT1"
"14470","TMEM265"
"14471","DUXB"
"14472","C13orf46"
"14473","CNTNAP3C"
"14474","MYOCOS"
"14475","MSANTD7"
"14476","SCO2"
"14477","C2orf81"
"14478","CPHXL2"
"14479","THSD8"
"14480","SMIM38"
"14481","TMDD1"
"14482","EEF1AKMT4"
"14483","TBCE"
"14484","SMIM41"
"14485","CCDC39"
"14486","OOSP1"
"14487","ARHGAP11B"
"14488","OOSP3"
"14489","NOTCH2NLB"
"14490","FAM246C"
"14491","NOTCH2NLR"
"14492","NOTCH2NLC"
"14493","H3C2"
"14494","H3C3"
"14495","NPBWR1"
"14496","ACTL10"
"14497","PANO1"
"14498","PRRC2B"
"14499","F8A1"
"14500","FAM153B"
"14501","HOMEZ"
"14502","SOD2"
"14503","POLGARF"
"14504","TMEM276"
"14505","CD38"
"14506","ARX"
"14507","PON1"
"14508","ASB4"
"14509","YBX2"
"14510","ABCC8"
"14511","CACNG3"
"14512","CACNA1G"
"14513","DLX6"
"14514","CCL26"
"14515","USH1C"
"14516","MYH13"
"14517","PRSS21"
"14518","MATK"
"14519","SCN4A"
"14520","TKTL1"
"14521","PAX6"
"14522","CACNA2D2"
"14523","CAMK1G"
"14524","PGLYRP1"
"14525","PAX7"
"14526","IYD"
"14527","HHATL"
"14528","SEMA3G"
"14529","STAB1"
"14530","PRSS3"
"14531","CD4"
"14532","BTK"
"14533","FMO1"
"14534","SYT7"
"14535","ZBTB32"
"14536","CD22"
"14537","KDM5D"
"14538","CD6"
"14539","DPEP1"
"14540","RGPD5"
"14541","IL20RA"
"14542","SLC11A1"
"14543","MARCO"
"14544","SNAI2"
"14545","RUNX3"
"14546","CYP3A43"
"14547","KCNG1"
"14548","INSRR"
"14549","SH2D2A"
"14550","TNFRSF1B"
"14551","IBSP"
"14552","MYOC"
"14553","OTC"
"14554","CDH10"
"14555","ZIC2"
"14556","LCP2"
"14557","EPN3"
"14558","ELN"
"14559","FOXP3"
"14560","PTGER3"
"14561","ALX4"
"14562","FSTL4"
"14563","ENTPD2"
"14564","PTPRN"
"14565","CHRDL2"
"14566","KCNH2"
"14567","ITIH1"
"14568","SERPINB3"
"14569","F7"
"14570","GNA15"
"14571","CREB3L3"
"14572","DGAT2"
"14573","LTK"
"14574","CCN5"
"14575","NGFR"
"14576","EYA2"
"14577","SNCAIP"
"14578","GLP2R"
"14579","DDX3Y"
"14580","ZFY"
"14581","PDZD4"
"14582","FGFR3"
"14583","RASGRP2"
"14584","PITX1"
"14585","HES2"
"14586","FGF22"
"14587","FRMPD1"
"14588","CAMK2A"
"14589","EPHA8"
"14590","TRPM5"
"14591","SLC6A15"
"14592","SPP2"
"14593","ASIC4"
"14594","ACAP1"
"14595","SIDT1"
"14596","CYP2W1"
"14597","MOV10L1"
"14598","PANX2"
"14599","ABCB11"
"14600","CD5L"
"14601","ATP2A3"
"14602","CACNG5"
"14603","CACNG4"
"14604","ATP12A"
"14605","TUBA3D"
"14606","DCX"
"14607","NAALAD2"
"14608","FKBP6"
"14609","ITGA8"
"14610","CST7"
"14611","BPIFB2"
"14612","CDH17"
"14613","AFM"
"14614","SCGN"
"14615","DCT"
"14616","DNAAF6"
"14617","COL5A3"
"14618","CPB2"
"14619","KCNN2"
"14620","CACNA1S"
"14621","SLC13A1"
"14622","P2RX5"
"14623","NKAIN1"
"14624","APOB"
"14625","WNT11"
"14626","AQP6"
"14627","FAT2"
"14628","MYBPC2"
"14629","ADAMTS2"
"14630","CETP"
"14631","TFAP2C"
"14632","CPXM1"
"14633","TBX5"
"14634","FXYD3"
"14635","KCNH4"
"14636","CD209"
"14637","DLL3"
"14638","SMPX"
"14639","APOH"
"14640","RPGRIP1"
"14641","TBL1Y"
"14642","COL9A3"
"14643","NXPE1"
"14644","PDE6C"
"14645","SMIM24"
"14646","PGC"
"14647","IL12RB1"
"14648","EFNA2"
"14649","HCN2"
"14650","CDHR5"
"14651","PALM"
"14652","P2RX6"
"14653","PLA2G3"
"14654","SEZ6L"
"14655","SLC16A8"
"14656","SLC5A1"
"14657","DMC1"
"14658","APOBEC3H"
"14659","ACR"
"14660","CABP7"
"14661","CACNA1I"
"14662","LRRC74A"
"14663","ISM2"
"14664","CHGA"
"14665","GALNT16"
"14666","BDKRB1"
"14667","DHRS2"
"14668","VSX1"
"14669","HNF4A"
"14670","SALL4"
"14671","BMP7"
"14672","TUBB1"
"14673","NTSR1"
"14674","COL20A1"
"14675","SEL1L2"
"14676","ANGPT4"
"14677","MYLK2"
"14678","CCM2L"
"14679","HCK"
"14680","PPP1R16B"
"14681","TNNC2"
"14682","OLFM4"
"14683","CORO1A"
"14684","CCL17"
"14685","SMPD3"
"14686","RHBDL1"
"14687","MEFV"
"14688","IL21R"
"14689","SLC6A2"
"14690","RASL12"
"14691","ACSBG1"
"14692","SCG3"
"14693","CALB1"
"14694","GML"
"14695","FGL1"
"14696","CKM"
"14697","AMH"
"14698","DKKL1"
"14699","RSPH6A"
"14700","NOVA2"
"14701","SHD"
"14702","FSD1"
"14703","OVOL3"
"14704","CD79A"
"14705","ATP1A3"
"14706","SYNGR4"
"14707","SLC5A5"
"14708","HAMP"
"14709","RASA4"
"14710","PIK3CG"
"14711","PON3"
"14712","HOXA13"
"14713","EVX1"
"14714","CRHR2"
"14715","GHRHR"
"14716","HYAL4"
"14717","MOGAT3"
"14718","MEOX2"
"14719","POU6F2"
"14720","MYL7"
"14721","GCK"
"14722","GALNTL5"
"14723","LHX2"
"14724","OGN"
"14725","LHX6"
"14726","TYRP1"
"14727","NEURL1"
"14728","CRYBA1"
"14729","RUNDC3A"
"14730","SEPTIN4"
"14731","ALDH3A1"
"14732","KRT32"
"14733","DLX4"
"14734","VTN"
"14735","SULT1E1"
"14736","ANXA10"
"14737","CPZ"
"14738","HGFAC"
"14739","DDX25"
"14740","ZBTB16"
"14741","P2RX3"
"14742","MS4A4A"
"14743","CCKBR"
"14744","FOLR3"
"14745","SLC1A2"
"14746","CD5"
"14747","VWF"
"14748","DAO"
"14749","TSPAN11"
"14750","BIN2"
"14751","GLI1"
"14752","PRMT8"
"14753","CUX2"
"14754","ADGRD1"
"14755","SLCO1B3"
"14756","AICDA"
"14757","COL9A1"
"14758","EYA4"
"14759","UNC93A"
"14760","PRPH2"
"14761","IMPG1"
"14762","IL5"
"14763","PCDH12"
"14764","SERPINI2"
"14765","MORC1"
"14766","CSPG5"
"14767","VIPR1"
"14768","ZAP70"
"14769","OTOF"
"14770","OTX1"
"14771","GNLY"
"14772","PROC"
"14773","DLX2"
"14774","LCT"
"14775","PLEK"
"14776","GRIN3B"
"14777","OPRD1"
"14778","DLGAP3"
"14779","AMPD1"
"14780","OLFML3"
"14781","CFHR3"
"14782","TFAP2E"
"14783","NR5A2"
"14784","KIF21B"
"14785","MYCL"
"14786","IGSF21"
"14787","ID3"
"14788","MPL"
"14789","ARTN"
"14790","HSD11B1"
"14791","A4GNT"
"14792","ZNF541"
"14793","TTR"
"14794","CA14"
"14795","ARG1"
"14796","OLFM3"
"14797","TRIM67"
"14798","PROX2"
"14799","CPN1"
"14800","C10orf95"
"14801","CRHR1"
"14802","MSX2"
"14803","EQTN"
"14804","GRIA2"
"14805","TASL"
"14806","TNN"
"14807","TNFSF18"
"14808","TTLL2"
"14809","KCNJ5"
"14810","TP53AIP1"
"14811","TEX11"
"14812","ARR3"
"14813","IQSEC3"
"14814","TNFRSF8"
"14815","TBX4"
"14816","RGSL1"
"14817","CSTA"
"14818","CD80"
"14819","HCRTR1"
"14820","FLT3"
"14821","XPNPEP2"
"14822","PAEP"
"14823","LAX1"
"14824","LDB3"
"14825","OPN4"
"14826","NXPH1"
"14827","TAF1L"
"14828","SRGN"
"14829","NEUROD4"
"14830","NCKAP1L"
"14831","HOXC13"
"14832","SLC12A5"
"14833","TOX2"
"14834","GDAP1L1"
"14835","SNAI1"
"14836","ANKRD60"
"14837","PCK1"
"14838","ZBP1"
"14839","NEURL2"
"14840","CHST8"
"14841","IL17C"
"14842","HIF3A"
"14843","LYPD3"
"14844","GRM4"
"14845","PACSIN1"
"14846","SPDEF"
"14847","TCP11"
"14848","APOBEC2"
"14849","TREM1"
"14850","SCGB2A1"
"14851","PIWIL1"
"14852","SRMS"
"14853","OPRL1"
"14854","FNDC11"
"14855","IL37"
"14856","TGM3"
"14857","GNRH2"
"14858","CSTL1"
"14859","PCSK2"
"14860","FAM83C"
"14861","BPIFB1"
"14862","F10"
"14863","PROZ"
"14864","KIRREL2"
"14865","CCR7"
"14866","TSKS"
"14867","PZP"
"14868","PRDM7"
"14869","AVPR2"
"14870","NXF5"
"14871","FGD3"
"14872","TRPV5"
"14873","ADGRE2"
"14874","F2RL3"
"14875","SYNGR3"
"14876","WFIKKN1"
"14877","IL17B"
"14878","LRFN1"
"14879","KDR"
"14880","LRRC4"
"14881","OPN1SW"
"14882","HOXD11"
"14883","WDFY4"
"14884","KLK14"
"14885","SIGLEC9"
"14886","CDO1"
"14887","RPS4Y1"
"14888","CDH15"
"14889","LBP"
"14890","TNNI3"
"14891","CBFA2T3"
"14892","GDPD2"
"14893","ANGPTL8"
"14894","APOE"
"14895","GDF1"
"14896","NCAN"
"14897","KIF1A"
"14898","PLVAP"
"14899","FUT5"
"14900","HRC"
"14901","OLFM1"
"14902","SAG"
"14903","CALY"
"14904","HBZ"
"14905","GMFG"
"14906","ANGPTL6"
"14907","DUSP9"
"14908","LRP3"
"14909","FBP2"
"14910","HIGD1B"
"14911","TEX101"
"14912","SLC34A1"
"14913","IDO1"
"14914","GALNT15"
"14915","LRRC4B"
"14916","AOC3"
"14917","KREMEN2"
"14918","SLX1A"
"14919","POPDC3"
"14920","DDC"
"14921","JCHAIN"
"14922","SLC52A1"
"14923","GUCY2D"
"14924","HSPA12B"
"14925","RHBG"
"14926","CRP"
"14927","ACY3"
"14928","VSTM2L"
"14929","KANK4"
"14930","ANGPTL3"
"14931","SYT4"
"14932","PDE6A"
"14933","RNF17"
"14934","MYH8"
"14935","LGR6"
"14936","PRAM1"
"14937","DYDC2"
"14938","TMTC1"
"14939","VRTN"
"14940","GSTM1"
"14941","FST"
"14942","CFHR4"
"14943","ERN2"
"14944","IL2RA"
"14945","SLCO1B1"
"14946","KLRC1"
"14947","MYBPC3"
"14948","USP26"
"14949","ACRV1"
"14950","SLC37A2"
"14951","KLB"
"14952","SDS"
"14953","TBX3"
"14954","HRK"
"14955","DTX1"
"14956","AGAP2"
"14957","FAIM2"
"14958","CHST5"
"14959","CAPN9"
"14960","GPR55"
"14961","PAX3"
"14962","HTR2B"
"14963","MYO1G"
"14964","MMD2"
"14965","GAD2"
"14966","DMRT1"
"14967","CAPN11"
"14968","IRF4"
"14969","GCM1"
"14970","TMPRSS13"
"14971","SLC28A2"
"14972","BRDT"
"14973","ABCG5"
"14974","SIX3"
"14975","TRIM54"
"14976","CALHM2"
"14977","PLA2G12B"
"14978","SHISAL1"
"14979","PARVG"
"14980","PLCZ1"
"14981","CD27"
"14982","COL2A1"
"14983","INHBE"
"14984","TPH2"
"14985","LGR5"
"14986","FOXN4"
"14987","SLC39A5"
"14988","DHH"
"14989","NPFF"
"14990","SMIM2"
"14991","SRRM4"
"14992","ZIC5"
"14993","TSSK4"
"14994","ADAM21"
"14995","SERPINA10"
"14996","DUOXA1"
"14997","HDC"
"14998","DISP2"
"14999","PSTPIP1"
"15000","LMAN1L"
"15001","HAPLN3"
"15002","RHCG"
"15003","SEPTIN12"
"15004","SLC5A2"
"15005","ITGAX"
"15006","NKD1"
"15007","CHST4"
"15008","IRF8"
"15009","RPL3L"
"15010","UNC45B"
"15011","SPATA22"
"15012","CHCT1"
"15013","ASGR1"
"15014","PIK3R5"
"15015","ZNF750"
"15016","MAPK4"
"15017","CBLN2"
"15018","VAV1"
"15019","TRPM2"
"15020","NLRP12"
"15021","FBN3"
"15022","SLC47A1"
"15023","SIGLEC10"
"15024","ACP4"
"15025","CFAP74"
"15026","CELA2A"
"15027","IL22RA1"
"15028","FNDC7"
"15029","DPT"
"15030","NR1I3"
"15031","F13B"
"15032","CASQ1"
"15033","RGS16"
"15034","FAM163A"
"15035","ANXA9"
"15036","OAZ3"
"15037","FLG2"
"15038","S100A8"
"15039","PKLR"
"15040","REN"
"15041","ABCG8"
"15042","ABHD1"
"15043","NAT8"
"15044","DQX1"
"15045","NT5DC4"
"15046","DLX1"
"15047","ESPNL"
"15048","CPNE9"
"15049","ADGRG7"
"15050","NR1I2"
"15051","SPATA16"
