"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MYO18A",2.68629598991648e-49,-1.31623106321043,0.301,0.774,4.65320191373332e-45
"SCCPDH",2.84367682253316e-49,-2.52723816198392,0.117,0.535,4.92581699199194e-45
"SLC16A10",2.8751396814326e-49,-5.45268237444069,0.016,0.444,4.98031695617755e-45
"NLGN4Y",2.99499448533642e-49,6.84281580140575,0.359,0.016,5.18792944749974e-45
"ANKRD11",3.90554320155756e-49,0.850234943720866,0.972,0.972,6.76518193373801e-45
"LARS1",3.91424608013276e-49,1.25141599385214,0.881,0.848,6.78025706000597e-45
"KCNC4",3.91583195266088e-49,-2.48405972170863,0.104,0.556,6.78300410839918e-45
"CTSH",5.65753429198962e-49,-3.30675036413426,0.042,0.442,9.79998090058442e-45
"SLC17A1",8.06624176132636e-49,-2.17753909443745,0.172,0.657,1.39723439789695e-44
"KCNK1",8.99906715261808e-49,-2.0421650844337,0.228,0.683,1.5588184121765e-44
"CANX",1.00666436680609e-48,0.891428733654743,0.971,0.969,1.74374401618152e-44
"TAS2R14",1.06087502790126e-48,0.828565546783396,0.959,0.976,1.83764772333057e-44
"THRB",1.25220309538276e-48,-1.50047174847999,0.182,0.597,2.16906620182201e-44
"DDIT4",1.41003085878184e-48,3.93879171579676,0.54,0.117,2.44245545358191e-44
"CEP170B",1.43753397382857e-48,-1.51693453835022,0.315,0.772,2.49009634946585e-44
"ANXA1",1.4615363730249e-48,-1.1471956137744,0.775,0.965,2.53167330535372e-44
"BDP1",1.52609990583391e-48,1.02127100114725,0.939,0.946,2.64351025688549e-44
"KCNJ16",2.19777557526185e-48,-1.49889587317122,0.575,0.923,3.80698685146858e-44
"DNAH11",2.80664997936313e-48,2.35039848007134,0.756,0.328,4.86167909425281e-44
"SEPTIN6",2.80889427018729e-48,-1.83078996207269,0.158,0.616,4.86556665481842e-44
"KCND3",2.99769475722099e-48,-2.57851121771411,0.074,0.449,5.1926068584582e-44
"CCN3",3.42339687287385e-48,-3.12400116874333,0.045,0.436,5.93000806319208e-44
"PTGFRN",3.50218885653779e-48,-1.4810543767734,0.365,0.83,6.06649153729476e-44
"SLC14A1",4.25205943796374e-48,5.0937215544706,0.423,0.047,7.36541735844079e-44
"PPP2R3A",4.66218417998068e-48,-0.952267532724307,0.864,0.98,8.07583543656254e-44
"PTPN13",5.01275223391281e-48,-1.15656273653208,0.667,0.969,8.68308941958377e-44
"TFPI",6.07245727533864e-48,-1.34484328299084,0.594,0.945,1.05187104923416e-43
"ZDHHC7",6.08376364984464e-48,-1.45388722164118,0.37,0.803,1.05382953942609e-43
"IFNGR1",7.19085011454136e-48,-1.89657312533576,0.297,0.782,1.24559905684085e-43
"NR3C2",9.1181510449111e-48,-1.96669368904674,0.169,0.597,1.5794461239995e-43
"RALGAPA2",1.10818032300974e-47,-1.07597331129789,0.755,0.974,1.91958995551747e-43
"COLEC10",1.12447551842898e-47,-4.23501937508876,0.02,0.386,1.94781649302268e-43
"TRIB2",1.24252888734632e-47,-2.61920452883441,0.117,0.584,2.1523085386613e-43
"EVC2",1.24584395920529e-47,-3.07631775621228,0.05,0.459,2.1580509061354e-43
"TTC9",1.30890214220625e-47,-5.2644145996016,0.009,0.378,2.26728029072966e-43
"BTBD7",1.56084456949594e-47,-1.27584378406252,0.67,0.958,2.70369496328087e-43
"DEFB1",1.75005209536646e-47,-4.24349493272223,0.016,0.416,3.03144023959377e-43
"NLRP2",1.93847594927468e-47,-8.25099010608839,0.001,0.355,3.3578280393336e-43
"STS",2.40132800935258e-47,-1.46430902937209,0.268,0.7,4.15958037780054e-43
"SLC49A4",3.8537393042215e-47,-1.6964873435465,0.163,0.586,6.67544722277248e-43
"PTPN3",3.86507355260491e-47,-1.07449035654023,0.7,0.962,6.69508040782222e-43
"SPTSSA",4.54716511666343e-47,-1.89235037695042,0.198,0.668,7.8765994150844e-43
"CLASP2",4.81673495658768e-47,-1.2141864430234,0.482,0.896,8.34354829180117e-43
"SIRPB1",5.06945632624967e-47,-1.74175403414324,0.123,0.571,8.78131224832968e-43
"EPS8",5.55014627038824e-47,-1.20750839453598,0.773,0.965,9.61396336956651e-43
"IL1RAP",6.2414211863761e-47,2.44651297829107,0.757,0.5,1.08113897790407e-42
"ZC3H12A",6.27283606512396e-47,-1.73125259412819,0.231,0.721,1.08658066320077e-42
"COL28A1",6.81734731670028e-47,-3.21722971814555,0.049,0.433,1.18090090219882e-42
"UGT8",7.65122192886525e-47,-2.16173146381827,0.108,0.52,1.32534466251804e-42
"PRORP",7.74413039336343e-47,-1.48224863420797,0.307,0.791,1.34143826673841e-42
"CLCN5",7.86628828919878e-47,-2.29755744281103,0.128,0.577,1.36259845745501e-42
"SNX6",1.00173679215114e-46,-1.11979708639192,0.466,0.853,1.7352084713642e-42
"IGFBP7",1.03116046888906e-46,-1.15639351420776,0.668,0.98,1.78617616420963e-42
"PLA2G12A",1.37352101467591e-46,-2.09063849207817,0.128,0.581,2.37921310162161e-42
"ENOX2",1.41416538719898e-46,-1.73003617345999,0.529,0.887,2.44961728370607e-42
"LAMP1",2.40944214029231e-46,-1.35335727783457,0.419,0.847,4.17363567541434e-42
"JARID2",2.59222317030693e-46,-1.09478880099398,0.618,0.929,4.49024897560567e-42
"ADAMTS3",2.67937638921576e-46,-2.36216755185736,0.212,0.621,4.64121578139953e-42
"ANKS1A",2.89731340211248e-46,-1.02995142495573,0.64,0.938,5.01872627513924e-42
"AFF4",3.37900964544495e-46,0.804242350317006,0.962,0.97,5.85312050783974e-42
"ANO10",5.20136052283514e-46,-1.43333650330679,0.408,0.858,9.00979669765503e-42
"NEK6",5.87033201269145e-46,1.47413316317963,0.882,0.832,1.01685891123841e-41
"GATA3",6.19793252435572e-46,-5.69923504444129,0.007,0.381,1.0736058718689e-41
"CMTM8",6.2942515694222e-46,-1.95523459587625,0.139,0.552,1.09029025685531e-41
"SCAF11",6.37099927332364e-46,0.920022209738459,0.934,0.952,1.10358449412512e-41
"TWSG1",6.49671944408963e-46,-1.55121303054286,0.282,0.78,1.1253617421052e-41
"HIGD1A",7.01809018895052e-46,-1.94815103377007,0.201,0.684,1.21567358253001e-41
"GOLGB1",8.38107023558399e-46,0.775344768460025,0.964,0.975,1.45176898620786e-41
"CLEC16A",9.84581689163402e-46,-1.45951595015441,0.539,0.933,1.70549240196884e-41
"FZD4",1.13356237853408e-45,-3.45850184290349,0.042,0.463,1.96355675209674e-41
"ZNF827",1.21113655120336e-45,-1.22059357385501,0.651,0.933,2.09793073399446e-41
"TFAP2B",1.35556791407766e-45,-8.50876661974941,0.001,0.36,2.34811474076532e-41
"CYB5R3",1.36730216101411e-45,-1.11303487497925,0.589,0.903,2.36844080330864e-41
"SCRN1",1.78810825027485e-45,-1.11833132741672,0.372,0.855,3.09736111112609e-41
"ITM2B",2.82285686633491e-45,-0.990266410442386,0.747,0.954,4.88975266386534e-41
"IL1RAPL1",2.94061697469929e-45,-2.62016665936292,0.085,0.506,5.0937367235741e-41
"HRH1",3.25120567091907e-45,-1.44664415696645,0.359,0.806,5.63173846316602e-41
"SPOCK1",3.69045371102449e-45,-1.78404206599888,0.261,0.707,6.39260391823663e-41
"H1-0",3.8026331336073e-45,-2.56833538947867,0.087,0.486,6.58692111403456e-41
"CABLES1",3.83193477887367e-45,-2.53354071897958,0.241,0.707,6.63767742396498e-41
"TRIM9",5.60184399512515e-45,4.41214847097473,0.509,0.092,9.70351416835578e-41
"COL8A1",5.69102207663903e-45,-3.07598350977055,0.131,0.583,9.85798844115413e-41
"SH2B3",6.7844286508055e-45,2.79851510426773,0.666,0.34,1.17519873089253e-40
"IL4R",7.13751129751769e-45,-1.40151675405792,0.417,0.86,1.23635970695601e-40
"NSUN7",7.58324178357842e-45,-4.22226292289495,0.022,0.418,1.31356914175145e-40
"SYT14",7.76442124670063e-45,-5.49488967822662,0.011,0.386,1.34495304835348e-40
"ZNF217",8.26489713097191e-45,-1.58473152587673,0.503,0.874,1.43164548102695e-40
"VHL",9.08358039390678e-45,-1.65992341782643,0.202,0.673,1.57345779583253e-40
"NEK10",9.11589694076211e-45,-2.69349481311089,0.138,0.564,1.57905566807881e-40
"ADIPOR2",9.38263421664427e-45,1.20493257459742,0.881,0.843,1.62525989900712e-40
"FRMD5",9.74798293055511e-45,2.16070035803594,0.785,0.545,1.68854560323076e-40
"CMBL",1.05340399169146e-44,-2.75716519687845,0.045,0.409,1.82470639440795e-40
"MTSS1",1.09435536950557e-44,-1.38464114871357,0.469,0.929,1.89564237105756e-40
"CHD9",1.17438523455233e-44,0.827789267394385,0.954,0.97,2.03427010329154e-40
"PTCHD4",1.20895336511635e-44,2.60693840403937,0.668,0.384,2.09414901905455e-40
"EIF4E3",1.4052428993536e-44,-1.94634223230118,0.116,0.548,2.43416175026031e-40
"RSPH1",1.41098682877297e-44,-2.39665208037641,0.063,0.444,2.44411138480054e-40
"PLS1",1.57784593554488e-44,-1.62818074098004,0.316,0.814,2.73314472955084e-40
"ALDH1L1",1.8279231312367e-44,-4.9821112691706,0.012,0.366,3.16632844792822e-40
"HSP90AA1",1.92143668549837e-44,-0.924601811344399,0.861,0.987,3.32831262662028e-40
"MGAT4A",1.94183491023729e-44,-2.19669692539462,0.13,0.61,3.36364643151303e-40
"RYR2",2.20568393457296e-44,5.34292137748929,0.432,0.062,3.82068571146728e-40
"PRDX2",2.30635819341421e-44,-2.10709940203402,0.075,0.492,3.99507366263209e-40
"ARMC3",2.584577037061e-44,-1.95254726312276,0.105,0.455,4.47700434359707e-40
"SNED1",3.18309337639282e-44,-1.5850537619689,0.22,0.663,5.51375434658765e-40
"TRABD2B",3.47438333034206e-44,-2.04442881498494,0.552,0.871,6.01832680481852e-40
"PTHLH",3.70390392820226e-44,6.00095462593382,0.344,0.026,6.41590238443195e-40
"CFAP54",3.75768318589906e-44,-3.07850431683475,0.059,0.42,6.50905881461435e-40
"SLCO4C1",4.32529103853704e-44,-2.65898649360926,0.089,0.511,7.49226913695386e-40
"FNIP2",4.33700807341601e-44,-1.60972819394737,0.348,0.801,7.5125653847712e-40
"KIF9",4.68926656746656e-44,-1.53127388845494,0.296,0.726,8.12274754816557e-40
"ERGIC1",4.88188170787934e-44,1.67638848637528,0.877,0.879,8.4563954943886e-40
"RAD54L2",4.98383891951739e-44,-1.41099363769843,0.364,0.807,8.63300577638803e-40
"ATF7",5.73541136223165e-44,1.38026922792195,0.847,0.795,9.93487956165766e-40
"ITPKC",5.85423211281007e-44,-2.3956059361494,0.179,0.626,1.01407008658096e-39
"FUCA1",6.42007771253762e-44,-2.27475191344419,0.082,0.494,1.11208586136577e-39
"S100A8",9.80875624182711e-44,-7.62064466372322,0.003,0.351,1.69907275620929e-39
"GNAI1",1.02607120044826e-43,-1.3396073616611,0.474,0.855,1.77736053341648e-39
"CACNA2D1",1.03047107561795e-43,3.13854195450449,0.556,0.155,1.78498199718541e-39
"PRKCH",1.23831832410884e-43,-2.50557151480374,0.073,0.476,2.14501500102134e-39
"LRRC1",1.24681803017446e-43,-1.92359482511788,0.215,0.675,2.15973819186821e-39
"HOXB8",1.48238504364573e-43,-3.49476085732463,0.028,0.401,2.56778737260314e-39
"CHST9",1.67298886967869e-43,-2.83369402998135,0.059,0.45,2.89795132005742e-39
"SLC28A3",2.0398345091821e-43,-6.85559102380336,0.004,0.346,3.53340133680524e-39
"TPD52L1",2.17112356317727e-43,-1.34413340601448,0.322,0.777,3.76082023613567e-39
"ADCY5",2.7086806023274e-43,-2.32258737851175,0.123,0.569,4.69197653935153e-39
"TMEM232",2.79039805405225e-43,-1.89055771046724,0.195,0.632,4.8335275092293e-39
"MLLT3",2.97211161017148e-43,-1.01464114280944,0.786,0.981,5.14829173113904e-39
"STK32B",3.16388945515115e-43,-2.57820093626559,0.109,0.529,5.48048931421282e-39
"VPS35L",3.37631676610603e-43,-1.09519888919503,0.317,0.811,5.84845590224887e-39
"CCDC50",3.52031667588711e-43,1.22528026026725,0.911,0.892,6.09789254597164e-39
"GOLGA8B",4.6712019247079e-43,-1.24091901401764,0.309,0.718,8.09145597397903e-39
"FTO",4.91994779658882e-43,1.02266493181959,0.95,0.952,8.52233357325116e-39
"DDX52",5.26208666136571e-43,-1.43850167012721,0.538,0.889,9.11498651481768e-39
"FANK1",5.32027932612927e-43,-1.53001547291384,0.285,0.767,9.21578784872112e-39
"SUCLA2",5.40822640910062e-43,-1.30680695663806,0.45,0.853,9.36812978584409e-39
"PPP1R12A",6.99697360282303e-43,0.895941382853503,0.928,0.933,1.21201576748101e-38
"LUC7L2",7.55895139341175e-43,1.02552179940252,0.923,0.935,1.30936156036678e-38
"RNF145",8.4049865435946e-43,1.52434419435518,0.853,0.783,1.45591176908146e-38
"PGBD5",8.55911232047031e-43,-2.33896973992082,0.246,0.688,1.48260943615187e-38
"TRIM2",9.11903480007826e-43,-1.20200102897917,0.632,0.943,1.57959920806956e-38
"ATP10D",9.40847890214428e-43,-2.11447853882581,0.3,0.72,1.62973671542943e-38
"SNX30",1.05417034093375e-42,-1.74217209911534,0.229,0.668,1.82603386456544e-38
"SBNO2",1.1151253966441e-42,-1.02345787887572,0.542,0.892,1.93162021206691e-38
"MAP3K13",1.38058340929529e-42,-1.29446283788223,0.423,0.834,2.3914465815813e-38
"MFHAS1",1.57062843065378e-42,-1.32115452279697,0.632,0.96,2.72064256757847e-38
"FRMD4A",1.92993270759067e-42,-1.42495706466776,0.345,0.801,3.34302943608855e-38
"NRP1",2.03032874438045e-42,-1.10737546471023,0.758,0.973,3.51693545101582e-38
"PARM1",2.1716346044594e-42,-3.64296969641163,0.032,0.406,3.76170546184457e-38
"EFCAB6",2.28189448571704e-42,-1.26829544436847,0.304,0.725,3.95269762815905e-38
"LAMB2",3.44911693893741e-42,-1.26382363012746,0.357,0.782,5.97456036162738e-38
"INTS12",3.89498499230866e-42,-2.02550103991289,0.163,0.533,6.74689300367706e-38
"USP9Y",4.51352443659271e-42,6.62353018102204,0.357,0.025,7.8183270290659e-38
"CCDC171",4.62756611878163e-42,-2.01965828220761,0.123,0.499,8.01587003095354e-38
"RELN",4.6883302900549e-42,4.6045831608014,0.483,0.133,8.12112572843309e-38
"AVL9",5.91828856602593e-42,1.22736877926277,0.86,0.838,1.02516594540701e-37
"IGF2BP2",6.09820480106295e-42,-0.815837797888633,0.915,0.989,1.05633103564012e-37
"KIAA0825",6.44998111763367e-42,-1.27478556464641,0.35,0.753,1.1172657291965e-37
"PDK4",9.08736131397964e-42,-4.52531039322015,0.028,0.381,1.57411272680755e-37
"KSR1",1.06676920323164e-41,-1.14433563392315,0.403,0.861,1.84785761383785e-37
"CADM1",1.29457768638517e-41,1.79602022031316,0.879,0.83,2.24246746835639e-37
"DDX3Y",1.33339468091853e-41,6.93929389034837,0.344,0.011,2.30970626628708e-37
"KCP",1.48090126637675e-41,-2.55816826383436,0.095,0.543,2.56521717361781e-37
"SRPK2",1.96050622534875e-41,0.828728603812203,0.954,0.963,3.39598888354911e-37
"GCNT1",2.05205138358627e-41,-1.77601258301182,0.25,0.676,3.55456340664814e-37
"SLC44A2",2.1020238211576e-41,-2.19878181724853,0.096,0.471,3.6411256630092e-37
"FAM110C",2.16188095130524e-41,-1.75196473893392,0.145,0.558,3.74481018385093e-37
"PBX1",2.19474353786107e-41,-1.07469716742995,0.242,0.665,3.80173475628294e-37
"ZNF229",2.46784095248019e-41,-5.08048597753706,0.006,0.305,4.27479409788619e-37
"COL6A2",2.94713809173613e-41,2.58943621169228,0.488,0.09,5.10503260250532e-37
"ZNF516",3.24700576358591e-41,-1.20718205883568,0.477,0.865,5.62446338368352e-37
"CRPPA",3.26565563989858e-41,-1.78275262742409,0.181,0.631,5.65676869943231e-37
"CGN",3.47510993229872e-41,-4.54835467215145,0.013,0.348,6.01958542472785e-37
"ZFP36L2",3.7547935493065e-41,-1.63817130575522,0.283,0.709,6.50405338610873e-37
"PDE11A",3.89537302459429e-41,-2.22307325978756,0.093,0.49,6.74756515320223e-37
"CD55",3.95403727647626e-41,-1.66523083560497,0.352,0.756,6.84918337031217e-37
"DDX3X",4.5875075322002e-41,-0.944674765240284,0.75,0.964,7.94648054727718e-37
"COL4A1",4.89269610146983e-41,-1.26774147162606,0.747,0.962,8.47512818696604e-37
"SNRK",4.91898541928011e-41,-1.48846074048463,0.389,0.817,8.52066654327701e-37
"TJP1",5.52556491850207e-41,-0.970174555336953,0.849,0.972,9.57138355182929e-37
"PMEPA1",5.75847200166697e-41,2.63310330588503,0.705,0.448,9.97482520128752e-37
"CPA6",8.99879161146333e-41,-2.21560004011227,0.071,0.494,1.55877068293768e-36
"SHC3",9.00838747787978e-41,-2.68314573965193,0.055,0.441,1.56043287891833e-36
"BCL2L15",1.04596112208685e-40,-3.17104739209419,0.04,0.397,1.81181385567884e-36
"PM20D2",1.08940364141746e-40,-1.77217449567183,0.139,0.537,1.88706498766332e-36
"ARHGAP44",1.09350877786504e-40,-3.00852862044538,0.039,0.384,1.89417590501782e-36
"EP400",1.1076506057006e-40,1.07714336972798,0.866,0.871,1.91867237919458e-36
"SIPA1L3",1.15898346925113e-40,0.817446184302932,0.959,0.978,2.00759116543681e-36
"TRIB1",1.42547705063608e-40,-1.41009716296581,0.363,0.813,2.46921134711182e-36
"FREM1",1.74680978240075e-40,-6.84481747698988,0.002,0.309,3.02582390507458e-36
"SIPA1L2",1.82798155179143e-40,-1.82769037122914,0.421,0.845,3.16642964401311e-36
"SEPTIN7",1.88983530692922e-40,0.953494101607461,0.878,0.878,3.2735727186628e-36
"TFAP2A",1.92585101127025e-40,-1.49934919628358,0.183,0.608,3.33595912172233e-36
"PRKCE",2.10768764978144e-40,-1.11946199283063,0.617,0.936,3.65093654695141e-36
"HOXB2",2.11311565431642e-40,-2.49519430161566,0.066,0.472,3.6603389364069e-36
"F2RL1",2.24841435138118e-40,-1.63271298622546,0.199,0.685,3.89470333946247e-36
"CALR",2.97140795807488e-40,-0.883253962517094,0.805,0.967,5.1470728649773e-36
"IRS2",5.54944442677893e-40,1.65916377154924,0.839,0.829,9.61274763606646e-36
"PLAUR",5.55558043746233e-40,-2.45107896820487,0.168,0.562,9.62337643377224e-36
"BNIP3L",5.81535941928135e-40,1.90212071079593,0.799,0.704,1.00733655860791e-35
"INAVA",6.92751896006953e-40,-5.46233404007754,0.005,0.329,1.19998483426324e-35
"GPRC5B",7.22698570614286e-40,-1.85469425855016,0.176,0.614,1.25185846401807e-35
"TANK",7.54122044358849e-40,-0.971858454757397,0.727,0.959,1.3062902052384e-35
"ASTN2",8.30042381337739e-40,-1.22993357878971,0.484,0.866,1.43779941295323e-35
"RPS4Y1",1.23281828950415e-39,6.97842367946394,0.28,0.007,2.13548784107908e-35
"ACIN1",1.26295415814076e-39,-0.907888894078893,0.709,0.954,2.18768919273143e-35
"PPP2R2C",1.32921266404565e-39,3.81506934342936,0.432,0.09,2.30246217665988e-35
"DENND1B",1.38557221803963e-39,-1.2263646955541,0.446,0.864,2.40008819608826e-35
"MIPOL1",1.41249419371981e-39,-1.23034217470071,0.177,0.577,2.44672244236146e-35
"BCKDHB",1.59820057950743e-39,-0.868634069586593,0.429,0.83,2.76840304382276e-35
"CSNK1A1",2.03254168293247e-39,0.69711094828638,0.963,0.974,3.52076870317562e-35
"CDKN2AIP",2.24171553483664e-39,-2.37209057038776,0.103,0.526,3.88309964944403e-35
"VTCN1",2.49656333916668e-39,-5.59484036472877,0.013,0.337,4.32454701610453e-35
"NPC1",2.76590503289916e-39,-0.957830750919735,0.842,0.968,4.79110069798793e-35
"CFAP70",2.94351189839515e-39,-1.69269813285864,0.175,0.575,5.09875131040008e-35
"KYNU",2.97469475803193e-39,-2.90645820458679,0.126,0.487,5.1527662598629e-35
"TTC7B",3.76798914348328e-39,-1.4077661762756,0.29,0.73,6.52691079434173e-35
"TBC1D14",5.09679154930406e-39,-1.26290074633015,0.377,0.82,8.82866232170449e-35
"GSTO2",5.12578471320174e-39,-3.19921881591062,0.029,0.386,8.87888428020806e-35
"HTRA1",5.35886943151844e-39,2.78564068486129,0.718,0.571,9.28263362927624e-35
"SEMA3C",5.89122866458267e-39,-1.32471353539756,0.656,0.947,1.02047862927901e-34
"P2RY6",6.01571120827151e-39,-4.6339604928455,0.01,0.324,1.04204149549679e-34
"RHEX",6.89891336413588e-39,-1.99919193931007,0.4,0.799,1.19502977293562e-34
"ASCC3",7.56451701293094e-39,0.848479470608766,0.926,0.956,1.3103256369799e-34
"ANKRD34B",7.829316933558e-39,-4.97385692039472,0.008,0.336,1.35619427923092e-34
"COL7A1",1.04549093257388e-38,2.7655928349711,0.542,0.199,1.81099939340447e-34
"SDC1",1.2835823985751e-38,-1.53685772716328,0.206,0.634,2.22342143081179e-34
"MARK1",1.28745516341038e-38,-3.83386188237377,0.018,0.338,2.23012983405946e-34
"ARF6",1.36673610777513e-38,-1.03346681651279,0.469,0.819,2.36746028588808e-34
"CAPNS1",1.42921524575988e-38,-0.875592814213284,0.49,0.84,2.47568664870526e-34
"TRPC1",1.69712846560155e-38,1.98938596290281,0.676,0.403,2.93976592811501e-34
"FOXK1",1.82774207671364e-38,1.63586382569842,0.807,0.744,3.16601482528336e-34
"AP1S3",1.98250326161877e-38,1.36070785534953,0.902,0.861,3.43409214977604e-34
"CLDN4",2.11456945141544e-38,-1.82067068174015,0.273,0.745,3.66285720374183e-34
"FRYL",2.13378457593106e-38,0.764951634741253,0.947,0.967,3.69614164242779e-34
"ZNF292",2.14890749685488e-38,0.967914283648427,0.916,0.94,3.72233756605203e-34
"GAL3ST1",2.88055444035848e-38,4.23683219490318,0.373,0.055,4.98969640158896e-34
"CAV1",3.73457455727501e-38,1.78679383137757,0.806,0.569,6.46903004811177e-34
"ASH1L",3.78714845623772e-38,0.771413500316239,0.957,0.972,6.56009855589497e-34
"ENO2",3.81908597226494e-38,2.54195036769913,0.599,0.281,6.61542072115733e-34
"TINAGL1",4.22232807761261e-38,-1.23438124347358,0.273,0.751,7.31391669604056e-34
"ZNF618",4.23625010338693e-38,-1.12407275303932,0.526,0.889,7.33803242908685e-34
"PIP4K2A",4.7631070863057e-38,1.58575319640031,0.889,0.886,8.25065409489873e-34
"PJA2",4.80960121484648e-38,1.35859392889485,0.854,0.813,8.33119122435707e-34
"PDK1",5.36248975814306e-38,2.36368647673004,0.738,0.556,9.28890475905542e-34
"PDIA5",6.43621553964497e-38,1.62069184482373,0.713,0.593,1.1148812557773e-33
"EXPH5",7.07757856410627e-38,-1.62333320722055,0.364,0.774,1.22597815887449e-33
"RP1",7.21582952662469e-38,-2.52055688111724,0.153,0.585,1.24992599060193e-33
"RGL3",8.02597704393451e-38,-1.68542426039095,0.172,0.619,1.39025974355034e-33
"ERC1",8.43002778012401e-38,0.709514046026561,0.958,0.978,1.46024941207308e-33
"ASIC2",9.0762869515006e-38,-1.55237753274905,0.213,0.551,1.57219442573893e-33
"CHP1",9.74295931637052e-38,-1.0473178439801,0.465,0.84,1.6876754127817e-33
"KLHL3",1.06633740970168e-37,-3.36646721059582,0.025,0.34,1.84710966108525e-33
"YEATS2",1.25322158891548e-37,1.66927003340664,0.845,0.731,2.17083043631939e-33
"BLNK",1.4261518366369e-37,-4.9844567332383,0.017,0.335,2.47038021142244e-33
"SLC20A2",1.47111537470916e-37,-1.15057057331217,0.739,0.941,2.54826605207121e-33
"FURIN",1.53139700425712e-37,-1.53504169712643,0.208,0.652,2.65268589077419e-33
"CALM1",1.81114383993076e-37,-0.976161973276448,0.668,0.928,3.13726335952806e-33
"CD2AP",2.07882323363057e-37,-0.650350059602511,0.901,0.981,3.60093760529487e-33
"GLUL",2.21642530518572e-37,-1.5134087946322,0.182,0.574,3.83929191364271e-33
"SLC40A1",2.21801390428904e-37,-3.90507056469152,0.031,0.343,3.84204368500948e-33
"ZDHHC3",2.28360698388272e-37,-1.53574319121323,0.244,0.708,3.95566401748165e-33
"CD40",2.47977884066298e-37,-2.24529137620286,0.115,0.533,4.29547290779642e-33
"TTC28",2.61314271729879e-37,-1.04638499231459,0.589,0.899,4.52648581490496e-33
"VPS13D",2.69849662772205e-37,-1.02750960121677,0.621,0.947,4.67433585854013e-33
"CASP6",3.04478291289471e-37,-1.98347530236939,0.071,0.395,5.27417296171622e-33
"SERPINB9",3.30866381702705e-37,-1.91988201032425,0.105,0.434,5.73126746385426e-33
"QPCT",3.88547113061277e-37,-3.9826082278762,0.017,0.321,6.73041309244744e-33
"AFAP1L1",4.07236932069968e-37,-2.29424544123581,0.089,0.455,7.05415813731598e-33
"PAQR7",4.08027185822239e-37,-2.85839531402418,0.037,0.343,7.06784691281283e-33
"CAPN13",4.1304289351929e-37,-3.1425057435304,0.086,0.457,7.15472900154114e-33
"BBOF1",4.56518073048627e-37,-1.81759641036774,0.14,0.547,7.90780606134831e-33
"HOXA9",5.39389945470536e-37,-4.84985750280344,0.006,0.292,9.34331263544063e-33
"XKR6",5.65971425491946e-37,-0.815867592965377,0.632,0.918,9.80375703237148e-33
"LRATD1",5.89766044267443e-37,-2.46523041332544,0.047,0.362,1.02159274188006e-32
"AK3",6.859051106398e-37,-1.18933712823377,0.273,0.689,1.18812483265026e-32
"RAD50",7.35745504444319e-37,1.17384823373521,0.857,0.843,1.27445836279845e-32
"RIPK2",7.41835866765069e-37,-0.931172758724154,0.529,0.845,1.28500808841045e-32
"P3H2",8.84449356757132e-37,-1.13489816182056,0.434,0.832,1.5320431757747e-32
"TMEM51",1.05174125006817e-36,-1.05284536621683,0.614,0.913,1.82182619336809e-32
"HOMER1",1.07177639621267e-36,-1.78849607204207,0.334,0.756,1.85653107351958e-32
"LHX1",1.12584113374573e-36,-2.52169718462687,0.046,0.397,1.95018201187435e-32
"SPAG16",1.40126773171641e-36,-1.18730249214686,0.55,0.874,2.42727596487916e-32
"DGKE",1.62051384526397e-36,-3.72922948764068,0.018,0.334,2.80705408276626e-32
"EIF5",1.82517908960557e-36,-1.05664224692443,0.538,0.88,3.16157521901478e-32
"TTC39B",1.96460522543376e-36,-2.25073250874246,0.08,0.425,3.40308917149636e-32
"GNS",2.30660556646317e-36,-0.991233922562811,0.587,0.903,3.99550216222751e-32
"UBE2H",2.41433918561641e-36,-0.787877516469272,0.909,0.989,4.18211833732474e-32
"KDM5D",2.43827045890744e-36,7.29351728979741,0.261,0.004,4.22357208891947e-32
"ARHGAP22",2.51587892308765e-36,-1.63919912122565,0.428,0.808,4.35800547057243e-32
"SH3RF3",2.80638113213615e-36,3.24328637833357,0.451,0.155,4.86121339708624e-32
"LURAP1L",3.32599178759849e-36,-1.5385893493628,0.36,0.743,5.76128297447811e-32
"BAZ2A",3.37846936453656e-36,1.21942635350895,0.83,0.823,5.85218463325023e-32
"SCEL",3.87143180413233e-36,-6.27731936414742,0.015,0.347,6.70609417111803e-32
"MAN2B1",4.49875543128465e-36,-1.45170139203828,0.151,0.51,7.79274415807127e-32
"MICAL3",5.09765115650501e-36,0.993620602770324,0.964,0.965,8.83015133329797e-32
"EFNB1",5.65677708751142e-36,-3.11527597923682,0.033,0.361,9.79866927098728e-32
"NAPEPLD",5.90219050032103e-36,-1.26362880080198,0.241,0.615,1.02237743846561e-31
"ZFHX3",5.90676943172462e-36,-0.862201308598296,0.706,0.954,1.02317060096334e-31
"SND1",6.60828283679458e-36,0.708619374775011,0.957,0.978,1.14468675298956e-31
"SIPA1L1",7.06831531494877e-36,-0.895315575702027,0.724,0.964,1.22437357885543e-31
"SQSTM1",7.71275512137189e-36,1.18418541496445,0.917,0.893,1.33600344212404e-31
"PFKFB2",8.11622733408601e-36,-1.82131161256086,0.077,0.373,1.40589289881038e-31
"B3GNT2",8.41197422212283e-36,-1.68994040559067,0.149,0.53,1.45712217475612e-31
