name,K1040_GE1_CTRL_mean_score,K1040_GE1_mean_score,K1040_GE1_CTRL_K1040_GE1_change,K1040_GE1_CTRL_K1040_GE1_pvalue,K1040_GE1_CTRL_K1040_GE1_highlighted
GLIS1,0.23013,0.24865,-0.03324,6.99294E-55,FALSE
GRHL1,0.16079,0.1771,-0.0087,4.89505E-15,FALSE
GRHL2,0.17077,0.18849,-0.03149,7.35828E-68,FALSE
GSC,0.13972,0.15249,-0.00074,4.70297E-01,FALSE
GSC2,0.13972,0.15249,-0.00074,4.70297E-01,FALSE
GSX1,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
GSX2,0.13264,0.14933,0.00032,3.52126E-01,FALSE
TCF3,0.20124,0.22838,-0.12741,2.71774E-136,FALSE
HAND2,0.1719,0.19066,-0.0375,8.28756E-105,FALSE
HES1,0.31903,0.34861,-0.07836,7.47070E-94,FALSE
HES2,0.28327,0.31182,-0.07261,4.62892E-91,FALSE
HESX1,0.14095,0.15282,0.04304,3.57233E-88,FALSE
HEY2,0.26715,0.29538,-0.07089,1.13668E-83,FALSE
HIC2,0.18666,0.20188,-0.00883,5.16262E-36,FALSE
HIF1A,0.25484,0.27828,-0.03402,1.00272E-64,FALSE
HINFP,0.36869,0.38105,0.02552,3.51904E-45,FALSE
HLF,0.15494,0.15939,0.13025,3.39760E-121,TRUE
HMBOX1,0.14769,0.16088,0.00897,1.07929E-21,FALSE
HNF1A,0.16219,0.18841,-0.10047,1.06307E-127,FALSE
HNF4A,0.178,0.19515,0.00323,3.35522E-07,FALSE
HNF4A,0.17895,0.19129,0.0346,1.21403E-79,FALSE
HNF4G,0.18036,0.19288,0.03289,9.86609E-87,FALSE
HOXA10,0.127,0.1356,0.08187,3.99686E-119,FALSE
HOXA4,0.16062,0.19002,-0.08333,3.45066E-95,FALSE
HOXA6,0.13264,0.14933,0.00032,3.52126E-01,FALSE
HOXA7,0.14095,0.15282,0.04304,3.57233E-88,FALSE
HOXA9,0.2225,0.23839,0.03238,7.83302E-31,FALSE
HOXB2,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
TBX3,0.15647,0.18168,-0.11378,1.45996E-122,FALSE
HOXB3,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
HOXB4,0.15223,0.17148,-0.01263,2.17291E-51,FALSE
HOXB5,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
HOXB6,0.13264,0.14933,0.00032,3.52126E-01,FALSE
HOXB7,0.13264,0.14933,0.00032,3.52126E-01,FALSE
HOXB8,0.14015,0.15238,0.04021,7.61683E-57,FALSE
HOXB9,0.14931,0.16318,0.03767,7.02199E-61,FALSE
HOXC10,0.14184,0.15489,0.03779,3.21613E-68,FALSE
HOXC11,0.15286,0.16398,0.05578,5.29275E-72,FALSE
HOXC12,0.14759,0.15869,0.06422,7.47364E-82,FALSE
HOXC13,0.1469,0.15726,0.0539,1.01524E-85,FALSE
HOXC4,0.15223,0.17148,-0.01263,2.17291E-51,FALSE
HOXC8,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
HOXC9,0.15048,0.16325,0.04888,3.24511E-71,FALSE
HOXD10,0.15321,0.1681,0.02862,1.49005E-53,FALSE
HOXD11,0.14099,0.152,0.06143,4.30785E-86,FALSE
HOXD12,0.157,0.17112,0.03918,4.45010E-57,FALSE
HOXD12::ELK1,0.1702,0.18601,0.0115,1.60737E-23,FALSE
HOXD4,0.15223,0.17148,-0.01263,2.17291E-51,FALSE
HOXD8,0.15302,0.16659,0.01918,2.35074E-41,FALSE
HOXD9,0.13285,0.14171,0.07885,3.12462E-109,FALSE
IKZF1,0.17923,0.19782,-0.01153,4.91703E-43,FALSE
IRF2,0.15755,0.17172,0.00458,1.41264E-14,FALSE
IRF3,0.15337,0.16792,-0.00247,8.66230E-07,FALSE
IRF4,0.17554,0.19152,-0.00858,1.02300E-20,FALSE
IRF7,0.14024,0.15371,0.00241,5.51292E-04,FALSE
IRF8,0.17728,0.19381,-0.01109,2.39674E-28,FALSE
ISL2,0.15451,0.17063,-0.00577,4.61849E-22,FALSE
ISX,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
JDP2,0.24227,0.27573,-0.10147,4.05611E-107,FALSE
JUN::JUNB,0.2453,0.34189,-0.49973,1.40826E-205,TRUE
JUN::JUNB,0.24021,0.27443,-0.11771,1.35565E-116,FALSE
KLF1,0.31161,0.3356,-0.06289,3.66162E-133,FALSE
KLF11,0.34382,0.36588,-0.0508,1.27595E-109,FALSE
KLF13,0.34566,0.36412,-0.02716,1.49448E-62,FALSE
KLF15,0.44335,0.45966,0.01581,1.14283E-68,FALSE
KLF17,0.23613,0.25419,-0.03614,1.12309E-97,FALSE
KLF2,0.34187,0.36425,-0.04943,2.13725E-114,FALSE
KLF3,0.36124,0.38232,-0.04075,6.21718E-98,FALSE
KLF4,0.3018,0.3258,-0.0654,6.35992E-142,FALSE
KLF6,0.3613,0.38476,-0.06087,8.60393E-113,FALSE
KLF7,0.38755,0.40927,-0.03752,1.97132E-109,FALSE
KLF9,0.26733,0.29051,-0.06444,1.10357E-125,FALSE
LBX1,0.14691,0.16385,0.00036,9.16824E-01,FALSE
LBX2,0.14095,0.15282,0.04304,3.57233E-88,FALSE
LHX2,0.14095,0.15282,0.04304,3.57233E-88,FALSE
LHX5,0.13264,0.14933,0.00032,3.52126E-01,FALSE
LHX6,0.12453,0.14606,-0.05667,4.82726E-76,FALSE
LHX9,0.12741,0.14661,-0.0326,1.63613E-51,FALSE
LMX1A,0.12859,0.14877,-0.04342,2.05789E-70,FALSE
LMX1B,0.12939,0.14961,-0.04018,6.44816E-75,FALSE
MAF,0.22088,0.24778,-0.06486,3.16602E-93,FALSE
MAF::NFE2,0.2205,0.28965,-0.33678,5.06439E-184,TRUE
NFE2,0.2227,0.30485,-0.43059,5.14367E-196,TRUE
MAFA,0.24325,0.27508,-0.08965,3.38580E-107,FALSE
MAFF,0.16403,0.17547,0.04275,1.76222E-82,FALSE
MAFG::NFE2L1,0.22152,0.29307,-0.34913,1.28665E-190,TRUE
MAX::MYC,0.23602,0.2585,-0.06406,8.42673E-90,FALSE
MYC,0.25949,0.29113,-0.10326,4.44453E-104,FALSE
MAZ,0.27894,0.29773,-0.02936,9.21969E-95,FALSE
MEF2A,0.11178,0.12034,0.05997,4.19196E-117,FALSE
MEF2C,0.11575,0.12578,0.04268,1.76493E-104,FALSE
MEIS1,0.16735,0.1942,-0.09889,1.70693E-170,TRUE
MEIS1,0.15339,0.17395,-0.01807,2.38348E-45,FALSE
MEIS2,0.14266,0.15763,0.02148,1.71755E-58,FALSE
MEIS3,0.17523,0.19125,0.01788,1.73454E-42,FALSE
MEOX1,0.12741,0.14661,-0.0326,1.63613E-51,FALSE
MEOX2,0.13264,0.14933,0.00032,3.52126E-01,FALSE
MGA::EVX1,0.15094,0.1689,-0.02812,1.16834E-66,FALSE
MITF,0.22929,0.25952,-0.09531,1.55300E-98,FALSE
MIXL1,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
MLXIPL,0.26383,0.2965,-0.11474,1.07735E-101,FALSE
MNT,0.25955,0.29154,-0.10652,2.16281E-115,FALSE
MNX1,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
MSANTD3,0.20421,0.2268,-0.07269,7.57291E-106,FALSE
MSX1,0.14095,0.15282,0.04304,3.57233E-88,FALSE
MSX2,0.14095,0.15282,0.04304,3.57233E-88,FALSE
MXI1,0.16466,0.18387,-0.03398,9.99842E-99,FALSE
MYB,0.18131,0.19591,0.02336,3.06935E-75,FALSE
MYCN,0.28065,0.31239,-0.09779,1.17408E-97,FALSE
MYF5,0.19703,0.2163,-0.0322,1.47161E-71,FALSE
MYOD1,0.17592,0.19956,-0.09229,1.15500E-123,FALSE
MYOG,0.22689,0.24015,0.01108,5.60257E-34,FALSE
MZF1,0.18952,0.20386,-0.0011,6.57329E-02,FALSE
NEUROD1,0.18283,0.19788,-0.01712,1.31415E-59,FALSE
NEUROG2,0.17103,0.18517,-0.00637,2.90270E-26,FALSE
NFATC3,0.1643,0.17563,0.04221,2.05705E-120,FALSE
NFATC4,0.16172,0.17257,0.05083,1.52825E-99,FALSE
NFIA,0.17758,0.18596,0.09698,3.52631E-135,TRUE
NFIB,0.21748,0.22494,0.12629,4.11284E-145,TRUE
NFIC,0.18695,0.19708,0.07691,1.40914E-108,FALSE
NFIC,0.22652,0.22822,0.2051,1.40634E-158,TRUE
NFIL3,0.14318,0.14753,0.1319,5.74862E-125,TRUE
NFIX,0.17758,0.18596,0.09698,3.52631E-135,TRUE
NFIX,0.23093,0.23289,0.1881,1.39523E-152,TRUE
NFKB2,0.19481,0.21142,-0.02779,5.23298E-66,FALSE
NFYA,0.40165,0.40676,0.1195,1.55224E-122,TRUE
NFYB,0.3824,0.39769,0.04974,1.11909E-90,FALSE
NFYC,0.32642,0.33439,0.09015,4.16973E-118,TRUE
NHLH2,0.25598,0.27685,-0.04831,3.64660E-93,FALSE
NKX2-2,0.19234,0.21057,-0.03573,3.33206E-82,FALSE
NKX2-3,0.16504,0.17943,0.00682,3.37148E-14,FALSE
NKX2-4,0.16803,0.18195,0.00938,2.29563E-20,FALSE
NKX2-5,0.16912,0.1854,-0.00519,1.44467E-07,FALSE
NKX2-8,0.16803,0.18195,0.00938,2.29563E-20,FALSE
NKX6-1,0.12859,0.14877,-0.04342,2.05789E-70,FALSE
NKX6-2,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
NKX6-3,0.15566,0.17374,-0.00892,3.98892E-19,FALSE
NOTO,0.12741,0.14661,-0.0326,1.63613E-51,FALSE
NR1D1,0.17965,0.2005,-0.05737,1.11275E-100,FALSE
NR1H4::RXRA,0.18279,0.20191,0.00009,6.58432E-02,FALSE
NR1I2,0.20633,0.2247,-0.02533,6.78889E-55,FALSE
NR1I3,0.15805,0.16921,0.05554,1.28995E-84,FALSE
NR2C1,0.16575,0.19245,-0.08611,2.71057E-130,FALSE
NR2C2,0.21405,0.23479,-0.04428,7.68009E-101,FALSE
NR2C2,0.16575,0.19245,-0.08611,2.71057E-130,FALSE
NR2F1,0.15953,0.18301,-0.0672,3.51399E-110,FALSE
NR2F1,0.184,0.20776,-0.06395,6.70532E-102,FALSE
NR2F2,0.15437,0.17475,-0.0336,4.41499E-64,FALSE
NR3C1,0.18068,0.19643,0.01074,3.68644E-20,FALSE
NR3C2,0.17808,0.19378,0.01006,5.27552E-21,FALSE
NR4A1,0.16129,0.17875,-0.00283,2.18886E-06,FALSE
NR4A2,0.15896,0.17772,-0.01186,6.60378E-42,FALSE
NR4A2::RXRA,0.19144,0.21371,-0.00868,3.15702E-16,FALSE
NR6A1,0.15839,0.17461,-0.01951,3.25597E-56,FALSE
NRL,0.17548,0.18843,0.03405,3.90498E-73,FALSE
ONECUT1,0.12778,0.1308,0.15182,8.86554E-140,TRUE
ONECUT3,0.12025,0.12481,0.13115,2.59784E-134,TRUE
OSR1,0.21595,0.22525,0.05185,2.76381E-81,FALSE
OSR2,0.19683,0.21452,-0.00433,4.77327E-17,FALSE
OTX1,0.13972,0.15249,-0.00074,4.70297E-01,FALSE
OTX2,0.12965,0.14197,-0.01183,1.62378E-36,FALSE
OVOL1,0.2483,0.2637,0.04643,1.06375E-38,FALSE
OVOL2,0.26303,0.27948,0.04724,1.45027E-33,FALSE
PATZ1,0.34011,0.35832,-0.02233,1.71362E-93,FALSE
PAX2,0.2635,0.2768,0.08069,1.24550E-100,FALSE
PAX3,0.19687,0.21844,-0.01995,4.14867E-32,FALSE
PBX1,0.18386,0.19045,0.09689,2.44140E-113,TRUE
PBX2,0.13478,0.14923,0.02406,1.91943E-62,FALSE
PBX3,0.20613,0.24508,-0.18347,6.95761E-161,TRUE
PDX1,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
PHOX2B,0.10989,0.11779,0.0858,4.52437E-124,FALSE
PITX3,0.13972,0.15249,-0.00074,4.70297E-01,FALSE
PKNOX1,0.19603,0.23328,-0.17535,1.81289E-156,TRUE
PLAGL2,0.22902,0.24582,-0.02808,3.45704E-69,FALSE
POU1F1,0.1489,0.1557,0.09972,1.37740E-127,TRUE
POU2F1,0.1654,0.17044,0.12649,1.34178E-135,TRUE
POU2F2,0.15482,0.16136,0.11158,3.77437E-133,TRUE
POU2F3,0.15883,0.16527,0.10652,1.23026E-129,TRUE
POU3F1,0.14658,0.15151,0.12584,1.22528E-140,TRUE
POU4F1,0.13091,0.14138,0.0583,8.15722E-114,FALSE
POU4F2,0.13419,0.14459,0.05857,7.18570E-106,FALSE
POU4F3,0.13195,0.1427,0.05548,2.55198E-106,FALSE
POU5F1,0.15643,0.16398,0.08623,4.01457E-126,FALSE
POU6F1,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
POU6F1,0.16866,0.18908,-0.02435,1.07474E-57,FALSE
POU6F2,0.15868,0.17951,-0.03125,1.53470E-68,FALSE
PPARA::RXRA,0.16855,0.18807,-0.02367,1.53915E-68,FALSE
PPARD,0.17825,0.19886,-0.03488,1.47017E-71,FALSE
PPARG,0.17381,0.19823,-0.08004,9.47135E-110,FALSE
PRDM1,0.17283,0.18893,-0.02258,4.02113E-66,FALSE
PRDM9,0.23218,0.25152,-0.04322,7.86992E-117,FALSE
PRRX1,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
PRRX2,0.12741,0.14661,-0.0326,1.63613E-51,FALSE
RARA::RXRG,0.20186,0.22787,-0.09274,7.30527E-114,FALSE
RARB,0.20365,0.22893,-0.06296,3.00290E-85,FALSE
RARG,0.18984,0.21366,-0.05739,2.89101E-77,FALSE
RAX,0.14095,0.15282,0.04304,3.57233E-88,FALSE
RAX2,0.14095,0.15282,0.04304,3.57233E-88,FALSE
RBPJ,0.18944,0.20377,0.00704,2.96985E-42,FALSE
RELB,0.19432,0.21033,-0.00644,8.54403E-10,FALSE
REST,0.2268,0.24326,-0.02695,1.78499E-75,FALSE
RFX2,0.23113,0.24718,0.00524,9.20696E-07,FALSE
RFX4,0.2406,0.25673,0.00588,2.40856E-08,FALSE
RFX5,0.23494,0.25109,0.00825,2.16726E-19,FALSE
RFX7,0.24249,0.25545,0.02392,3.85194E-39,FALSE
RHOXF1,0.13972,0.15249,-0.00074,4.70297E-01,FALSE
RORA,0.15105,0.16975,-0.02097,5.08256E-53,FALSE
RORB,0.15846,0.17712,-0.00998,6.90512E-24,FALSE
RORC,0.16388,0.18249,-0.01355,1.19576E-34,FALSE
RREB1,0.18699,0.206,-0.05004,6.01917E-118,FALSE
RUNX3,0.16439,0.18546,-0.06388,6.90999E-106,FALSE
SATB1,0.13057,0.14358,0.02889,8.56090E-50,FALSE
SCRT1,0.17495,0.1959,-0.07615,2.48859E-107,FALSE
SCRT2,0.17444,0.19607,-0.07008,3.53455E-105,FALSE
SHOX,0.14095,0.15282,0.04304,3.57233E-88,FALSE
SIX1,0.16658,0.17945,0.02625,2.40293E-62,FALSE
SIX2,0.16611,0.17767,0.04366,7.78649E-86,FALSE
SMAD2,0.20107,0.22001,-0.0424,2.13208E-105,FALSE
SNAI1,0.19397,0.2203,-0.13115,4.84338E-139,FALSE
SNAI2,0.15845,0.18487,-0.13247,1.48119E-143,TRUE
SNAI3,0.16396,0.18775,-0.11541,1.73769E-142,TRUE
SOHLH2,0.23311,0.26383,-0.11031,1.03973E-100,FALSE
SOX10,0.16522,0.1815,0.00233,5.03068E-07,FALSE
SOX12,0.17195,0.18509,0.03485,1.48051E-58,FALSE
SOX13,0.17021,0.18931,-0.03228,2.66739E-56,FALSE
SOX14,0.16623,0.18486,0.00134,1.56904E-01,FALSE
SOX15,0.14543,0.16588,-0.04861,1.38267E-71,FALSE
SOX4,0.16765,0.19108,-0.04677,1.10661E-98,FALSE
SOX8,0.15653,0.17984,-0.0494,1.06121E-80,FALSE
SOX9,0.15373,0.17427,-0.03445,7.32560E-76,FALSE
SP3,0.40576,0.4282,-0.04214,1.15400E-102,FALSE
SP5,0.23689,0.25663,-0.0469,5.10770E-134,FALSE
SP8,0.31679,0.33654,-0.0379,9.77089E-100,FALSE
SP9,0.3943,0.41414,-0.02393,1.59440E-83,FALSE
SPIB,0.19789,0.21831,-0.03924,9.81653E-98,FALSE
SPIC,0.16849,0.18396,0.00858,2.07330E-25,FALSE
SREBF1,0.16353,0.19479,-0.1513,5.05867E-131,TRUE
SRY,0.13315,0.14877,-0.00249,1.31193E-01,FALSE
STAT1,0.19092,0.20511,0.0302,1.66332E-78,FALSE
STAT1::STAT2,0.14942,0.163,0.00964,5.14715E-46,FALSE
STAT3,0.17876,0.19167,0.02705,8.86055E-81,FALSE
TAL1::TCF3,0.16759,0.17846,0.01312,8.11062E-37,FALSE
TBR1,0.15268,0.17719,-0.10722,1.50948E-129,FALSE
TBX18,0.16048,0.18277,-0.09872,7.88999E-135,FALSE
TBX19,0.1572,0.17848,-0.06004,2.84200E-82,FALSE
TBX2,0.15588,0.1814,-0.11986,9.45877E-132,FALSE
TCF12,0.19397,0.2203,-0.13115,4.84338E-139,FALSE
TCF21,0.16802,0.17488,0.04014,2.91916E-62,FALSE
TCF4,0.18554,0.21023,-0.1161,2.00748E-136,FALSE
TCF7,0.14666,0.162,0.0009,8.55584E-02,FALSE
TCF7L2,0.14206,0.15712,0.00038,8.62801E-01,FALSE
TCFL5,0.39324,0.40816,0.02197,9.06677E-46,FALSE
TEAD1,0.18511,0.20629,-0.02342,7.03613E-66,FALSE
TEAD2,0.19989,0.22259,-0.03646,5.31562E-81,FALSE
TEAD4,0.182,0.20319,-0.02564,2.70040E-77,FALSE
TFAP2A,0.28679,0.30141,-0.0063,1.52450E-24,FALSE
TFAP2A,0.25134,0.2708,-0.03796,2.31924E-90,FALSE
TFAP2B,0.26558,0.28065,-0.00745,5.13168E-30,FALSE
TFAP2B,0.28652,0.29941,0.00762,2.14799E-25,FALSE
TFAP2C,0.26592,0.28094,-0.00762,1.53957E-28,FALSE
TFAP2C,0.23591,0.25185,-0.01684,1.81090E-67,FALSE
TFAP2E,0.2751,0.28974,-0.0056,1.51795E-16,FALSE
TFAP4::ETV1,0.26535,0.28578,-0.02798,2.01741E-71,FALSE
TFAP4::FLI1,0.22044,0.23841,-0.01437,6.20505E-51,FALSE
TFCP2,0.18123,0.19614,0.0242,3.38614E-42,FALSE
TFDP1,0.39925,0.41724,0.00346,2.37681E-05,FALSE
TFEB,0.21305,0.24371,-0.09702,2.73195E-112,FALSE
TFEC,0.2503,0.28386,-0.11949,2.87340E-115,FALSE
THAP1,0.21993,0.24153,-0.05233,8.18154E-111,FALSE
THRA,0.18373,0.20623,-0.07712,4.84766E-123,FALSE
THRB,0.18865,0.20937,-0.03774,3.32470E-78,FALSE
THRB,0.20877,0.23494,-0.0997,3.77762E-106,FALSE
THRB,0.18145,0.20927,-0.11551,1.08451E-136,FALSE
TLX2,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
TP73,0.19228,0.21707,-0.08339,2.51557E-101,FALSE
TRPS1,0.12526,0.15617,-0.16307,1.42796E-137,TRUE
TWIST1,0.17081,0.18824,-0.03017,8.66917E-73,FALSE
UNCX,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
USF1,0.18847,0.22055,-0.12602,5.63968E-130,FALSE
USF2,0.29205,0.32807,-0.11429,5.86115E-98,FALSE
VAX1,0.12741,0.14661,-0.0326,1.63613E-51,FALSE
VAX2,0.1275,0.14496,-0.01535,8.74968E-46,FALSE
VEZF1,0.20567,0.22351,-0.0563,6.51275E-108,FALSE
VSX1,0.12741,0.14661,-0.0326,1.63613E-51,FALSE
VSX2,0.12741,0.14661,-0.0326,1.63613E-51,FALSE
XBP1,0.30587,0.34161,-0.09725,3.20589E-90,FALSE
YY2,0.36604,0.38763,-0.02531,3.11969E-36,FALSE
ZBED1,0.26054,0.27559,-0.00007,4.67393E-01,FALSE
ZBED2,0.23328,0.24818,0.02053,2.25056E-26,FALSE
ZBTB12,0.19009,0.20199,0.0114,7.99395E-32,FALSE
ZBTB14,0.40184,0.41605,0.01264,2.04346E-36,FALSE
ZBTB18,0.15571,0.17497,-0.04452,2.16864E-95,FALSE
ZBTB26,0.18239,0.20005,-0.02068,1.17828E-62,FALSE
ZBTB33,0.45114,0.4679,0.01724,3.54767E-20,FALSE
ZBTB6,0.21092,0.22731,-0.02967,9.59241E-86,FALSE
ZBTB7A,0.36343,0.39351,-0.05541,2.77111E-95,FALSE
ZBTB7B,0.22627,0.2395,-0.00511,2.00181E-07,FALSE
ZBTB7C,0.22522,0.23773,-0.00479,3.34015E-11,FALSE
ZEB1,0.16904,0.19681,-0.1491,2.06332E-174,TRUE
ZFP42,0.2158,0.23416,-0.02887,4.48617E-64,FALSE
ZFP57,0.31449,0.32926,0.04783,1.93157E-55,FALSE
ZIC4,0.27955,0.29232,-0.0048,2.79462E-15,FALSE
ZIC5,0.29633,0.30909,-0.00144,4.63119E-02,FALSE
ZIM3,0.14909,0.16208,0.01497,2.09723E-60,FALSE
ZKSCAN1,0.18374,0.19326,0.02048,2.33545E-44,FALSE
ZKSCAN3,0.24185,0.25917,-0.03987,2.47745E-88,FALSE
ZKSCAN5,0.21036,0.23415,-0.08329,1.43326E-136,FALSE
ZNF140,0.19235,0.20446,0.03635,3.86256E-81,FALSE
ZNF148,0.31789,0.33603,-0.01995,5.43780E-85,FALSE
ZNF16,0.22067,0.23946,-0.03466,1.05500E-87,FALSE
ZNF189,0.19848,0.21327,-0.00037,5.11117E-01,FALSE
ZNF211,0.12402,0.12983,0.05913,3.74577E-82,FALSE
ZNF214,0.16428,0.18142,-0.00581,3.29293E-14,FALSE
ZNF257,0.22571,0.24259,-0.02671,1.34045E-89,FALSE
ZNF263,0.24479,0.26579,-0.04962,1.79174E-103,FALSE
ZNF274,0.17232,0.19129,-0.03657,2.28512E-76,FALSE
ZNF281,0.30541,0.32254,-0.01604,8.97731E-75,FALSE
ZNF282,0.18325,0.1968,0.00415,9.66562E-10,FALSE
ZNF317,0.20437,0.2176,0.00638,8.90316E-30,FALSE
ZNF320,0.24706,0.26309,-0.02401,8.96191E-81,FALSE
ZNF324,0.17681,0.19457,-0.02928,3.38646E-78,FALSE
ZNF331,0.24937,0.26351,-0.00276,1.47340E-09,FALSE
ZNF341,0.2074,0.2205,0.02178,1.90746E-60,FALSE
ZNF343,0.28739,0.30201,0.00053,6.20465E-01,FALSE
ZNF354A,0.11365,0.1215,0.06941,1.15615E-125,FALSE
ZNF384,0.11654,0.12814,0.02525,7.26413E-85,FALSE
ZNF410,0.14448,0.15442,0.04742,4.94004E-82,FALSE
ZNF416,0.18615,0.20102,-0.0064,5.29875E-27,FALSE
ZNF417,0.38986,0.39414,0.06766,1.03262E-85,FALSE
ZNF449,0.23519,0.25458,-0.04021,3.31542E-92,FALSE
ZNF454,0.30385,0.31722,0.00522,6.31233E-25,FALSE
ZNF530,0.25338,0.27141,-0.03393,3.84598E-100,FALSE
ZNF549,0.24126,0.25592,-0.01934,4.80792E-78,FALSE
ZNF574,0.28061,0.29507,-0.01205,1.64524E-40,FALSE
ZNF582,0.16908,0.1836,0.00682,5.86916E-26,FALSE
ZNF610,0.39496,0.40618,0.03995,6.79391E-92,FALSE
ZNF652,0.15004,0.16459,0.00463,4.79695E-11,FALSE
ZNF667,0.17474,0.18901,-0.00032,4.40951E-01,FALSE
ZNF675,0.17673,0.19398,-0.02085,1.17284E-61,FALSE
ZNF680,0.14841,0.1652,-0.01368,1.90544E-47,FALSE
ZNF682,0.30971,0.32616,-0.0145,6.02594E-56,FALSE
ZNF684,0.21402,0.23429,-0.04882,6.95401E-104,FALSE
ZNF692,0.23974,0.25541,-0.02971,6.39185E-75,FALSE
ZNF701,0.23176,0.24867,-0.02282,4.56448E-86,FALSE
ZNF708,0.21498,0.23244,-0.03813,8.27612E-90,FALSE
ZNF740,0.2402,0.26235,-0.0606,2.20581E-112,FALSE
ZNF76,0.26591,0.28177,-0.00888,1.83349E-29,FALSE
ZNF768,0.19602,0.21397,-0.03453,2.23754E-100,FALSE
ZNF784,0.17544,0.19358,-0.06431,8.69795E-88,FALSE
ZNF816,0.21365,0.23517,-0.06203,7.73361E-108,FALSE
ZNF85,0.16205,0.17889,-0.01821,1.18365E-53,FALSE
ZNF93,0.34589,0.3573,0.02384,3.15405E-72,FALSE
ZSCAN29,0.22124,0.23413,0.00289,1.58382E-04,FALSE
ZSCAN31,0.21123,0.22684,0.00567,1.57843E-11,FALSE
Spz1,0.16579,0.17861,0.00026,9.68088E-01,FALSE
Sox7,0.16269,0.18489,-0.04186,8.72722E-89,FALSE
Ebf4,0.20643,0.22615,-0.04221,2.43635E-95,FALSE
Hand1,0.21168,0.22821,-0.02481,6.54487E-73,FALSE
Hmga1,0.10869,0.11427,0.09662,1.06622E-133,TRUE
Zfp809,0.20322,0.21859,-0.01404,1.27195E-58,FALSE
Zfp961,0.32952,0.33516,0.04786,4.04929E-89,FALSE
Nr1h3,0.16575,0.19245,-0.08611,2.71057E-130,FALSE
Ppara,0.15437,0.17475,-0.0336,4.41499E-64,FALSE
Nanog,0.1684,0.17905,0.04538,1.63694E-66,FALSE
Zbtb2,0.41645,0.44719,-0.04315,6.59346E-71,FALSE
Ahr::Arnt,0.29923,0.31765,-0.00517,3.44370E-27,FALSE
Alx1,0.12838,0.14955,-0.05624,1.63034E-82,FALSE
Alx4,0.13773,0.15601,-0.03258,3.50283E-51,FALSE
Ar,0.19514,0.21332,-0.00241,2.47957E-02,FALSE
Arid3b,0.12582,0.13702,0.04972,3.92046E-89,FALSE
Arid5a,0.12442,0.12695,0.1601,3.02617E-127,TRUE
Arntl,0.26705,0.30311,-0.13739,6.43931E-118,FALSE
Arx,0.13588,0.15344,-0.01786,7.51908E-37,FALSE
Atf3,0.24276,0.34046,-0.50505,2.26113E-209,TRUE
Atoh1,0.13031,0.13826,0.05362,3.11108E-76,FALSE
Atoh1,0.18456,0.19604,0.01353,6.92323E-42,FALSE
Bach1::Mafk,0.23409,0.29874,-0.29992,5.11385E-183,TRUE
Jun,0.23579,0.32953,-0.4894,9.87578E-211,TRUE
Bcl11B,0.16829,0.18821,-0.05102,1.55447E-102,FALSE
Bhlha15,0.21153,0.22755,-0.00852,1.50254E-31,FALSE
Creb5,0.24165,0.2738,-0.09385,6.26731E-102,FALSE
Crx,0.13972,0.15249,-0.00074,4.70297E-01,FALSE
Hoxa13,0.1378,0.1438,0.11444,1.03619E-124,TRUE
Dlx2,0.15137,0.16616,0.0273,4.85007E-58,FALSE
Dlx3,0.14095,0.15282,0.04304,3.57233E-88,FALSE
Dlx4,0.14095,0.15282,0.04304,3.57233E-88,FALSE
Dlx5,0.13701,0.15127,0.0222,2.62676E-46,FALSE
Dmbx1,0.15097,0.16408,0.01461,2.55656E-29,FALSE
Dmrt1,0.13857,0.14746,0.07218,3.04460E-102,FALSE
Dux,0.15699,0.17527,-0.01741,8.36872E-45,FALSE
Ebf2,0.204,0.22334,-0.03808,4.81903E-91,FALSE
Elf5,0.18686,0.2083,-0.04387,8.31505E-110,FALSE
Foxo1,0.1819,0.20184,-0.00871,3.32656E-24,FALSE
Erg,0.22019,0.24391,-0.04662,1.94681E-111,FALSE
Esrrg,0.16318,0.18288,-0.03124,9.27753E-73,FALSE
Foxf1,0.1819,0.20184,-0.00871,3.32656E-24,FALSE
Foxj3,0.14892,0.16558,0.00372,8.71600E-10,FALSE
Foxl2,0.15264,0.16574,0.04616,6.88255E-99,FALSE
Foxo3,0.1819,0.20184,-0.00871,3.32656E-24,FALSE
Gata3,0.12463,0.15598,-0.16732,2.88471E-141,TRUE
Gfi1B,0.17656,0.19187,0.00102,9.46634E-03,FALSE
Gli1,0.18919,0.20801,-0.05517,6.49549E-97,FALSE
Gli2,0.18928,0.20777,-0.05446,2.58073E-99,FALSE
