"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"EPHX4",55.4110912926201,-0.843858357739021,0.420815402119995,0.000841616699325017,0.00532664901839709
"EPM2A",60.2330971835624,-0.35207590233386,0.260866679634355,0.0516794620836973,0.137705828542436
"EPM2AIP1",454.432859479488,0.263459894408507,0.135552606623154,0.0307688460905832,0.0935016415761239
"EPN1",3482.73290997992,0.0094251351434222,0.128705644470232,0.935968054094861,0.96896970370295
"EPN2",830.204044808365,0.290845478180111,0.114018633770996,0.00595129122850768,0.0263217760882703
"EPN3",8.11117174201332,0.00740885748724003,0.402415421161158,0.95637577096428,0.979569170416253
"EPOR",74.6926884840431,0.534580270402767,0.313491422384654,0.00825237525096452,0.0340217006476203
"EPPK1",1813.61962239798,0.647835806333154,0.184420419917605,2.26962876114601e-05,0.000262352413058013
"EPS8",974.457184096859,0.0855218329546979,0.150450633541425,0.518050157950133,0.685584727378961
"EPS8L1",151.477988186072,0.137338818897391,0.177530691615614,0.353557761796069,0.534271921142728
"EPS8L2",1176.21058892744,0.219645164295977,0.119528563502941,0.0462028361507509,0.126746607570443
"EPS15",1681.0904664111,0.11536725148849,0.0972778622169115,0.211276110405769,0.381161473886659
"EPS15L1",840.823806168235,0.387784251465508,0.111967112941172,0.000190481404457653,0.00157573864332711
"EPSTI1",134.636536499154,-0.0411580328653296,0.451340337667514,0.730992755736984,0.849205105600972
"EPX",1.98604456357277,-0.1575685161199,0.555105255726258,0.227619728865296,0.39930048205303
"ERAL1",515.330214745131,-0.161798176274985,0.130563594083632,0.172337502447629,0.331923467857408
"ERAP1",1846.66174143715,0.267820554541056,0.198753673006518,0.0911952623381635,0.210109287225
"ERAP2",178.929415413108,0.19873374300188,0.302424569216924,0.263011053140393,0.441712790786734
"ERBB2",533.655449672636,-0.326274291269458,0.301309022805715,0.0814071948873155,0.192903291375692
"ERBB3",128.492726128688,0.0792738709090352,0.222633003031748,0.631863986787646,0.777782443469806
"ERBB4",14.4842656558824,-0.212003079062984,0.49417508337975,0.174420412236992,0.334366510946695
"ERC1",2082.82660434255,0.404769568549666,0.124277259911865,0.000358242762826744,0.00264442738785968
"ERC2",14.1016588272685,0.105817808095768,0.326564668383397,0.526082921191498,0.692443331685189
"ERCC1",1547.41902522051,-0.379345074133452,0.0855920480875024,3.63282672855263e-06,5.50409021192525e-05
"ERCC2",236.172756031892,0.0265705529214211,0.195616496056628,0.864984083018695,0.929126557682507
"ERCC3",664.798111598433,-0.0438130047734548,0.136453140455848,0.721457625645453,0.842789384048796
"ERCC4",349.776055400279,-0.196261837777293,0.144992481601125,0.127011511578069,0.266412513228279
"ERCC5",829.029009237953,0.305607535504327,0.155138400375446,0.0236568367409668,0.0768588214870257
"ERCC6",355.630287143051,0.356024946406573,0.180064469768306,0.0173671813539466,0.0607939149113884
"ERCC6L",231.481817220695,0.0891058005462723,0.153673253224603,0.507220823900518,0.675107661752581
"ERCC6L2",315.155480600082,0.947492111192148,0.186657964533033,2.76675654857101e-09,1.07623721024189e-07
"ERCC8",75.9209632861335,-0.0445213186651528,0.218184306231235,0.786119419258419,0.88261567357634
"EREG",4.46655645021337,-0.181040362713229,0.763387206630173,0.137868724588045,0.282929178733735
"ERF",1795.81744620834,0.0600544035001859,0.115351487002293,0.575044080587799,0.734207120411197
"ERGIC1",13785.7682648699,-0.214844505832921,0.0862288958919595,0.0093465754052716,0.0375163409310728
"ERGIC2",612.113355113799,-0.154679355744401,0.119734054529254,0.161343950028286,0.31601627233706
"ERGIC3",2132.86892332877,-0.44979626546774,0.126415370645493,9.07266369736796e-05,0.000849481047201836
"ERH",964.243360615008,-0.562676397702605,0.0965919830988058,6.54844721843841e-10,2.99283488715957e-08
"ERI1",463.680387661873,-0.19007328993249,0.14161416503671,0.132436183225819,0.274588451162022
"ERI2",234.502440102564,-0.221922624102621,0.155264522661509,0.100837746121856,0.225662751825382
"ERI3",666.583463361061,-0.545273789949699,0.129431141448767,3.13929665689952e-06,4.84108909852389e-05
"ERICH1",375.312027870777,0.339787658516514,0.210957581672119,0.0386420695345704,0.110767000396343
"ERICH2",3.207855237743,0.0193694665614736,0.457777347767625,0.866275916302569,0.92979296922632
"ERLEC1",855.199503000429,-0.18628414774913,0.117111450717998,0.0855928675564198,0.200331550323528
"ERLIN1",1074.03353363958,-0.0923315109070461,0.112770322093059,0.379445746139339,0.559710768272003
"ERLIN2",1606.77866066951,-0.246914086102595,0.14155452820826,0.0503936748919992,0.135294999981467
"ERMAP",247.044785470516,-0.121096985353212,0.160189908689827,0.381420744076601,0.561427982990304
"ERMARD",153.510960898997,-0.0557523830220814,0.176769544835675,0.705606424015572,0.831560932814462
"ERMP1",1281.77274793298,1.06474682833691,0.134962960295747,1.74879607388381e-17,3.97005377559722e-15
"ERN1",380.506839058341,0.469969502179145,0.201145597636134,0.00347807909185209,0.0171038491704431
"ERN2",2.43247007752729,0.0502452449070632,0.425664304167555,0.699362389659782,0.826698281861602
"ERP29",2041.54348982827,-0.0200476609011562,0.114769239437698,0.850927783727037,0.922038180676996
"ERP44",908.07357112343,0.661801969936799,0.136500725928832,5.86920114321536e-08,1.53642150153585e-06
"ERRFI1",5076.98180941996,0.0444184357436257,0.0936814356733834,0.618740825735708,0.768203925432539
"ERV3-1",238.491004271237,0.986851383898627,0.25713209454575,9.76889104635002e-07,1.77067543468397e-05
"ERVFRD-1",23.4107544966911,0.875762936905928,0.553244146103943,0.00199486539379687,0.0108802268504526
"ERVMER34-1",7.47964617708533,0.00402016894372769,0.401659168666913,0.976363534750174,0.989092094872685
"ERVW-1",26.4256766403298,1.08103124220232,0.576841239039359,0.000578207998153762,0.00392116765839045
"ESAM",255.149127906497,-0.172012288494799,0.315971431050046,0.324700529982223,0.505389787478231
"ESCO1",421.710953780232,0.171973213198586,0.160414903381586,0.214230731793186,0.384582210768996
"ESCO2",311.045127389714,-0.157846769624939,0.151948824389006,0.236069141343562,0.409249558002711
"ESD",594.700860278144,-0.0405511034455513,0.119403370609254,0.71310939030765,0.837018040089874
"ESF1",272.994233135485,0.0585242189641905,0.168621141564657,0.682831549551157,0.815792537156796
"ESPL1",517.673893034216,0.689485028559999,0.207307772987302,3.24904376831131e-05,0.000356627542950831
"ESPN",153.091451639238,1.6219793545522,0.34089407184019,2.36286296270206e-08,7.11324484945611e-07
"ESPNL",20.7914454404583,0.0465037121551061,0.330383200289202,0.773521747986107,0.874426870702989
"ESR2",13.8271961104206,0.343973430130719,0.443956234616138,0.0763508467379304,0.183879395761193
"ESRP1",50.7369069124952,0.386860445373127,0.399412677679842,0.0545608412260523,0.143751622773663
"ESRP2",161.87801873457,0.472864665947866,0.280636595079688,0.0131678661808242,0.0492983175808931
"ESRRA",809.745321340529,-0.00437143773997845,0.104447998933478,0.964542904873692,0.983505643670635
"ESRRG",23.4601170387025,-0.258179338962742,0.481647025968368,0.131000640944297,0.272591566611064
"ESYT1",3033.03258946531,-0.233794700701314,0.134882180390527,0.0544238052386403,0.143472464295582
"ESYT2",5325.7327188008,0.0169036510485082,0.0862339989686606,0.838208179500793,0.914913843282078
"ESYT3",126.795469989355,0.0750812856242731,0.197103010483838,0.632392001808035,0.778155717170577
"ETAA1",492.441788421525,0.305072759080594,0.108253851760082,0.00255154951823027,0.0133436018611982
"ETF1",3189.65811039857,-0.442673498340537,0.102506893401197,4.17147788177061e-06,6.20479330899671e-05
"ETFA",731.473142093308,-0.354528953477053,0.133794789015348,0.00326447165948218,0.0162905958704538
"ETFB",1137.43701354568,-0.42168783515765,0.141613886442096,0.000808772769020279,0.00516138731301081
"ETFDH",143.122078394885,-0.124044533757453,0.195377633539652,0.427689959215015,0.604969413198113
"ETHE1",69.7505953431261,-0.483970061264015,0.33096910608322,0.0172228920579607,0.0605182971881856
"ETNK1",1506.93259800145,0.02095965537173,0.163423486544757,0.881225517839793,0.938710262772152
"ETNK2",412.757929793177,-0.286132870782734,0.197440207538519,0.0702735047882534,0.173219561108532
"ETS1",2015.26404819226,0.0613126226556705,0.24490337004885,0.717668933822214,0.840801979320645
"ETS2",705.928841408764,-0.48132167976241,0.135762248402083,7.6158146728444e-05,0.000730358736769732
"ETV1",1003.12292533362,-0.38425278769217,0.146977290327983,0.00302952025820986,0.0153112396115657
"ETV2",7.92982299450061,-0.0443240965625759,0.379136709047138,0.762135614608452,0.868363894344403
"ETV3",745.690361454238,-0.126934991264041,0.114753504075864,0.233705047235141,0.406801795213197
"ETV4",173.037446150713,0.621370388266921,0.299408890403807,0.00216023746753452,0.0116219768649643
"ETV5",2639.92592758446,-0.552650149711806,0.174846873728656,0.000169707943295087,0.00142517622725917
"ETV6",1348.73233806818,0.133072005249127,0.105281152869812,0.178688778384346,0.34013501073078
"ETV7",47.2785469955205,-0.395888285956771,0.613153002419278,0.0454811013217505,0.125337769373851
"EVA1A",98.992859819422,0.0793367057832797,0.268683062884225,0.643453787952744,0.787193399414277
"EVA1B",972.712713512102,-0.0937377187350097,0.134597921572965,0.440583277060151,0.61677282193603
"EVA1C",73.6083829868865,-0.408161127542286,0.260683997864174,0.0255390020060035,0.0813020919032497
"EVC",903.419525091298,0.40112858350588,0.211223097175074,0.015045985432557,0.0545722384154135
"EVC2",4.45904359097266,-0.264985517700237,0.854222501104754,0.0748150380270413,0.181125637517215
"EVI2A",45.8383346750215,0.423739782598472,0.54810988479751,0.0412335423061169,0.116378575201276
"EVI2B",54.9257592774422,0.786305974067482,0.436282152076468,0.00173177786455368,0.00971310646753316
"EVI5",530.300780701066,0.184119249746876,0.1693809264324,0.200021406589708,0.367036510868828
"EVI5L",426.729796898023,-0.0926341496407079,0.121011643745308,0.406057006498889,0.585188617545698
"EVL",213.867143693751,0.387249435521993,0.341989599830897,0.0493992820142964,0.133323061820813
"EVPL",624.755999041777,0.771078585641596,0.29935684646837,0.000231923222568358,0.00185589653000223
"EWSR1",3425.69874751075,-0.106009164804425,0.126884378138134,0.360434681232551,0.540831115753178
"EXD2",300.39806544844,0.264658350809148,0.135564418852401,0.0300243772673471,0.0917870322505517
"EXD3",72.33794167405,0.706839197164989,0.323083316113566,0.000979382830336979,0.006031127054623
"EXO1",269.900171311803,-0.461486051312315,0.237003809404685,0.00882087253908786,0.0359692116964925
"EXO5",79.0165364216039,-0.109935823412704,0.213682332638611,0.500297980197966,0.669254871501297
"EXOC1",444.247470844545,0.261137860576671,0.139555107152978,0.0363789297395386,0.105790722182514
"EXOC2",878.789718692058,0.0714225154775023,0.111058250666129,0.490975096399406,0.66086927827945
"EXOC3",849.891858880835,-0.212562688493187,0.140295221989418,0.0900295412231027,0.208274154169316
"EXOC3L1",25.3997252964334,-0.308509230065159,0.38745470751781,0.103335950841465,0.229704726600338
"EXOC3L2",9.39720621353996,1.02986456573506,1.82479373100327,0.005239458911416,0.0237111199363689
"EXOC3L4",5.42401214255495,0.0733336665644051,0.541692851379001,0.48749495411927,0.657492322027323
"EXOC4",1929.16565971007,0.0674298240539284,0.119675354301513,0.541655682464574,0.705232031851206
"EXOC5",1094.32700121835,-0.0848343224379513,0.11241519585915,0.418119626979285,0.59520154136607
"EXOC6",289.82897036667,-0.031596158388384,0.154210711457777,0.814571735934249,0.900397115672904
"EXOC6B",628.36178553262,0.211182147327163,0.128635376332103,0.0712286697418921,0.174889116770518
"EXOC7",2088.6189975085,-0.0908524316348006,0.156951677627323,0.505362827631029,0.674401506893562
"EXOC8",837.322287269599,0.191476260646476,0.0947670194351813,0.0335302383221765,0.0997051192367403
"EXOG",81.242325223973,0.0554448506848724,0.223547862385491,0.737671008787915,0.854298560536412
"EXOSC1",234.267308540224,-0.396603316953237,0.161835761741154,0.00436529043806191,0.0205056112572189
"EXOSC2",273.974279479837,0.296218258279252,0.192827181871679,0.057558294265842,0.149068123993525
"EXOSC3",237.137530363878,0.191177520146984,0.178771101950641,0.19870501380603,0.365475764535251
"EXOSC4",239.582214723055,-0.735421678373916,0.189422307917724,2.66383539310867e-06,4.22068564345181e-05
"EXOSC5",259.566511600054,-0.178762042159684,0.135717452224551,0.143629782148984,0.291341031668248
"EXOSC6",543.670520174101,-0.0231713158325785,0.121364621065248,0.835811694813475,0.913810228152298
"EXOSC7",144.4478602866,-0.328274351163834,0.175077386485144,0.0254460767081455,0.0810994868249481
"EXOSC8",256.915243577498,-0.275389470200544,0.159690054976003,0.0458879856914813,0.126132756223826
"EXOSC9",171.870325587461,-0.245120515735715,0.188295334006706,0.110586818998404,0.240825014859239
"EXOSC10",604.611200203099,-0.0699080443110754,0.137652468491053,0.572046333000447,0.731323635468075
