"B_cells","Cytotoxic_cells","Dendritic_cells","Eosinophils","Macrophages","Mast_cells","NK_cells","Neutrophils","T_cells_CD4","T_cells_CD8","T_cells_gamma_delta","T_regulatory_cells","Macrophages_M1","Macrophages_M2","Endothelial","Fibroblasts","Monocytes","Plasma_cells","Immune_Score","SampleID"
-0.0532622854449429,-0.129815930822603,0.0887757921534088,0.0245699573128203,0.184297905155409,0.000532180124658011,-0.123104626324129,0.0501242516439246,-0.00871411508405802,-0.0516730342130565,-0.0673521862495786,-0.0951819567617212,0.0772028348839843,0.0876574233907352,0.608378132283569,-0.0872878343253012,0.148261516373876,-0.0104254224448915,0.0447370927070294,"K023_R2"
-0.0716607474498907,-0.117419024660897,0.119119671356411,0.0424085880524998,0.202642664196404,-0.0166713583073829,-0.108027965379822,0.0605390415224903,0.000410407905518804,-0.0501683470838592,-0.0391703422272548,-0.0552542062421858,0.0883621594861003,0.141622597799099,0.566203000726559,-0.166690357457675,0.157484406638691,-0.011742433329152,0.0549913485892349,"K059_R13"
-0.0552624476751677,-0.131765001000431,0.131087056933806,0.0395461110955572,0.213181244818157,-0.0339188883000384,-0.102726972362044,0.0880006580130501,0.00699056478095825,-0.0384723737524439,-0.0335238257407198,-0.0551404202656694,0.112700373154426,0.143456882561764,0.588889799888619,-0.193713973942224,0.182884663474477,-0.0138968449622388,0.0682883288423187,"K059_R4"
0.010970044001991,0.00424080764807585,0.206588752312761,0.134683910547508,0.299326858368049,0.0779006301762049,-0.00235662724755933,0.1719967801332,0.104460938186613,0.07415982109014,0.0693329588171077,0.0607772047966988,0.206546994750632,0.232757722458328,0.635379142433824,-0.0467409561412946,0.266582477752557,0.0335820454865923,0.157159592457307,"K059_R9"
-0.0241315022424378,-0.132737951220192,0.135884158417253,0.0528451184437207,0.281803540342286,0.0468629959777033,-0.111920916282848,0.0804284556595503,-0.00485722859573242,-0.0528833223047805,-0.0382991421457227,-0.0845809083800476,0.149681613129674,0.198669777583599,0.634412164108884,0.206508018613992,0.166377777799222,-0.00871210819497394,0.077124318418322,"K066_R1"
-0.0121567464094072,-0.124381895987673,0.15200756447867,0.142754205110488,0.32264165100147,0.105082054607245,-0.0992558972124404,0.107200752914532,0.023722133482967,-0.0182231569378551,-0.0401207629522807,-0.0530851546671625,0.192705580846611,0.262921398905976,0.634040249368522,-0.023852480566852,0.204637759264742,-0.0218261003255598,0.102408043793735,"K066_R3"
-0.103507316174384,-0.227032743540937,-0.0113794409669665,-0.106686431023597,0.128091274144549,-0.120880870897018,-0.186425217552289,-0.0790310312607428,-0.12745319846094,-0.179423362453271,-0.15072410226154,-0.228958899369114,-0.00583004100612479,0.0245681346720485,0.607411153958629,0.0397437526247066,0.00832475160147738,-0.0494887155596294,-0.0456431614176299,"K066_R7"
-0.0753768739809174,-0.206460659072286,0.0662184160099853,-0.0505384180692631,0.186374257872967,-0.0442743458888059,-0.160725646229187,-0.0229307897783745,-0.0448104540129903,-0.0931619062995765,-0.111649319048636,-0.12953743119603,0.0814987962370587,0.0606593434896443,0.639693353422019,0.184905915531135,0.0780105336340781,-0.058872113623761,0.0128513652441573,"K071_R1"
-0.0528645099949975,-0.0865139905707817,0.122449622939079,0.00904463277704836,0.215289438844164,0.000262887802505565,-0.0726339901429673,0.0224305063334577,0.0206591641267018,-0.021031176792606,-0.0293337491863066,-0.0434528749048565,0.146261760124584,0.120276246881375,0.618791745013695,0.000294513240817524,0.121460837725369,-0.0095377295902387,0.0651014528632787,"K071_R10"
-0.0963696023288594,-0.138226234135832,0.0668062159215346,-0.0435392313484374,0.202673100561671,-0.00177828181728141,-0.125817673315546,-0.00613074391013419,-0.0402005929850358,-0.0772624834231292,-0.0967473103668588,-0.129153471647354,0.094703620664404,0.0905048475301836,0.627792081730446,-0.0609127992317553,0.0799001754113915,-0.0690165929892966,0.0162612452520686,"K071_R12"
-0.0689597907891804,-0.0699624641605621,0.105385403325948,0.0324968922400038,0.193047172941242,-0.00705104209037056,-0.0782681758380319,-0.0275360019957229,0.00445445241717253,-0.0257701980922514,-0.0387999183177051,-0.0584759263210536,0.117690741240919,0.0677688554849879,0.592311415499946,0.0691344193952711,0.0875085618294678,-0.0340810386204453,0.0462179029892061,"K071_R5"
-0.066929305163256,-0.0754722668902128,0.0998135822775128,0.0127580960326521,0.203574907843314,-0.00903579795946738,-0.0734861600909138,-0.00341731602448779,0.00839832737607653,-0.0254522830156611,-0.0349960197438724,-0.0455374484923323,0.115828796697166,0.096591553973285,0.605923494997182,-0.0517717878583837,0.0963866339908506,-0.0244596862188655,0.0470708553222489,"K071_R9"
-0.0968672284485774,-0.208847019676641,0.0271973040519712,-0.124692256950438,0.146069249594972,-0.0720810516639226,-0.179103125563271,-0.0716157933164492,-0.0807023209033804,-0.130685540462226,-0.149098437939427,-0.186688970868842,0.0313927620158288,-0.00337712883117278,0.640288417006597,0.0310071644945668,0.0333107111345506,-0.0964664048993478,-0.0230765636196147,"K079_R2"
-0.0743183381382597,-0.193986787390066,0.0234664239201962,-0.0693215319459107,0.151787710450488,-0.0916087552228445,-0.171842114409364,-0.0363942105079607,-0.0572849472511194,-0.1368852602625,-0.126526384922684,-0.13154124010716,0.0327412783770481,0.0182464294905791,0.622659658313456,0.153179078949975,0.0240801238081441,-0.0476509446054444,-0.0131165332798517,"K105_R3"
-0.105877143283675,-0.14415936858549,0.0385046600018171,-0.0100366749981248,0.159849185111882,-0.099167982301505,-0.155029105395615,0.00689723900093563,-0.0735580461081598,-0.11972321370653,-0.100234744378651,-0.11416619681429,0.0247777835140912,0.0156318667736207,0.491448137913869,-0.0940228680133524,0.066321743167103,-0.0533741772860366,-0.00779465784750749,"K107_R1"
-0.0585282719600814,-0.209028395160921,0.107389399254325,0.0692828407715141,0.225717534007522,0.0112238382072077,-0.162364468241892,0.0558793538296338,-0.056713337757961,-0.125013261936677,-0.0986406292919567,-0.0989213157804645,0.0999330439099845,0.108013400446338,0.582716015198616,-0.0100469835182198,0.12980790471343,-0.0625398917347686,0.0267979064219779,"K107_R7"
-0.119430549248643,-0.143917351268314,0.0143425244458674,-0.0213567475655226,0.155018347599484,-0.0787429057168323,-0.162023852745353,-0.029731892954268,-0.0830186575089232,-0.117125953957142,-0.124394956793676,-0.143768571728848,0.0288695645956498,0.0427246024032445,0.621395148196226,-0.0456895012877255,0.05507477953793,-0.0562621086359806,-0.0215285184408284,"K118_R2"
0.062018109271138,-0.113633657628847,0.168072993139773,0.129176031500215,0.273520001837072,0.132435428945989,-0.0779835389719401,0.0598945325174365,0.0562451715118692,0.00453995203847335,-0.00201830989557434,-0.0146623512684646,0.186956293887624,0.162109252541407,0.637759396772138,0.0664976648278557,0.172928447571707,0.215063316963691,0.113558208231403,"K128_R11"
-0.0459262756120245,-0.00239912769948824,0.123999619710167,-0.0180441222943956,0.214222385852423,0.00993300229072559,-0.00291485025113437,0.00255065297219737,0.0589177551654794,0.0376140133740243,0.0351022440148041,0.0400559211948412,0.152661519620975,0.0936999704411821,0.618940510909839,-0.158089724758544,0.111148526611791,-0.028984205171116,0.0854594323531322,"K128_R65"
-0.0733660248604073,-0.0877127632363228,0.0809866970123019,-0.0198445737791456,0.174425757364253,-0.064166526129921,-0.100416399888447,0.0369101407837305,-0.00833978924223866,-0.0453200350220941,-0.0554971866353455,-0.0755925598084551,0.0618621231776463,0.0681043141139081,0.641552927123827,-0.0904495580127944,0.124044733140549,-0.0571932061006369,0.0346890374888173,"K128_R73"
-0.100230351400462,-0.0993373009381396,0.0492328988403861,-0.0585314391889227,0.156897476710348,-0.052086856859844,-0.106104639219806,-0.0177057618908923,-0.0307704238210983,-0.0667635254024691,-0.0791779271621738,-0.0910569618487052,0.0437460120591726,0.0328481674082879,0.635974206018402,0.0543811539059909,0.079742431803658,-0.0552221250658429,0.00933173712795582,"K136_R2"
-0.10720768441065,-0.270938096637535,-0.00834291213748315,-0.0921699194670613,0.133604285134163,-0.144761430636959,-0.232012124731513,-0.0422333918492761,-0.137523018540833,-0.197779511778019,-0.172198132927979,-0.23249695563851,-0.00664810618962453,0.00639176143442961,0.520011189973643,-0.20459310788175,0.0245174803977896,-0.0806542682867804,-0.0563330507372538,"K136_R5"
0.00898252882850031,0.163353709471727,0.212913144645047,0.144910911442748,0.294527134023253,0.142604698497089,0.0958044023151802,0.120931328656481,0.148611917124321,0.142264449954277,0.137127224484444,0.122799557106108,0.243906981380827,0.198474704233307,0.603096942970433,-0.0059290231257847,0.199595830367677,0.0535101761353506,0.173690193699138,"K143_R1"
-0.033860521828206,0.0424186601372128,0.166081149710961,0.0899319055043144,0.261590710070247,0.0859901520632309,0.0164846974505257,0.0605432350520866,0.0757532574572099,0.0531305522717882,0.0621374229151224,0.044710107342005,0.204219921778216,0.157699278010868,0.601981198749349,-0.0569543110046551,0.146535665030192,0.00600734422631152,0.114404137473956,"K143_R2"
-0.0284342570307642,0.0170531197722091,0.130269892381061,0.0216588187363682,0.216164899528983,0.0108844570162836,-0.000293120516839646,0.00408369887970495,0.0741895533343272,0.0486774967174923,0.0307181636712319,0.0418018421449733,0.147602897803314,0.0697052729557856,0.636941184343343,0.134862102415317,0.112490179858413,0.00717894581086114,0.0943115500754702,"K150_R2"
-0.0347721988744957,0.0248758687225835,0.123992930070206,0.0102427837960918,0.239442668675783,0.0667839562847396,0.0143642047105346,0.014784044912752,0.0564313973657489,0.05288986047359,0.034400426047002,0.00433629145106241,0.156572911489264,0.127079569848261,0.61544451235044,-0.0751944209463757,0.116458138100064,-0.0392865997462003,0.0927471101733525,"K150_R3"
-0.0305252355264939,0.0273822473918899,0.128252504752799,0.0146590394387023,0.21446400412199,0.0116753741372334,-0.00255981160117091,0.00352398841542716,0.0739436357158429,0.0469661899826595,0.0298764692637634,0.0430914690288637,0.150723328126918,0.0677547186787882,0.636643652551053,0.130959173755597,0.11575907763735,0.00814574483312921,0.0939848098011689,"K150_R4"
0.00905160942759683,-0.138515538545649,0.0849405437421908,0.0307281673901456,0.192310036683301,0.0195076358419375,-0.122028728273705,0.00287373089982338,-0.00615378013786692,-0.069253946369371,-0.0575714855874419,-0.0761803298424561,0.0877714646862573,0.0770679337666157,0.518151616271835,0.164149984367987,0.0730842579457902,-0.00569112010125714,0.041987202664517,"K153_R26"
