"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"A1BG",4.71875842120116,0.409110553548486,0.741722758446826,0.0695875070779714,0.142603993898474
"A1CF",111.196715974603,-0.271192219147261,0.606046551453483,0.185342160984995,0.308431649976727
"A2M",17.8493138509289,0.182966601360512,0.619471512184896,NA,NA
"A4GALT",939.893933899696,-0.115952970537743,0.309761278982662,0.586692229072551,0.711726699530778
"AAAS",543.266535695745,-0.438013611475495,0.153606709910404,0.00172233497429483,0.00693787061556272
"AACS",1346.01830124353,-0.0714642713486161,0.20621694644997,0.681583300348734,0.785087348025629
"AADAT",32.1760527242912,-1.45124721667209,0.603066032424815,0.000158158692976157,0.000902281306553831
"AAGAB",433.944349735996,-0.787513733716471,0.131744014709138,1.6581580149432e-10,4.3594943672568e-09
"AAK1",1579.25697637619,-0.486173896571498,0.0928043596994709,5.78693958545359e-08,8.55818522314279e-07
"AAMDC",52.3951089276393,-0.456905417651653,0.21305566867196,0.0109345658859441,0.0322375901651337
"AAMP",1227.94007377951,0.0839140542397727,0.0702113532916125,0.221733836168787,0.35409299134052
"AANAT",3.35792646697594,0.189362556839241,0.496819132743912,0.363659167404991,0.505966992443846
"AAR2",577.440589127008,0.0375162744660632,0.0989285663124961,0.692422748223344,0.793028228713254
"AARD",4.08074288088417,-0.803806471306367,0.831727904786987,0.0125905519795478,0.0361681040535601
"AARS2",385.487390003626,-0.0896817758428034,0.166764068672516,0.546994418872568,0.677217086568076
"AARSD1",185.591409642836,-0.183263068362661,0.15173404013267,0.183602315881576,0.305939141323569
"AASDH",131.175971356287,-0.115635512556482,0.164171554707474,0.431579693938221,0.571773310127246
"AASDHPPT",801.971328444099,-0.0911140072717175,0.1411920255133,0.483146008646244,0.619638302691421
"AASS",45.3053568140216,-1.25082698503694,0.886283671878992,0.00203522625527625,0.00796448392569467
"AATF",805.590688549077,0.216791988950655,0.116045854078743,0.0474455038448003,0.105379850261537
"AATK",61.2569831781804,1.59479791436706,0.486446826412718,9.43647739195247e-06,7.93542988524238e-05
"ABAT",119.868377079574,-0.471894919614878,0.399945240297169,0.0554178159293801,0.119097103948452
"ABCA1",550.993150469813,-0.230327417275232,0.348936839397885,0.301355173031617,0.443106576482037
"ABCA2",3027.66249649134,0.649567514475073,0.183132732031227,5.93859825692888e-05,0.000386445341290147
"ABCA3",2937.95771481749,0.728091350126092,0.171881131990157,2.30657543357681e-06,2.25626808627285e-05
"ABCA4",5.54390270281198,-0.0344875686205273,0.514600044125119,0.847189004592175,0.905092783669859
"ABCA5",216.118353854642,-0.156317450166563,0.38610668682398,0.476239293868644,0.613700288174016
"ABCA6",0.762697529804894,-0.131645932851819,0.672904181289996,0.323384257098307,NA
"ABCA7",146.804001241109,-0.0206291834136368,0.307262657125522,0.922367048821688,0.954355049610136
"ABCA10",3.03626564805556,-0.163594608847419,0.527576825550324,0.402419621976755,0.544178578172385
"ABCA12",902.190652197694,-0.0776291593610636,0.246504575116842,0.689353076827956,0.791225359737966
"ABCA13",1.78686376651329,0.000257744060092304,0.594447910122724,0.998522042071785,NA
"ABCB1",122.166053179969,0.120538717831996,0.437295917561771,0.566827342697909,0.695310909115669
"ABCB4",3.73256903847209,0.00767057871493048,0.504364344311088,0.966381597867272,0.97944177306923
"ABCB5",2.10917905678739,-0.198673168558354,0.520108407839396,0.33279361296687,0.474959390125958
"ABCB6",680.95566461965,0.0387571885383383,0.193045904438277,0.815770100299653,0.882727182568197
"ABCB7",256.770022064629,0.440464130562504,0.116603619860096,6.46290266945531e-05,0.000415460668205906
"ABCB8",314.0193069932,-0.979980033365652,0.173233694923878,3.58739094161995e-10,8.79167022907005e-09
"ABCB9",261.584566464943,-0.274453128589552,0.131904704230095,0.0249402503026233,0.0627584094308618
"ABCB10",403.533721717358,-0.160282916520122,0.14915489099936,0.238270673210262,0.373333339323854
"ABCB11",1.76832807331821,-0.0767013322212084,0.49270606180198,0.688221955349632,NA
"ABCC1",3407.88692966702,-0.0787442153527707,0.169928060296131,0.60235278329239,0.724573930938982
"ABCC2",1457.96696212475,-0.619900901895682,0.279559466634327,0.00404496778022389,0.0141470789540756
"ABCC3",1885.8935937404,-0.071814143679999,0.215908054278009,0.68917800151207,0.791156745525023
"ABCC4",2138.62529696062,0.442115008404356,0.103165447224895,7.49190591803754e-06,6.45442039040472e-05
"ABCC5",615.136795673985,-0.236069291758362,0.226860051896444,0.203602360400644,0.332054520990902
"ABCC6",92.2850885082119,-0.786014329170788,0.673405553211934,0.0124869678547726,0.0359343985822811
