"","XP142M_TGc0","XP142T_TGc1","XP158T_TGc1","XP165T_TGc1","XP166T_TGc10","XP183M_TGc1","XP206M_TGc0","XP213T_TGc1","XP213T_TGc2","XP243T_TGc0","XP245T_TGc0","XP250T_TGc1","XP264T_TGc0","XP276T_TGc0","XP289T_TGc0","XP315Th_TGc0","XP315Th_TGc2","XP331Th_TGc0a","XP331Th_TGc0b","XP331Th_TGc1","XP369T_TGc0","XP389Th_TGc0","XP389Th_TGc2","XP394T_TGc0","XP434M_TGc0","XP469T_TGc1","XP469Th_TGc0","XP473Th_TGc0","XP473Th_TGc1","XP519T_TGc0a","XP519T_TGc0b","XP536T_TGc2","XP579T_TGc1","XP607Th_TGc1","XP685T_TGc0a","XP685T_TGc0b","XP700T_TGc1","XP700Th_TGc1","XP740T_TGc2","XP785T_TGc1","XP966T_TGc0","XP976Th_TGc1"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.28251854957089,-0.623069788609915,-0.689178735197466,-0.161100724528083,-0.163924033696179,-0.918958250796616,0.882869313763012,-0.445696970460079,-0.473895295285205,2.11438739081561,1.83708508766537,1.40671256927381,-0.700655746243769,-1.23262535476195,-0.933922350720634,0.830032963883179,0.629527247048951,0.228994730088275,0.232707105717903,0.453385464566283,2.56901496663254,0.549656388372962,0.179446604904962,-0.095049923409124,0.810152880206858,0.315172458025363,-0.540699751308572,-0.695077926872904,-1.29390933638952,-1.49591078381311,-1.65634972840017,-1.1772083949651,0.318509880961951,-0.775714674250608,0.454849740725515,0.147292975743654,0.806787573456749,1.06286555382973,-0.365433642374941,-0.255810889162656,0.598922253791762,-2.01669939779877
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",-0.649019778474793,-1.34968994164155,-1.33375105718155,-0.144279535903724,0.0537819302780634,-1.94006281687383,0.115017704420824,-0.716520238222656,-2.28270518363209,1.64213647335665,1.544737940551,0.00724865702391696,-0.580359808271871,-0.11237482166982,-1.71830787026723,-0.11402009023231,0.278365069417043,0.673460933831953,0.201598704467301,0.675429828940708,-0.0203233253223705,1.19974491980083,1.24372638155774,-0.70129091227866,-0.438036990594354,0.386079167503004,1.31760688188943,-1.24216906124079,-1.3594586348234,1.06907179686377,1.18123236738768,-0.0257734000343508,0.703177062729571,-0.955690013870791,1.55909418839036,0.978193691732607,-0.394793322603718,1.10222426473005,-0.326767940220756,0.441751953140559,0.207415398378763,-0.175700573031203
"HALLMARK_IL2_STAT5_SIGNALING",-0.641663911708429,-1.08903591775563,-1.09446359539943,0.37369503463239,-0.0336067580004345,-0.734568670470767,0.188129008306487,-0.639421064416284,-1.51503434601742,1.71694906322631,2.02066809132228,1.31803342363805,-2.48677395567547,0.0600969288990623,-1.13146691333831,-0.011595512874332,0.0804936734914083,0.504847347939048,-0.512066048089973,0.452953587826403,0.649542470943076,1.47699692443368,1.50543676011414,-0.945179833681517,-0.354823195993331,-0.275372890235179,1.19338412604617,-0.724993567119057,-0.942146410980563,0.189258295396635,0.203561826734807,-0.73157272513035,0.0477701163645986,-1.84231556899888,1.57861526118845,0.921368266645745,-0.669268171581844,0.896941957775374,0.292402192985097,0.493769699962095,0.283465552321042,-0.0730105527253243
"HALLMARK_INFLAMMATORY_RESPONSE",-1.16638808148141,-1.81252480121646,-1.66581081875731,-0.2549170741289,-0.563561300138272,-1.95452755506392,0.411680995117985,-0.88822558555496,-1.54919537704377,1.8301684438972,1.68410880710407,0.0952606333338055,-0.611086224463373,0.206879362774937,-1.54260018592553,0.253026387366953,0.319464900129901,0.950751959029467,0.465289673925823,0.701202138544394,0.327623960462844,1.761460787536,1.61790419536473,-0.443020565897098,-0.296195589409069,-0.0530790927698393,0.271141993652037,-0.486661022002522,-0.851967043915856,1.1453233109082,1.29322619752751,-0.252523246482122,0.0887772980390964,-1.55185235811148,1.23060403006659,0.66812188991519,0.0835774688534934,-0.0116740805487294,-0.290200620508063,0.743940159022176,0.15848048518731,-0.0620044543410298
"HALLMARK_INTERFERON_ALPHA_RESPONSE",-0.862992357295208,-1.22387861792152,-0.425252425838287,-0.753572241132038,-1.67617910797568,-1.02378084212551,0.887805601058605,0.379406167754923,0.271842284364793,-0.0711459417476674,2.29781013430979,-0.988648314321459,2.46118548462002,0.303023223330858,-1.14130349467859,-0.479903965194179,-0.497623801231785,-0.083850961222219,-0.0596951412712105,-0.0669626646475742,0.0790791368271972,0.168209060776319,0.185049426679612,-0.989076697501023,0.160169858592407,-0.076383018917013,-0.197897332459839,-0.664983936002025,-0.352051800687942,0.944497847707214,0.938580872627611,0.87634330596085,-1.08041337049519,-0.603931315352006,2.3530089021165,2.16369587195737,0.551805575038229,-0.270098187678748,-0.00142898126953309,0.643253008213058,-0.933955029226613,-1.13975621574244
"HALLMARK_INTERFERON_GAMMA_RESPONSE",-0.818174074877766,-1.52588157401577,-0.753747276359801,-0.830117782240256,-1.616442663145,-1.65724310458146,1.03133838337517,0.174273305372408,-0.305338398885487,0.95522530574302,2.22582400551451,-0.762831916844782,1.91025216363442,0.83111834491998,-1.39335534704348,-0.132757974864675,-0.154034943692735,0.338003528279527,0.197359621619292,0.282411401422628,-0.382172798014536,0.579096010084677,0.759889723733338,-1.24598496124659,-0.0982298191297848,-0.0145204670207627,-0.214709700116191,-0.784378026797318,-0.588547402146935,0.929675099835038,0.967403557950129,0.585694479714117,-0.803265886825097,-0.71854535491046,2.21843228842905,1.90195626468249,0.321945620894366,-0.150402288397757,-0.36013494411267,0.549284855213722,-0.484277294282832,-0.964089960865774
"HALLMARK_KRAS_SIGNALING_UP",-1.2839721960408,-1.47475883440823,-1.07742677214668,-0.22804819663368,-0.625188218016327,-1.28862993113935,-0.171166399162195,-1.32521042975248,-1.62074430480636,1.77944048165052,2.45276428814509,1.4216592002547,-1.32759859188442,-0.000484377930667708,-0.71514808400554,0.270899333510799,0.380005432812862,1.14868080179802,0.410633613041833,0.715881244029364,1.27681503257044,0.448010060949407,0.733355632303303,-0.086116664873606,0.22906608046333,-0.0776652181361477,0.86213996628071,-0.901117811689279,-1.15843318561484,0.60929577044975,0.651912009126644,-0.0936476124303032,-0.0370994599858194,-1.01224384082476,1.52223427790084,0.986828296872501,-0.933518258849396,0.054292027318606,-0.95381507166448,0.171708097081207,0.999487189783962,-0.733075376348532
"HALLMARK_MTORC1_SIGNALING",-0.113504592204591,-0.0742802197456645,-0.160853153273691,-0.040423659701557,1.85992955326553,-1.39488006131274,0.552166551636881,-1.01323182467067,-1.18760608506259,0.383340061387684,1.4289961979113,-0.018240471167824,-0.212300507399782,1.4298130914678,-0.19056465435974,-0.0263709123755329,0.345299544172778,1.16798788072621,1.43606707181042,1.05766155727303,-0.234113006226636,0.680859880381853,0.8652499837185,-0.36942321757049,-0.705966543914928,-0.344044157008369,-0.767277905767982,0.334529862254725,-0.244740961131446,-0.15798269708628,-0.222402523049237,-2.92921701488965,0.809412665358017,-2.70839048575988,-0.0475991119635247,0.0794741345990688,-0.452393881388967,-0.446879451127236,-0.854339328792424,1.0900935871421,-0.0419277885191824,1.43807259236477
"HALLMARK_NOTCH_SIGNALING",-0.761902847008292,-1.1052399926045,-0.436286049503475,0.476827337975014,-0.737289098396191,-0.0158112227855295,0.467626612904819,0.931559713871043,0.332322032579953,-0.244299641679785,-0.189305543428423,-0.0738877347927365,-0.0979996754979299,-0.64493477950824,-0.0306383060327134,-1.00260114935148,-1.29493146862784,1.35829337324382,0.493595958942666,0.302709859341273,1.49316897806655,-0.281891886265677,-0.00866470941407664,-1.11621346170424,-0.401212545569441,1.15587105179714,-0.562197805055873,-1.97123623908461,-2.31372697804783,1.22318346053699,1.30462845281154,-1.42857350707526,0.108913368434291,-1.21899049874578,0.845412103814152,0.758701996059121,-0.92685073695568,0.545664593672592,0.853561899976868,1.5389262235012,2.10733564229335,0.566383217313204
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",-1.11899340664599,-0.64849620333415,-0.966737424874533,-0.119983985434164,1.36398735628106,-1.19794818494658,0.565821510732802,-0.976765484243021,-1.02711174751715,1.21244573385907,-0.00854408385008536,0.15149139200406,0.233442352528071,0.395250280185612,0.0021173565979206,0.44229160502556,0.195216890769352,1.58077653106506,1.65279597686109,1.6613140691968,-0.304213685978803,-0.328503012435941,0.252171861813732,-0.79251545276449,0.205505531421878,-0.0693016568356796,0.373153674286977,0.172612956015093,-0.343092574560688,0.946869343701477,0.941086021773189,-3.07813097692828,1.40465932598421,-2.21644622651159,0.501755143558966,0.735129664580071,-0.604422494827137,-0.646045043731172,0.97517615364125,-0.81421104063532,-0.453095476964068,-0.250512568864188
"HALLMARK_TGF_BETA_SIGNALING",-0.0538922270120156,-0.36286202504449,-0.90037567947354,1.33846425617352,-0.703096668896297,-0.887005537286934,0.919373274451395,-0.214813941262692,-0.922489992954848,1.31124065856559,0.998260902908548,1.57364761106904,-1.15157123788186,-0.516284063236641,-0.605222715675535,0.303902706195058,0.107954369188148,0.500579592053632,-0.0161615811062483,0.557646448718654,0.44675488714878,0.569707242225781,0.0783504709616722,-0.591107477151812,-0.113475305943558,0.636762762798826,0.902665104738269,-1.95670079591379,-1.68215053312424,1.06424790793406,1.04561989991353,-1.98595268210848,-0.887922765588998,-2.38810401195124,1.19854794712467,0.767853972780145,-0.863388255089903,-0.0747230443777621,1.55866306202768,0.392857013175481,-0.170519638323041,0.774720089251514
